peak	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16
chr1.459709.460503	10.7604929825299	10.9976955406378	10.6427878723397	10.1420106213767	10.7855581631212	10.8259987916526	10.0127425028302	10.0346936654399	10.3795068525489	10.1139393932347	10.0874653579299	10.1261754721144	9.91995036125913	9.96989436906987	9.80991267325652	9.98419967749799
chr1.515080.515372	8.12213130830366	7.93502107644059	8.94214573274055	9.05984323969736	8.263033455624	8.39101579976612	9.05279013699269	8.97131873831027	8.20304123405988	8.5749575369427	8.6243884629424	8.86106717821226	8.13537174541365	7.95434976522678	8.71052134896645	8.5127593351129
chr1.540997.541172	8.1478515613722	8.2195619851703	8.45232936852837	8.45235624516508	8.21718686527266	7.99222330168569	8.21587391309173	8.43912304733425	8.20956872635913	8.13644237828624	8.56305581114378	8.59359025736027	7.97864930524324	7.72999810407714	8.60775361935833	8.3568521448484
chr1.542614.543334	10.5940726825897	10.7318866159149	10.2061439723279	10.206856449773	10.5451688641129	10.4220805407266	9.95101296207115	9.92510976649906	10.3446662847968	10.0453455497222	9.80998952875879	9.71493782387902	10.3161162113823	10.35516075384	9.81508025882024	9.88512975132044
chr1.560792.561061	10.8754677719366	10.7384652589447	10.4857403610598	10.2092019550019	11.3635994174097	11.4198439203957	10.4675287696822	10.4508016471747	10.8956239950203	11.3009063269291	11.042769835554	10.9588795326659	10.2728304511676	10.2376203697977	10.7795804111192	10.6946014953908
chr1.566675.566992	8.37548992131341	8.21512485151496	8.70642428618796	8.80020266884192	8.15940064351019	8.40605379277238	8.59797988486943	8.72835841613219	8.45859788788887	8.61082980625132	8.87184970329508	8.9937525150557	8.54453026514622	8.47681149540052	8.54614022694714	8.42826330065437
chr1.591612.591710	8.69033089717108	8.24580171787848	8.32033764656558	8.28364575473978	8.82635690528022	8.85469122544832	8.16325218276083	8.15541569480345	8.68908017349418	8.8263348807628	8.6243884629424	8.51898581170379	8.43995186831014	8.1833164862871	8.34977922379107	8.35192626138244
chr1.598704.599125	8.57492760227746	8.56963570992769	8.9832607681116	9.01444845382123	8.52565237969197	8.40605379277238	9.00073905248216	8.86048134258574	8.43232974267115	8.5749575369427	8.65392332546549	8.55935681291526	8.22330183428358	8.10191874284392	8.73395495863078	8.60752416085559
chr1.633330.634226	9.3975943555859	9.08962368939179	9.8465934698643	9.97246205498059	9.38325226075701	9.47151288988752	10.0281076684448	10.1173663299315	9.63639605452633	9.5230736372477	10.1542286708627	10.1045900397783	9.56412357881964	9.36741449508878	10.0946920090717	10.0393689239735
chr1.634388.634580	7.73392655243005	7.68998881331728	8.28835502480635	8.23374540898831	7.7745945551711	7.91092861855701	8.46008683231777	8.61618694775062	8.00084769090995	8.03206132633114	8.61939521883086	8.43932161713431	7.73883638681392	7.63486486396625	8.30606511666706	8.58755432549404
chr1.659147.659293	8.30334150752529	7.82153993174815	8.20203825281387	8.09289730816138	8.16925764108505	8.39855975735701	7.85556339872312	7.9308623606559	8.54853144174284	8.61670579801128	8.27920715016723	8.20123121148792	8.41039053638085	8.22462668837436	7.84113940886716	7.94773313418356
chr1.722607.722670	7.93300365765693	7.68197723601381	8.19418961234783	7.96101654940916	8.25402019225991	8.16489555933904	8.12661937908312	7.99560882807811	8.06294290690359	8.214497906193	8.2992082148878	8.32365415297974	8.10596168212328	8.00611544063673	8.22507369304572	7.94773313418356
chr1.761919.762012	10.1139802695266	10.0140765261123	9.70835121329634	9.43236586150345	10.5965950251688	10.7499433808647	9.76279064842036	9.81889268472641	10.177752047728	10.5916690992286	10.2775220888689	10.1624280350441	9.77639304079784	9.76265886987485	10.0719717900344	10.1105750149302
chr1.771255.771371	8.01203338225208	7.7585063908767	8.12073547594623	8.32395581200198	7.92584243692422	7.95826202969362	7.98659035281621	8.05618041300623	8.0477899933546	8.22282099148694	8.33175156173827	8.42827253658553	7.9556684301514	7.89948178223167	8.15035951583373	8.2430331144306
chr1.773820.774443	9.97783358709285	9.82972742773648	9.93571105911125	9.85920172111943	10.0755681759305	9.82322375795538	9.38463714493136	9.44471300719499	10.0029615254823	9.80735576086472	9.69787936845507	9.74337620485237	9.82632285983991	9.784822526386	9.02623243096692	9.06343621926313
chr1.793972.795516	15.2313008473261	15.0389613153915	14.6358026068711	13.8244099889553	15.6264132368286	15.5794427897223	14.2321714806876	14.1580538297358	15.1238939856237	15.5573691858475	15.200128011565	15.0655731916464	14.0481509613616	14.0581216204766	14.7144946191855	14.7023766902026
chr1.907640.907880	8.15291860641807	7.79412702942399	8.29912015477789	8.32642669472485	7.88716190864236	7.99222330168569	8.43231628858944	8.55595024961105	8.0477899933546	8.03206132633114	8.36958086709778	8.36550562618092	8.18718139807656	7.9390106293022	8.75695380250405	8.56724591617004
chr1.947419.947561	8.23547448457903	8.0875113407879	8.65762317029461	8.50837571854825	8.62127653439544	8.59832129580041	8.6843239214813	8.76010911680709	8.46893981735822	8.60492502152737	8.5525206683637	8.89932166437977	8.24960449473772	8.06877242148705	8.56851185255573	8.60752416085559
chr1.965889.966188	9.11845152780215	8.77516517657082	8.98528260947349	8.83287228614463	9.3199001129046	9.38134602021516	8.69938659945468	8.67355822573905	9.19150945322599	9.32186923579697	8.8636574139208	8.73882465077908	9.23199452787194	8.97017485564016	8.46673380788646	8.57947233187314
chr1.985122.985576	7.77317615091678	8.04109997032119	7.95013567828165	7.90256956873964	7.69533803103323	7.82143520220083	7.77723215053846	7.67115881354052	10.5485134459717	10.7083572111995	10.7988944806831	10.7340791588622	10.5384662066492	10.5469264717972	9.57343432002999	9.70317353491295
chr1.997298.997645	8.53624344314838	8.38357957312711	8.55084584525349	8.7868934885592	8.40589717345858	8.45717729104814	8.71795936247465	8.60437921462015	8.63211673521556	8.75509514117139	8.64905046054432	8.66836495687895	8.26251693220222	8.24184776820076	8.71445793551435	8.83794948018141
chr1.997748.997982	8.02362129337111	8.26294322748306	8.43980017549102	8.58177659347567	8.10863595897382	8.1555233551679	8.61414351184345	8.68841203251857	7.95144603015614	8.24740544829352	8.52576562294221	8.41711566817545	7.85087637163645	7.84097323522727	8.5551394895238	8.68053723398599
chr1.1041610.1041755	8.59551061385911	8.4680083829679	8.32383439723557	8.06475569965052	8.87544583108192	8.93454093858983	8.13897709503441	8.02973105786126	8.71868989064153	8.81140578111432	8.36336441814024	8.15230589785587	8.65286138541783	8.6641134611783	7.86767360291836	8.07143837928634
chr1.1059212.1059444	8.64221082628215	8.48207897591938	8.4981407826951	8.24444543345938	8.83190611564912	8.84953054897328	8.08213144144593	8.05618041300623	8.66748468601618	8.71788988053368	8.41216071572587	8.26739489833044	8.64981018502856	8.5396668637908	8.02684057188057	8.22654136826838
chr1.1063060.1063190	8.14275927669252	7.94677562384918	8.11649539782842	7.91382165604293	8.31559214736106	8.51974957318431	7.98659035281621	7.93828637965151	8.27884113108331	8.5749575369427	8.07159606416804	8.11587414369063	8.27103990256287	8.03446703476502	7.71511088844016	7.85491090311607
chr1.1147451.1147551	8.04074441888395	8.1221613806111	8.29554357688333	8.19542033609829	7.97496248637334	8.35251838096589	7.79529357147333	7.81124876069388	8.21605597074358	8.18912601244881	8.27920715016723	8.44480650151275	7.84430212970165	7.76871643990771	7.72555148615368	7.71273399570283
chr1.1153851.1154012	7.562274075051	7.57804663825008	8.17430564933615	7.93590975674865	7.78952968237219	7.70566443234163	7.61505014520611	7.74899242979313	7.68596276299688	7.73891061779882	8.27245738621191	8.3944683470723	7.4784975650919	7.37215851384024	7.66060297656144	7.41131098447406
chr1.1327930.1328042	8.3336206275443	8.08246149956716	8.01359262319785	8.15563625615165	8.2719718774957	8.32876610161679	7.95742592099729	7.93828637965151	8.26657474153279	8.3913861631244	7.80710201376825	7.75922178874139	8.29621341217857	8.2864612573529	7.81374536445952	7.91785821501435
chr1.1368630.1368746	8.02362129337111	7.82825367013129	8.31331064031422	8.25767152753292	8.04410733085333	8.26279558180596	8.44164786533147	8.31411505213125	8.39451033717276	8.24740544829352	8.35711323196316	8.34178392628668	7.91400611084266	7.99161567333903	8.18838621704354	8.20414513419682
chr1.1372344.1372579	8.18770647741094	8.02512356301956	8.48609992169478	8.46115264750929	8.14944821795907	8.21941832773243	8.65363121827561	8.73548462620173	8.52423372484404	8.61082980625132	8.48725614041338	8.82961237332977	8.18257740806052	8.1212899092539	8.46189012620384	8.34200863152821
chr1.1375504.1375655	8.56100589883848	8.43570900699154	8.25540314035998	8.40733397600043	8.33256522984669	8.4134986858949	8.13281704818441	8.00253218175895	8.54853144174284	8.5062453573102	7.94894034305886	8.29900743986563	8.50381559642379	8.36039665498651	7.8500761249706	7.90253932900823
chr1.1448365.1448534	8.36724069152482	8.45734214448332	8.25167882541843	8.05519315396326	8.4747757401686	8.43554601379474	8.15118657434522	8.01622870809079	8.39999077947595	8.53169618629035	7.99459325576962	8.0625391789004	8.09092697665308	8.13400020579303	7.87633927474682	7.92542021105686
chr1.1448744.1448975	8.58526334266547	8.62668292087045	8.28111864130676	8.09904386784339	8.57442184974866	8.3603244046701	8.13281704818441	8.1070272078427	8.56761714117052	8.47363338550022	7.89095297872394	8.07033684490425	8.3953170367352	8.40053980515003	7.79496671288313	7.90253932900823
chr1.1513510.1513575	8.00618605355833	7.92311182749277	7.81975131310356	7.86003304119581	8.09816926482321	7.93490484107821	7.68010042725569	7.51003090713293	7.90813968222255	7.94836063792308	7.7617757828614	7.60011750442036	8.0390892687916	7.98428102587331	7.60160835571758	7.58534670888644
chr1.1565723.1566255	9.13410812508311	9.17285501790244	8.92744009755652	8.9216136472932	8.93808869409321	8.62340488934666	8.8102994720794	8.70673009615242	8.70608705677876	8.6683451541094	8.72018092129871	8.46110606518583	9.24743086122293	9.05106206190717	8.33358840091387	8.56724591617004
chr1.1607364.1607544	8.41188208300935	8.25011286042141	8.22905616154285	7.96101654940916	8.15940064351019	8.30449180888107	7.92730463571028	8.1070272078427	8.36105608830498	8.46032801860969	8.2925819480637	8.07807309447505	8.67400861270091	8.38565331331883	7.95072248037171	7.94035634011797
chr1.1700051.1700343	8.81017158273218	8.93957273644163	8.5847228682153	8.56785526197711	8.66638146574274	8.53321165685036	8.48272941687862	8.41147976641402	8.79566704952258	8.51265993094838	8.52034106304638	8.55438507129208	8.88301522217852	8.79133495027435	8.31715716456568	8.26996631398615
chr1.1757451.1757731	8.60567114542722	8.5367248641707	8.24794151940106	7.98889623122536	8.95328317866762	8.89523963608037	8.06904611920998	8.18453578700578	8.7838240170033	8.90776463577068	8.35082683901238	8.32365415297974	8.81536167778887	8.86389688390279	8.09734854635577	8.12172683856089
chr1.1784778.1785480	10.0075493232302	10.0314623355842	9.86255166631645	9.82111758898	10.2243425130262	10.0600579494686	9.68153622708976	9.58787682227198	10.073363947332	9.98376756139348	9.69125461692345	9.61936372856037	10.218698748281	10.1399601421542	9.32497811917197	9.3918258095822
chr1.1793735.1794263	9.75849967335482	9.90024942482073	9.13044380959171	9.20075424286574	9.87138573639306	9.65003443696269	8.99778541631249	9.13988392346028	9.66734664433294	9.51721509853627	9.06836451048192	9.01804085411542	9.4318202297514	9.48582462190621	8.7261929772852	8.79106855588752
chr1.1796227.1796542	9.29121612304054	9.13189421570535	8.9463166671675	8.7615509413464	9.06420984103336	8.96324799985477	8.46465088993886	8.64712160932254	9.15034849596914	8.91239646580832	8.53116531819737	8.70849311315654	9.27025691361335	9.15973117948496	8.43736187396204	8.49111265636689
chr1.1882807.1882914	7.8032419212544	7.75118694482584	7.87096029237324	8.01262783135799	7.78952968237219	8.14606475809036	8.27142111172012	8.20725825714862	7.83409672242801	8.0997434955218	7.93002435576455	7.91916900421082	7.88301216523965	7.78738818901647	8.15035951583373	8.16376025782768
chr1.1886576.1887370	8.69347261523857	8.42473758506418	9.57445488146968	9.61955253260267	8.77528162954928	9.00055851742522	9.36907352950939	9.54820069884762	9.07033363011372	9.37503085267785	9.85202890057236	9.70876734743099	9.08219343598268	9.01871235128796	9.51915840336985	9.49766605873171
chr1.1936259.1936416	8.0849827065748	8.21066897219466	8.1981212889225	8.43679900185865	8.10863595897382	7.94665821430193	8.58159576707011	8.3783559406012	8.21605597074358	8.20610859909379	8.30579452369616	8.23482745245948	8.15451514399314	8.07549120069101	8.54161484129169	8.36663920371724
chr1.2004779.2004887	7.9703178827108	7.8610428957321	8.20982858202858	8.19262860349275	8.15940064351019	8.03567772417872	8.24400865724794	8.31919106731798	8.27884113108331	8.35527674136566	8.33814650084478	8.50867332167483	7.94983245670677	7.84097323522727	8.19459060506581	8.35192626138244
chr1.2053525.2053757	8.3164204557704	8.19718687715018	8.84452053545199	8.7902340446025	8.31559214736106	8.26279558180596	8.34468972984768	8.36871049049587	8.20304123405988	8.39847113148389	8.83034901868818	8.83754962264016	8.15924555207884	8.14655335745243	8.23106607725029	8.29624382081426
chr1.2059256.2059351	8.41188208300935	8.0773857336398	8.1499291880508	8.04229519200143	8.44467175465265	8.43554601379474	7.82165829552215	8.03641158799624	8.33818444482912	8.56887290450178	8.07978660781951	8.0625391789004	8.46163339230274	8.3397723453825	7.66060297656144	7.77804320892329
chr1.2070678.2070967	8.629051040155	8.19265401432208	8.65237107459137	8.62641258385441	8.79253855851779	8.75840530572595	8.7861024177124	8.7390324295997	8.82287427272916	9.0648577481706	9.07536038057411	9.01804085411542	8.88301522217852	8.7625524990745	8.60345627694574	8.71001979169361
chr1.2097170.2097394	8.13249771546674	8.16503412926774	8.87349863677661	8.74089948393614	8.263033455624	8.25425984908352	9.1082963169342	9.13468678319476	8.33239218833288	8.41946430131212	8.97005858256184	8.70409859158482	8.08077600150805	8.07549120069101	8.66227212026578	8.51704109117017
chr1.2130033.2130465	9.06799827006938	9.11303994836343	9.16788336390736	9.0958485113845	9.45763563576806	9.59503300562472	9.4493898509355	9.41334333910847	8.19647287146672	8.32552388631765	8.34450475905731	8.20123121148792	8.99690653297675	9.01274340160858	9.02006692419936	9.1411245724038
chr1.2140761.2141400	9.54957070649858	9.1627328317555	10.256606684834	10.1172175372846	9.53795993270456	9.60679583916277	10.4957659447612	10.3984769431982	9.5346606438666	9.70874032803485	10.2643412829685	10.2838268185186	9.47465709864415	9.3628244733791	10.2743414606369	10.26511316677
chr1.2145637.2145754	8.13249771546674	7.94677562384918	8.33425865751472	8.35805644591986	8.36575102379313	8.47841061575662	8.39904199919771	8.35898131267663	8.29097019381905	8.49979546525078	8.63431353652789	8.55438507129208	8.30858527843902	8.21298854090824	8.40211545901718	8.44657236822319
chr1.2228640.2228742	8.05199334370687	7.90494592389456	8.36495645383474	8.29131806596435	8.21718686527266	8.06702582712157	8.46919701330019	8.59245444251733	8.23528220758264	8.17186216019583	8.64905046054432	8.32365415297974	8.100975248566	8.12766500867843	8.53251179216043	8.41433663817529
chr1.2234723.2234854	8.18280777189437	7.98676979342264	7.97012582278579	7.70333613419166	8.20777499304481	8.25425984908352	7.60359303028035	7.79394544248045	8.30296561180435	8.34791292970978	7.86046636775704	7.77017583914595	8.48642510765349	8.09537749085782	7.68289185529767	7.71273399570283
chr1.2263263.2263412	7.95804788927873	7.81477162142627	8.25911457420097	8.40042469375941	8.15940064351019	8.18338847660428	8.58981582082353	8.49249390374428	8.05539591256842	8.11826005817186	8.30579452369616	8.28015066566939	8.02838178013573	8.21882364095902	8.36044366121366	8.42826330065437
chr1.2271196.2271554	8.81871284578137	8.97522856784832	8.06415772961176	8.12325933382671	8.67896768249346	8.57270269466093	8.14510008627286	8.04963547767171	8.96118827000334	8.73397185842893	8.05500701219493	7.87233578226229	8.84703559832911	8.79133495027435	7.79496671288313	7.81308985683842
chr1.2283503.2283678	8.32074572108657	8.22838078483434	7.85423097124591	7.99914010470576	8.53979254321796	8.22823631235852	7.98659035281621	7.98863414277165	8.47407634669627	8.34050004990036	7.93953162627063	7.86266017484759	8.3915171084344	8.43930919437178	7.62581067673081	7.84671088782968
chr1.2300496.2300644	7.75771038584742	7.85458544686601	8.29912015477789	8.32147937993652	8.02161310804335	7.95826202969362	8.02870411544548	8.26201315668022	8.04012396359214	8.43324791232129	8.68749926510112	8.65009899492983	8.14498831604035	7.89136076612342	8.2007583754946	8.09059560535144
chr1.2311757.2313616	9.31860627253898	9.21454659118517	10.5580423701263	10.7252258888697	9.37595111457827	9.42884385897366	10.4573067386358	10.4618393463792	9.46318254644862	9.77118921208514	10.8377879255444	10.8637030761948	9.32387019137461	9.1730384526522	10.5538340975463	10.5207626937776
chr1.2330915.2331042	8.15796072185765	8.06199945350946	8.41109836238939	8.39114627552625	8.34928180795661	8.1365177521604	8.2875402641032	8.41147976641402	8.18986299989019	8.58101131822339	8.42993110530683	8.43381039598051	8.09092697665308	7.83227871043579	8.23702484113896	8.59558215670715
chr1.2345744.2345989	8.43940272783942	8.6079663690901	7.83140217920413	7.81944442710677	8.56069095110923	8.6295951704908	7.61505014520611	7.80264274331085	8.81128596989223	8.71788988053368	7.59250071196607	7.78098150247902	8.59672849388332	8.49511718210212	7.68289185529767	7.48449476992123
chr1.2370104.2370329	8.39988096027126	8.21512485151496	8.82176987424317	8.86314528375868	8.43702126179939	8.43554601379474	8.90588521494847	8.86048134258574	8.60029961796512	8.8700931407132	8.95866190667444	8.8841573144097	8.33692232578063	8.27547968318604	9.04151991489562	9.04956496608351
chr1.2376415.2376542	8.0849827065748	8.19718687715018	8.1981212889225	8.35083676459687	7.9383727559047	8.00327483862051	8.40385547872566	8.31411505213125	7.83409672242801	8.0118232487294	8.05500701219493	8.13788957112415	7.81748032394348	7.82349322790627	8.26053273185171	8.1754599165881
chr1.2390812.2391194	9.30888787863633	9.28497939839272	8.9316588929302	9.11931596959279	8.96830078709405	8.94418117532863	8.97992103132104	8.84755083870381	9.16223954098801	8.78100524626803	8.63924574894374	8.70849311315654	8.9758619658352	8.93253845950977	8.78697322191262	8.71001979169361
chr1.2411735.2412314	12.6147607135726	12.810710330824	12.4299555657568	12.0183036444786	12.8233168167867	13.092196929912	12.0235602898424	11.9060058693839	12.4213797344618	12.8812966611673	12.8028785352541	12.7236818488745	11.4875881137617	11.4187042868713	12.2961598780336	12.3290058444276
chr1.2413240.2413393	10.3596280121645	9.45549465545785	9.36527745934417	9.2449785722745	10.6754947017364	10.6234254921498	9.197610046237	9.01197301060511	10.3522044242555	10.982477081343	10.0085914124244	9.8062739456069	9.68758678188324	9.61405747985977	9.70044995620159	9.70660983040901
chr1.2504576.2504753	8.16297821137532	8.13665364181537	7.99932586350375	7.90633612708615	8.41375820830171	8.45717729104814	7.8801361202035	7.83654372779043	8.15616743195527	8.23927354914334	7.99459325576962	7.94613123363921	8.12566328688851	8.1212899092539	7.86767360291836	7.94035634011797
chr1.2538927.2539661	8.95321171360824	8.83673135014774	9.50503046418911	9.6764025904741	9.0502654129936	9.25095367814672	9.37353853840789	9.45910868510653	9.40020655658236	9.22346883927612	9.44203896204988	9.5517628206493	9.28152597489983	9.07694761784115	9.32005720777457	9.25571358718752
chr1.2598628.2598742	7.69257289827045	7.4061645095291	8.03228829202742	7.95034088491909	7.78952968237219	7.77996740188021	7.73983482028043	7.62891527524361	7.95144603015614	7.75281583152085	8.32531942734167	8.3829725276137	7.83099841518018	7.88316392768027	7.70452460112708	7.65189299775913
chr1.2636648.2636812	8.47384431860433	8.05681651590959	8.1981212889225	7.96806543803093	8.52565237969197	8.81811673051862	7.98659035281621	8.21843758420575	8.61403839929612	8.69061206128463	8.38191138016868	8.32365415297974	8.55118158167233	8.54837824478198	7.90183126057675	7.69300631741461
chr1.2687040.2687226	7.90724541149674	7.60553625892921	8.4460818315188	8.32642669472485	8.07689969216679	8.01419863499732	7.9648036310764	7.94565011793395	8.11421383397136	8.18052996617214	8.41811499350558	8.40584848180016	7.81748032394348	7.65710539049653	8.01949948200923	7.79575485329717
chr1.2754199.2754378	8.51823294089745	8.32088692409537	8.07307512544873	8.08671251169626	8.48218100891825	8.66608808694615	7.97212282188037	7.89279068676087	8.39451033717276	8.52538491020448	8.07978660781951	7.92824619877618	8.44722449664372	8.22462668837436	7.57650301646619	7.91023174076377
chr1.2834403.2836354	10.006372680354	9.83966879015823	10.7792772309619	10.7329503577538	10.1190864294651	9.93396171091577	10.8171508128823	10.8603750636033	10.1635082680296	10.2967119283439	10.9003497142697	11.003370555734	10.0735429248685	10.0035675714797	10.8533401721197	10.818631154709
chr1.2997366.2997481	7.85335585861081	7.72120149652405	8.23286012905042	8.14398152298168	7.92584243692422	7.94665821430193	8.2550577618479	8.28315460872318	8.0998328806785	8.32552388631765	8.05500701219493	8.08574913901931	8.08077600150805	7.96943639693614	8.09734854635577	8.1459575469176
chr1.3073637.3073841	8.11165732641115	7.95259649736844	8.21370221194644	8.46988260179809	8.38198148871668	8.1555233551679	8.54813738108875	8.48376762569299	8.17651608978676	8.39847113148389	8.48164971802636	8.32973049549085	7.97295737336241	8.07549120069101	8.4715573082027	8.51704109117017
chr1.3191126.3191298	8.03507051016526	8.00339785618648	8.23665053123248	8.26029728626033	8.10863595897382	7.99222330168569	8.52673647612793	8.56415939586153	7.95144603015614	8.0616426803036	8.21687456463056	8.28015066566939	8.0858644927673	7.93124287626003	8.53707208172616	8.63493724501664
chr1.3213013.3213578	8.89309659794682	8.52329998495214	9.11406817992204	9.51284393963647	8.82635690528022	8.69568691269162	9.41307587399062	9.34834390464738	9.04793266298666	9.09332123199738	9.11657143037516	9.16733902246276	8.88554669635633	8.70672308973669	9.42894463688714	9.07716221011463
chr1.3220108.3220415	8.29010429789898	7.98116093211349	8.57072425996162	8.77174970882378	8.45227167579243	8.53988552738133	8.14510008627286	8.50115539904683	8.40544484015827	8.5749575369427	9.02195681843716	8.89554741804459	8.30858527843902	8.30809745388654	8.39698991520629	8.22098669554147
chr1.3224276.3224565	8.67450047933697	9.27193498355761	8.63380801599186	8.53746384176335	8.75778316549647	8.75840530572595	8.31388623212317	8.35898131267663	8.66748468601618	8.73397185842893	8.24502742780389	8.3829725276137	8.42156589413647	8.5220490333538	8.09052105825354	8.25927394777025
chr1.3233433.3233916	8.74869678589249	8.49943124903591	9.26939191671937	9.44661909218397	8.7694760198622	9.00055851742522	8.45090424082084	8.4705542179157	8.81902332979756	9.0689619374952	9.6021159411969	9.61495872491803	8.81536167778887	8.74052135261692	8.2007583754946	8.32696393878601
chr1.3236652.3238009	9.06565827053068	8.73615190219368	10.1743013784747	10.2074431907577	9.22096520767075	9.34282354542559	8.89632340952654	9.16047088999979	9.47965223701071	9.58312475093729	10.3909417001943	10.39817046725	9.17043380626847	8.98248052710453	9.12112546185406	8.95411436898513
chr1.3313365.3313593	8.06862665354059	7.9978877532232	8.68098186772073	8.62641258385441	8.14944821795907	8.24565564176513	8.57746446512094	8.62009730429253	8.22891212719854	8.0118232487294	8.81335999247279	8.90683691296622	8.05493123999518	8.06877242148705	8.57293614804479	8.63880318546573
chr1.3353615.3353828	8.59210457878602	8.65119643878068	8.43664641443881	8.37235737003357	8.69760788845586	8.69568691269162	8.02181349308453	8.1070272078427	8.7394132750085	8.76552381074692	8.14299556131483	8.22819303864284	8.75513621412435	8.56561142529557	8.08364629973322	8.05845648629446
chr1.3381286.3382265	9.31860627253898	9.06578295026048	9.86993692007559	9.89407853979498	9.4156300276563	9.48757540574665	9.52324223535585	9.61187733569603	9.60686955124042	9.664610792724	10.0313335315381	9.96248583312194	9.47789723323976	9.54541701086133	9.69671080599189	9.65236516488889
chr1.3432935.3433071	8.12213130830366	7.9409173606731	7.97505643252984	7.83182751987762	8.35754678603026	8.3680762781486	7.94248998361601	7.80264274331085	8.18321096372033	8.37708140321318	8.06333669464685	7.92824619877618	8.09092697665308	8.10191874284392	7.83210723951171	7.64123681575213
chr1.3522924.3523767	9.00575460313633	8.77516517657082	9.922598368335	10.1078066672323	8.70987950890814	8.76395289015434	9.46614972866826	9.58601319827309	9.13230937775473	9.34871123222056	10.1236818023165	10.060401850344	8.84181140008499	8.61586757380183	9.26470618832394	9.15406894809134
chr1.3528816.3528988	7.65775032191706	7.76575860808129	8.36831576011297	8.26552965258659	7.95073230998201	7.84797137573311	8.02181349308453	8.05618041300623	7.87191003970515	8.13644237828624	8.83034901868818	8.60319410224753	7.85087637163645	7.80563894591082	8.06272991234675	8.00471524066251
chr1.3538390.3538480	9.07266578259989	9.08100431789381	8.88665371300068	8.66761946296294	9.54444586061733	9.67534286781729	8.82392021796067	9.02052159317097	9.04146133560636	9.34538499758061	9.27569987644694	9.21555477405881	8.69479650313358	8.39063729847136	9.05663063081644	8.97199942590577
chr1.3570297.3570944	9.35302428376036	9.38157717962958	9.34540621743391	8.9847149927752	9.6107627886092	9.41880451244838	9.46406596300578	9.39416836104242	8.46893981735822	8.5749575369427	8.5148913695869	8.32365415297974	9.21834000913884	9.29928363487839	9.0656140458875	9.37445026714603
