s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16
chr1.459709.460503	1.23239378324249	1.84986119699227	0.925992914069663	-0.377591821623599	1.29764152912827	1.40291345582621	-0.714092622778115	-0.656951048448015	0.24064005920845	-0.450664678762588	-0.519579846632486	-0.418812661480167	-0.955641972537362	-0.82563158149778	-1.24208359933917	-0.788393105368081
chr1.515080.515372	-1.02055985752811	-1.50098135639532	1.08489720357483	1.38709560364151	-0.658781561733005	-0.330175963903954	1.36898616013699	1.15980138664763	-0.812816713724592	0.142110154277344	0.269028278009614	0.876721090998718	-0.986563904561227	-1.45135329733442	0.490181818323302	-0.0175890404293646
chr1.540997.541172	-0.495187605710021	-0.203342400622395	0.743968201321723	0.74407758315406	-0.213008601391	-1.12855942196811	-0.218352019798241	0.690221461123923	-0.244012703665797	-0.541620400292003	1.19459977818564	1.318868067875	-1.18380251726425	-2.19575666501715	1.37650974767725	0.355397496391429
chr1.542614.543334	1.33196994436206	1.77453249377599	0.0862126042881834	0.0885005865472683	1.1749248759937	0.779650748867644	-0.733090840649722	-0.81627389764368	0.531049975066128	-0.430160146514838	-1.18596007286698	-1.49120007163015	0.439366986478458	0.564750914168887	-1.16961218684404	-0.944661913398997
chr1.560792.561061	0.288376505110261	-0.060093692258751	-0.702907412407235	-1.4062915389802	1.52995468587055	1.67301434680985	-0.74922916741133	-0.791775129191965	0.339644491972705	1.37049283997916	0.713914561718352	0.500536939904289	-1.24445045933178	-1.33400840784236	0.0444839894218185	-0.171662553363354
chr1.566675.566992	-0.803829232438792	-1.51211174924388	0.657804682884741	1.07199456208684	-1.7582282030464	-0.668838141003021	0.178839571618021	0.754680896516263	-0.43676725437461	0.235593668183763	1.38843717610425	1.92684389040896	-0.0572307348858214	-0.356323428392645	-0.0501200355436964	-0.570745668874088
chr1.591612.591710	0.880818343749627	-0.898093198691138	-0.599816212512132	-0.746649385503776	1.42516559286061	1.53855353574989	-1.2284389390486	-1.25979890264371	0.875813212728121	1.42507745541075	0.616930700709607	0.195131634131784	-0.121145453395531	-1.14814584964844	-0.481997261599997	-0.473405272297025
chr1.598704.599125	-0.148741875706455	-0.168936743441638	1.40953515089751	1.52855329152535	-0.336785497338103	-0.79319645291254	1.47623560846004	0.94098551019971	-0.692922430360859	-0.14862763933027	0.152720829122848	-0.208162969507742	-1.49061268629205	-1.95383365053139	0.458136763457521	-0.0243472082419919
chr1.633330.634226	-0.985608097744846	-1.88019497036931	0.318635317439058	0.684255801079132	-1.02726872055161	-0.770891055868552	0.845894037406623	1.10517076600162	-0.291941822081177	-0.621118454792154	1.21224773764565	1.06805846049169	-0.501877426722577	-1.07327393732628	1.03930686396991	0.878605501422792
chr1.634388.634580	-1.10881456905201	-1.23207658085921	0.446567439405443	0.293366768508977	-0.994725407086321	-0.6122566849778	0.928340250491974	1.36626024046247	-0.359999605258378	-0.272433527086767	1.37526065686437	0.870085951322104	-1.09504062264473	-1.38672015226209	0.496250959680321	1.28593488249164
chr1.659147.659293	0.505140642460021	-1.4323487329314	0.0977655121911716	-0.341127657353365	-0.0340565700446007	0.888045881187706	-1.29552870349987	-0.992725752954421	1.49113345855484	1.76528592626148	0.408088114377853	0.0945201222357617	0.935621501139389	0.188601358534293	-1.35353251357791	-0.924882586580896
chr1.722607.722670	-0.957570550702349	-2.45496926669986	0.600430836684509	-0.790470737596617	0.957326469229129	0.425688763421449	0.197367366839588	-0.584124197167677	-0.182469413116731	0.721571921869114	1.22687772450562	1.3727002880056	0.0741420557322655	-0.52145116039417	0.784657590502202	-0.869707691112026
chr1.761919.762012	0.120377919345245	-0.156198334482779	-1.00257664653846	-1.766622037648	1.45646179964698	1.88099557885859	-0.851865026407515	-0.696550615722176	0.296925453122343	1.44282473163918	0.573131561922348	0.254502037573738	-0.814207791570368	-0.852229845734665	0.00408049654716288	0.110950719448468
chr1.771255.771371	-0.420019125666682	-1.80661430025509	0.174496660468282	1.28595361353061	-0.891416463821777	-0.714106542490309	-0.559172679500532	-0.178569252877889	-0.224458313204785	0.732824917653857	1.32859029259976	1.85648484632646	-0.728291511871864	-1.03558871308561	0.336517084948461	0.843369487247129
chr1.773820.774443	0.867144442567597	0.396095999778484	0.733174651585913	0.489838353646032	1.17798719265089	0.375411218428982	-1.01950403689142	-0.828434053769358	0.947063308199451	0.324943396211321	-0.0232439066722287	0.121457799387218	0.385267845075008	0.253276930357843	-2.15940249307245	-2.04107664748342
chr1.793972.795516	0.726722595723583	0.402795681761765	-0.276180475527889	-1.6426801445727	1.3921476163228	1.31304275511453	-0.95595225082789	-1.0807768342166	0.545834283790849	1.27586769125084	0.674223141316234	0.447613836736349	-1.2658687736111	-1.24907677664199	-0.143652022089017	-0.164060324529795
chr1.907640.907880	-0.288020604901582	-1.60143809332662	0.247174987089076	0.347135213065354	-1.26086812113651	-0.876273053054178	0.734762050877862	1.18734515756467	-0.672861743281226	-0.730439199561832	0.505108388377799	0.490190277048119	-0.162595838401924	-1.07106707553331	1.92315279222827	1.22869486294597
chr1.947419.947561	-1.17176137003204	-1.80143161755801	0.624729706168167	-0.0104060274738007	0.470053381801378	0.372365333292797	0.738357114846274	1.06086771766881	-0.178228993568575	0.40046807230298	0.177456711618545	1.6532990288915	-1.11162986183209	-1.88117674632597	0.245508610560643	0.41152893963941
chr1.965889.966188	0.597842869555477	-0.598393968958323	0.133794225388933	-0.397304207979664	1.29982306102438	1.51394126769688	-0.862456682757855	-0.952459830295514	0.852425032300706	1.3066847883694	-0.290028448858695	-0.725028411391327	0.993501825851496	0.0811488125497563	-1.67317298085336	-1.28031735164235
chr1.985122.985576	-0.979081271822918	-0.783075415923186	-0.849622443944651	-0.884420529584545	-1.03602554554713	-0.943776248653023	-0.976114011654921	-1.05371441035273	1.05128080325108	1.16821820016994	1.23445282998152	1.18703568484988	1.04393051335444	1.05011981565372	0.337939156080522	0.432852874141961
chr1.997298.997645	-0.214955598173832	-1.05574393214493	-0.134533627106146	1.16548650683361	-0.932830907613874	-0.65040832375064	0.785835388227043	0.160298623873629	0.31306157771892	0.990358760370048	0.406323190339568	0.51269677560517	-1.72249013840315	-1.83632448547519	0.766551461125877	1.44667472857395
chr1.997748.997982	-0.971761196055541	-0.15685141573788	0.445360233535364	0.928800967956465	-0.682279654268917	-0.522624427204313	1.0390128398207	1.29190292318251	-1.2175235751251	-0.209758761121647	0.738079261389234	0.36811772360103	-1.55997107637489	-1.59369202529504	0.838099559369472	1.26508862232855
chr1.1041610.1041755	0.514523964396339	0.139048244167721	-0.285523394718081	-1.04847287326203	1.33889289166454	1.5129194784813	-0.829901545581364	-1.15161540268799	0.877269206921407	1.15030416096556	-0.169113172198153	-0.790650139514256	0.683413732882437	0.716549476631375	-1.62885128466264	-1.02879334348614
chr1.1059212.1059444	0.708105916637676	0.119248788528992	0.178313299360282	-0.754607380860673	1.40567746820172	1.4704882673544	-1.35148895671435	-1.44691936636646	0.80104615573119	0.98640252311277	-0.137863496170359	-0.6702147010472	0.736051241423098	0.331018265925181	-1.55481154737405	-0.820446477742136
chr1.1063060.1063190	0.130265033818312	-0.70801424474387	0.0179267591355699	-0.848967982250063	0.869521660755805	1.74276255176536	-0.537715029526621	-0.744325219655893	0.712326838816412	1.97890312450621	-0.174120794232733	0.0152694738830817	0.678958707744585	-0.332932488627246	-1.69891192651229	-1.10094646487666
chr1.1147451.1147551	-0.0296965405873729	0.302413727223995	1.00966202556588	0.601246437390309	-0.298029511503954	1.24206958586973	-1.03092214442717	-0.965838873661361	0.685421847564328	0.575571080946458	0.943023637978447	1.6185247099671	-0.831009926469418	-1.13933368539693	-1.31540908844818	-1.36769328201177
chr1.1153851.1154012	-0.656031371015135	-0.60309990839229	1.39789772024154	0.597860141145276	0.106620300303256	-0.17482478197779	-0.478919093857876	-0.0294194823648159	-0.240942011077882	-0.0632532383632394	1.72728711156822	2.1367461533767	-0.937178648702445	-1.29404401329989	-0.32604742932145	-1.16265144826221
chr1.1327930.1328042	1.0780665216315	-0.0872695023098701	-0.406809481636546	0.252249035510541	0.792026711566825	1.05554233950024	-0.667413513620034	-0.756217759723255	0.766984910321752	1.34608887103178	-1.36489110786285	-1.58704728234718	0.90450334687408	0.859254992092244	-1.33406708031281	-0.851001000716409
chr1.1368630.1368746	-0.944940919458844	-2.0203903242242	0.649725743166196	0.34344648496552	-0.832170459078059	0.371653109105905	1.35618974147472	0.654153826977954	1.09670955862904	0.286934312558455	0.890847943123582	0.806463988444466	-1.54834480413813	-1.12112377126328	-0.0379516437987325	0.0487972135154436
chr1.1372344.1372579	-0.910702918930829	-1.59254588418914	0.340704534464666	0.236080235721943	-1.07115105192153	-0.777709226832396	1.0433001083099	1.386578309379	0.500630720516884	0.8637988255267	0.345553504004478	1.78133284096753	-0.932213296377296	-1.18924184132622	0.239173086294766	-0.26358794560838
chr1.1375504.1375655	1.18118682358555	0.656794879323988	-0.0978203594976699	0.538039837195031	0.225118043305244	0.563840351156055	-0.610867078117806	-1.15613466940143	1.12897878623071	0.952003270685375	-1.38042697289147	0.0846721433799203	0.941834247204153	0.341597988861023	-1.79419301909581	-1.57462427192297
chr1.1448365.1448534	0.771202199265853	1.19056047791046	0.233343777941002	-0.681157489843455	1.27170148548702	1.08911496791535	-0.234376286979527	-0.862509315068146	0.92363060144679	1.53662574055197	-0.963206981367514	-0.64696696048609	-0.514841921330968	-0.314366627818069	-1.51359528584285	-1.28515838178178
chr1.1448744.1448975	1.17265662322061	1.32498793359957	0.0540850947152563	-0.615542410696993	1.13278420312234	0.345384964139161	-0.491332724360927	-0.586181594001147	1.10775811112968	0.762108317576927	-1.38085097228149	-0.721119980795771	0.474079502497466	0.493287596614207	-1.73386551969077	-1.33823914478819
chr1.1513510.1513575	0.966098214597609	0.51361785483497	-0.0493558248616914	0.170046650277322	1.46710314111248	0.57785085804844	-0.809992258835179	-1.73630985809967	0.432069076120604	0.651140542293644	-0.365131126345692	-1.2456352183114	1.14531214617667	0.846788107516904	-1.23751499904163	-1.32608730548335
chr1.1565723.1566255	1.23531827922345	1.38384710038709	0.443095825571017	0.420761240105938	0.483915188765287	-0.722365138698145	-0.00594041311822681	-0.402953855894553	-0.405418824648999	-0.550095207813226	-0.351392683958209	-1.34450671637907	1.66971936754731	0.916977040267403	-1.83332135346928	-0.937639847887786
chr1.1607364.1607544	0.895124318446639	0.147037134143414	0.0496623287089644	-1.18986269042016	-0.272453334101418	0.39850767834067	-1.34576039576246	-0.5146495652138	0.660084088546707	1.11915817961261	0.343431600816312	-0.648545251900597	2.10730482096178	0.7738317378703	-1.23746668454248	-1.2854039655064
chr1.1700051.1700343	1.05701984193837	1.71578311674559	-0.0907082054458804	-0.176578842647294	0.325004356469341	-0.352944617682567	-0.609942679678665	-0.972664739903243	0.983179280839821	-0.457570595658988	-0.418467020535796	-0.245153709822533	1.42785667835711	0.961125166129523	-1.45284798634838	-1.69309004275625
chr1.1757451.1757731	0.349233679465869	0.151159356714413	-0.678480246679547	-1.42268601212837	1.3478809858837	1.18112891197141	-1.19242508301324	-0.860637243023243	0.861045320943235	1.21711172041165	-0.382903173751451	-0.460967012513516	0.951649203957975	1.09108497780122	-1.11111563474486	-1.04107975129524
chr1.1784778.1785480	0.532579620030381	0.617445244109506	0.0179929815160438	-0.129053688273869	1.30196363053396	0.718929096595346	-0.624418271006934	-0.956809009700757	0.766151161133111	0.448179794943646	-0.589928378806364	-0.845064160790569	1.2819343004702	1.00249644257298	-1.88981829259203	-1.65258047073461
chr1.1793735.1794263	1.12966366278033	1.5074900488971	-0.54438567297551	-0.356976971122375	1.43055543013518	0.840555372560891	-0.897979529771788	-0.519223554025692	0.886700135982071	0.486532525077145	-0.709854726661681	-0.843989742945713	0.258917066621387	0.402862887416646	-1.62189465959125	-1.44897227237673
chr1.1796227.1796542	1.41750444575487	0.880461320490116	0.254915541427473	-0.367893741341241	0.652310473482231	0.311987766919597	-1.36868600002111	-0.753612737051996	0.942667105702862	0.14057714784285	-1.14447881455228	-0.546741348349196	1.34685503211098	0.97429430476786	-1.46067195895618	-1.27948853822675
chr1.1882807.1882914	-1.00117170568467	-1.30242293978778	-0.609273672669507	0.210581101639685	-1.08052682538685	0.982803886299296	1.70826298405643	1.33694134586934	-0.822609585993524	0.714734655048296	-0.267459628969074	-0.330281443069253	-0.539527380895795	-1.09292002120588	1.00765839895362	1.08521083179575
chr1.1886576.1887370	-1.39461085642163	-2.05840514376939	0.781476850489565	0.892871197461952	-1.19253687924879	-0.636087237583196	0.274170571622487	0.716627186371716	-0.463737837612467	0.288885575783065	1.46710405761977	1.11323801897903	-0.434443289076087	-0.591246000459303	0.644890688836956	0.591803097006263
chr1.1936259.1936416	-0.970401100283528	-0.244180519426022	-0.316681566293663	1.06240839609315	-0.833731603328792	-1.76964589150875	1.8990502552458	0.72472190597302	-0.213054213015524	-0.270530548889528	0.305458957290946	-0.104591794404823	-0.568639723721434	-1.0252434244002	1.66803876804129	0.657022102628084
chr1.2004779.2004887	-1.06042331920085	-1.62477383081204	0.176529339715404	0.0877000755372341	-0.0839056755538972	-0.722872512826135	0.353052288564759	0.741331736225179	0.532944549119368	0.927696147456929	0.839227045155728	1.71991256376967	-1.16622027205888	-1.72842356335304	0.0978328298129635	0.910392598447657
chr1.2053525.2053757	-0.357582767673822	-0.818529069211505	1.68400468938254	1.47413799352302	-0.360784933558934	-0.564891712103517	-0.248296294149596	-0.155434191803644	-0.795896651425884	-0.0403822278052059	1.62921887891665	1.65705576680438	-0.965206822823	-1.01427370682616	-0.687555125747626	-0.435583825497743
chr1.2059256.2059351	0.894480852440209	-0.339050345017067	-0.0715298941782252	-0.468454680604542	1.01540020777136	0.981746967401595	-1.28210330675638	-0.490151805573365	0.622704087026849	1.47342013351263	-0.330196576635362	-0.393800384831623	1.07795009580687	0.628559830668732	-1.8760313446226	-1.44294383640909
chr1.2070678.2070967	-0.604288351658056	-2.66057618694997	-0.494405148309975	-0.616720667356121	0.166059233983328	0.00522451619201178	0.135732359002702	-0.0860598124236369	0.309000080082528	1.44921792630222	1.49870597038012	1.22861832540422	0.592382173531923	0.0247659491725704	-0.724889999054542	-0.22276636829935
chr1.2097170.2097394	-1.0801048097903	-0.991049011768433	0.948097461849185	0.585158772740526	-0.722813911623679	-0.746828252502527	1.59076493307108	1.66299858633655	-0.532971314681267	-0.294645217827343	1.21239281663066	0.484430620698062	-1.22167291682945	-1.23613800683681	0.369946897797982	-0.0275666472642324
chr1.2130033.2130465	0.202475178806784	0.300457034277762	0.419761194755059	0.263059473680415	1.05007663368028	1.34896534620781	1.03213908498518	0.953724952878218	-1.69340612223375	-1.4126737347113	-1.37138350752773	-1.68305502072294	0.0478250731087683	0.0822759602019741	0.0982072567079288	0.361551195905481
chr1.2140761.2141400	-0.788204466689518	-1.67512694774865	0.83285216981435	0.513267722041907	-0.814825066617196	-0.657001552095983	1.38118452823136	1.15812518404659	-0.822389510620611	-0.42326834006037	0.850585668562376	0.895261127361074	-0.959962630203032	-1.21636686551559	0.87351357445727	0.852355405036009
chr1.2145637.2145754	-1.36303296020044	-2.48701936526055	-0.141979751296086	0.00204399087108353	0.0486114231399439	0.7304250332695	0.250087744239053	0.00764126609045246	-0.4039606727153	0.859845717132945	1.67394640937435	1.19022092728487	-0.297354530902074	-0.875904085329648	0.26868826194535	0.537740592356552
chr1.2228640.2228742	-1.08778699971403	-1.78277273848519	0.391361009669331	0.0433261413163726	-0.307037893254702	-1.01673943148831	0.884029988985558	1.46657782024194	-0.221514428377383	-0.521254665521852	1.73406585539548	0.196155203887096	-0.856285315574372	-0.730142315764931	1.18327269870111	0.624745069983873
chr1.2234723.2234854	0.670732960498705	-0.0392126738704231	-0.099488312215183	-1.06565913375024	0.761150999882027	0.929494505901799	-1.42687578030157	-0.737520252935824	1.10588095857713	1.2686563165579	-0.496616725657715	-0.823601155470983	1.7702739969926	0.354106831125942	-1.1396974739829	-1.03162506135124
chr1.2263263.2263412	-1.31866635355415	-2.01773995026164	0.150298279821996	0.839778645353364	-0.336225952101927	-0.219184511745785	1.76385587297586	1.28900275437622	-0.843685857526943	-0.536959104871754	0.378059099369104	0.252937581807724	-0.975493218262357	-0.0462892502576958	0.644703182816762	0.975608782061183
chr1.2271196.2271554	0.970695178532845	1.32803284615844	-0.752013324780784	-0.617079727540837	0.651646011766714	0.409034711119898	-0.567215576928817	-0.785168764811968	1.2959777451217	0.777224858919471	-0.772905130253413	-1.18995787348202	1.03535824370286	0.9081892960836	-1.36659752624793	-1.32522096735977
chr1.2283503.2283678	0.699318725007958	0.362248041057907	-1.00315033069693	-0.474328218022751	1.49869417145752	0.361720812455667	-0.520126478969551	-0.512668002776278	1.25887369187995	0.771408907651021	-0.691859582311068	-0.972389334820601	0.957587294287142	1.13199667243386	-1.83673272705156	-1.03059364158222
chr1.2300496.2300644	-1.52263499993206	-1.16059173766111	0.500731560129602	0.584292868201732	-0.536372886015416	-0.77312970281595	-0.509872242550925	0.362054603407125	-0.467193775727948	1.00199628596839	1.95218912434552	1.81241614582807	-0.0752927863804976	-1.02315433720927	0.133132106977628	-0.278570226564958
chr1.2311757.2313616	-1.03457187049286	-1.19187879150911	0.839082495648615	1.09181366141846	-0.947883727496417	-0.867925816260377	0.686800537639162	0.693652476440169	-0.816016055168001	-0.350402672603203	1.26197358486096	1.30114949337278	-1.0266144094115	-1.25462660492531	0.832720854004662	0.782726844481887
chr1.2330915.2331042	-0.638268657919905	-1.11167281439708	0.610531126110995	0.512101822142937	0.305572528634017	-0.744052909802234	0.00098397962206132	0.612412700350945	-0.480885671203893	1.44875993358439	0.703438388889479	0.722576030155743	-0.968965137346691	-2.24495040099071	-0.248222930719126	1.52064201288895
chr1.2345744.2345989	0.590647685553026	0.93980647483403	-0.668750449587982	-0.693519457980649	0.841881278258535	0.984607868863226	-1.116896999394	-0.728322073352143	1.36095794692162	1.16749946891262	-1.16360536871165	-0.773190661661281	0.916528602618071	0.706053304768895	-0.976371265715199	-1.3873263543271
chr1.2370104.2370329	-0.982527157733124	-1.61982235915776	0.472730707451695	0.615450480663602	-0.854415908244954	-0.859504608589446	0.762877016326352	0.606261518318482	-0.29120577364434	0.639416323672023	0.944924216878692	0.687929092581898	-1.19969581277364	-1.41163522604647	1.23073350023296	1.25848399006396
chr1.2376415.2376542	-0.0824090285388044	0.517036120150326	0.522028168136805	1.33790293066404	-0.86566533022594	-0.518929211378418	1.62115274937633	1.14171902523349	-1.42275480445501	-0.473259759498848	-0.242552670993968	0.200243239410133	-1.51152707922126	-1.47940344164572	0.855458168953654	0.400960924033176
chr1.2390812.2391194	1.83997307275862	1.7198824064893	-0.0548224043255827	0.887766297964963	0.129227331946666	0.00807616643748513	0.187595026472308	-0.477291426519614	1.10336847070818	-0.811545400484997	-1.52359369089141	-1.17576890148715	0.16720661726945	-0.0504044013620925	-0.781568665697376	-1.16810049927892
chr1.2411735.2412314	0.472140417102927	0.866173744775226	0.100517403053323	-0.72726975294729	0.891524014318055	1.43221262196018	-0.716699211937076	-0.953088341579638	0.0832723408269981	1.00811516330662	0.850424857314541	0.69116895106423	-1.7944808531734	-1.93299872278272	-0.168531145248443	-0.102481486053471
chr1.2413240.2413393	0.85271424657904	-0.696596163003833	-0.851191101931247	-1.05733361024128	1.39397903519031	1.30475395812301	-1.13850366102208	-1.45660871662607	0.839993289058171	1.92001979317702	0.251182786548667	-0.0955056251282956	-0.298886306613975	-0.424885101138361	-0.276844149089458	-0.266288673881643
chr1.2504576.2504753	0.476125296555499	0.335255951214286	-0.399619283264486	-0.897230583717754	1.81811168350248	2.05045803765184	-1.03743336306763	-1.27070714052111	0.439679115128642	0.884400701001961	-0.424944649050447	-0.684277031138414	0.276443817550014	0.253040781731535	-1.10412340513131	-0.71517992844504
chr1.2538927.2539661	-1.4962832822907	-2.01215830262953	0.947643751606207	1.70662660937139	-1.06644620368853	-0.177626322020328	0.365284649423446	0.744262700805703	0.483393522107517	-0.2993527777949	0.66866331677722	1.15461473472438	-0.0422259528871749	-0.94827450024014	0.128423416263161	-0.156545359527742
chr1.2598628.2598742	-0.6092579832424	-1.76220119816214	0.758273742895682	0.428392668458512	-0.218956334391291	-0.257449503047547	-0.419004085495426	-0.865513132992898	0.432841454711446	-0.366748741655079	1.93787696857458	2.16996078102797	-0.0520230461157537	0.157970362087468	-0.561146142748328	-0.773015809904708
chr1.2636648.2636812	0.512752294761224	-0.787508032709919	-0.346930715697094	-1.06422700645756	0.674285808930226	1.58616695959263	-1.00646775968927	-0.283586083547148	0.94986655930645	1.18861729527531	0.22611252670906	0.0444710130910855	0.753883879640533	0.745143292755186	-1.27074003199172	-1.92183999996892
chr1.2687040.2687226	-0.5203324955839	-1.67282978711609	1.53796606569467	1.08089600368495	0.12772904747887	-0.111782408998555	-0.300466138841126	-0.373630548446031	0.270265152199755	0.523585815811977	1.43113568024343	1.38427889317967	-0.863225707138451	-1.47584111788869	-0.0915337298581866	-0.946214724422338
chr1.2754199.2754378	1.08037770917979	0.423483614309136	-0.40139296444398	-0.355998997843389	0.960373760736452	1.57253444945511	-0.737426967826747	-1.00149518636974	0.668549545096395	1.10418404933611	-0.379052847280045	-0.88347650602905	0.844016071523795	0.103067821577907	-2.05430337709874	-0.943440174322977
chr1.2834403.2836354	-1.04766140417238	-1.44124254346461	0.777134965217453	0.66775909213088	-0.781548803338966	-1.21862077299865	0.866552959625398	0.968603666563583	-0.676670639961136	-0.362182187875051	1.06298219926377	1.30621023735422	-0.889075174831796	-1.05428415271946	0.9519945724287	0.870047986778094
chr1.2997366.2997481	-1.36728108428015	-2.17754853960022	0.959543052560109	0.414608773928921	-0.922849932500946	-0.795223823910799	1.09564162060536	1.26790956742656	0.143923739473923	1.52768492556179	-0.130913517618278	0.0575732222803586	0.0270818225824879	-0.655565777150904	0.128691739424455	0.426724211217014
chr1.3073637.3073841	-0.917143401253083	-1.70725522842196	-0.410250085980103	0.862289213159182	0.425653056508171	-0.699245202556208	1.25100859191609	0.931261075470651	-0.594966807889183	0.507562989045138	0.920740673267751	0.166103750890232	-1.60611550073932	-1.09679343732002	0.870608076736598	1.09654223716608
chr1.3191126.3191298	-0.759378911917566	-0.893685353957174	0.0954119570113676	0.19568494126146	-0.447427987528847	-0.941070541740435	1.32550815200366	1.4841983332408	-1.11398469850437	-0.646700838556794	0.0115528742209783	0.279872289523455	-0.543989349524971	-1.19965524949713	1.36933581529809	1.78432856866747
chr1.3213013.3213578	-0.559847538025093	-1.85339538974114	0.21311063711766	1.60802748916155	-0.793302856541797	-1.25038624307667	1.25903898453209	1.03260667839709	-0.0182312758357722	0.140537852580034	0.22186700246054	0.399451943409301	-0.586257079486163	-1.21178171667985	1.31454788708247	0.084013624645673
chr1.3220108.3220415	-0.632039925558935	-1.77100338638868	0.402505297175182	1.14361407731929	-0.0341869259012095	0.288813943104679	-1.1666184826633	0.146029841254534	-0.20682068561308	0.41811187214973	2.06603801338571	1.60001186070729	-0.563907174101741	-0.565705608384856	-0.237990963569616	-0.886851752915096
chr1.3224276.3224565	0.477350255793966	2.58751250631675	0.33362286906787	-0.00666855715298942	0.771507990599	0.773705414446308	-0.79635349933803	-0.637075894854293	0.452570196861292	0.687405514169262	-1.03956551415165	-0.552337976728141	-0.416024682832978	-0.0611142689005961	-1.58528810999634	-0.989246243299449
chr1.3233433.3233916	-0.265041150689815	-0.831778789733348	0.918826995816455	1.32177604470544	-0.217796857918197	0.307599274835212	-0.942111258523362	-0.897434478225379	-0.105144600378557	0.46312335281984	1.67531836828386	1.70451810851529	-0.113469842770962	-0.283629062244633	-1.51085043891421	-1.22390566557762
chr1.3236652.3238009	-0.654317692798313	-1.2456507801693	1.33525645449894	1.39473284725361	-0.375603411515464	-0.156916084013592	-0.958206527064193	-0.484166690026014	0.0886370840308244	0.2743291585939	1.72403980620786	1.73701257259932	-0.466287211501484	-0.803588713170315	-0.554776109858386	-0.854494703067431
chr1.3313365.3313593	-1.02405650131341	-1.24846449797035	0.918543768694134	0.745431328205228	-0.767662844125432	-0.462459976354309	0.590151146921381	0.725397100524964	-0.515576133716466	-1.20425633789242	1.33849247645642	1.6350332534189	-1.06750303926247	-1.02359407550957	0.575785775693853	0.78473855622962
chr1.3353615.3353828	0.564531179862778	0.773005247637884	0.0160800752056674	-0.210729482011628	0.936743260047696	0.92996612303247	-1.44743633076927	-1.14680524981381	1.08423123876977	1.17634831881544	-1.01991012483068	-0.719336328975328	1.13970123201685	0.471064237430372	-1.2292922966304	-1.31816109978788
