site1_chrom	site1_start	site1_end	site1_name	site1_score	site1_strand	site2_chrom	site2_start	site2_end	site2_name	site2_score	site2_strand	site_distance	site_orientation	feature	feat_strand	feat_start	feat_end	query_name	distance	feat_anchor	feat_ovl_peak	peak_ovl_feat	relative_location	transcript_id	gene_id
2	51086154	51086160	C3_Homeobox_14	2.37095	+	2	51086191	51086197	C3_C2H2_40	1.92565	-	31	convergent												
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2491004	2491010	C3_Homeobox_14	1.91972	+	18	TF1-TF2												
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2491034	2491040	C3_Homeobox_14	1.83262	-	48	convergent												
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2491041	2491047	C3_Homeobox_14	1.93396	-	55	convergent												
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2491085	2491091	C3_Homeobox_14	1.93557	-	99	convergent												
3	2490992	2490998	C3_C2H2_40	1.84358	+	3	2491004	2491010	C3_Homeobox_14	1.91972	+	6	TF1-TF2												
3	2490992	2490998	C3_C2H2_40	1.84358	+	3	2491034	2491040	C3_Homeobox_14	1.83262	-	36	convergent												
3	2490992	2490998	C3_C2H2_40	1.84358	+	3	2491041	2491047	C3_Homeobox_14	1.93396	-	43	convergent												
3	2490992	2490998	C3_C2H2_40	1.84358	+	3	2491085	2491091	C3_Homeobox_14	1.93557	-	87	convergent												
3	2491004	2491010	C3_Homeobox_14	1.91972	+	3	2491062	2491068	C3_C2H2_40	1.93396	+	52	TF1-TF2												
3	2491004	2491010	C3_Homeobox_14	1.91972	+	3	2491085	2491091	C3_C2H2_40	1.93557	-	75	convergent												
3	2491006	2491012	C3_C2H2_40	1.81325	-	3	2491034	2491040	C3_Homeobox_14	1.83262	-	22	TF2-TF1												
3	2491006	2491012	C3_C2H2_40	1.81325	-	3	2491041	2491047	C3_Homeobox_14	1.93396	-	29	TF2-TF1												
3	2491006	2491012	C3_C2H2_40	1.81325	-	3	2491085	2491091	C3_Homeobox_14	1.93557	-	73	TF2-TF1												
3	2491034	2491040	C3_Homeobox_14	1.83262	-	3	2491062	2491068	C3_C2H2_40	1.93396	+	22	divergent												
3	2491034	2491040	C3_Homeobox_14	1.83262	-	3	2491085	2491091	C3_C2H2_40	1.93557	-	45	TF2-TF1												
3	2491041	2491047	C3_Homeobox_14	1.93396	-	3	2491062	2491068	C3_C2H2_40	1.93396	+	15	divergent												
3	2491041	2491047	C3_Homeobox_14	1.93396	-	3	2491085	2491091	C3_C2H2_40	1.93557	-	38	TF2-TF1												
3	2491062	2491068	C3_C2H2_40	1.93396	+	3	2491085	2491091	C3_Homeobox_14	1.93557	-	17	convergent												
6	49692425	49692431	C3_C2H2_40	2.88979	+	6	49692478	49692484	C3_Homeobox_14	2.35573	+	47	TF1-TF2												
6	49692458	49692464	C3_C2H2_40	2.71316	+	6	49692478	49692484	C3_Homeobox_14	2.35573	+	14	TF1-TF2												
6	49692470	49692476	C3_C2H2_40	2.16714	+	6	49692478	49692484	C3_Homeobox_14	2.35573	+	2	TF1-TF2												
6	50057980	50057986	C3_C2H2_40	2.07669	+	6	50058012	50058018	C3_Homeobox_14	1.9914	-	26	convergent												
7	66694950	66694956	C3_C2H2_40	1.79841	+	7	66694988	66694994	C3_Homeobox_14	1.13716	+	32	TF1-TF2												
1	85181649	85181655	C3_C2H2_40	2.03901	+	1	85181703	85181709	C3_ABI3VP1_7	2.45776	+	48	TF1-TF2												
1	85181676	85181682	C3_C2H2_40	2.21744	+	1	85181703	85181709	C3_ABI3VP1_7	2.45776	+	21	TF1-TF2												
10	61275280	61275286	C3_ABI3VP1_7	1.47622	+	10	61275342	61275348	C3_C2H2_40	1.40409	+	56	TF1-TF2												
10	65978894	65978900	C3_ABI3VP1_7	1.3445	+	10	65978982	65978988	C3_C2H2_40	1.6061	+	82	TF1-TF2												
10	65978904	65978910	C3_ABI3VP1_7	1.15084	-	10	65978982	65978988	C3_C2H2_40	1.6061	+	72	divergent												
10	65980107	65980113	C3_ABI3VP1_7	1.26583	+	10	65980146	65980152	C3_C2H2_40	1.26583	+	33	TF1-TF2												
10	65980107	65980113	C3_C2H2_40	1.26583	+	10	65980146	65980152	C3_ABI3VP1_7	1.26583	+	33	TF1-TF2												
11	2490585	2490591	C3_ABI3VP1_7	1.57495	+	11	2490618	2490624	C3_C2H2_40	1.76547	+	27	TF1-TF2												
11	2490585	2490591	C3_C2H2_40	1.57495	+	11	2490618	2490624	C3_ABI3VP1_7	1.76547	+	27	TF1-TF2												
11	53805056	53805062	C3_C2H2_40	2.1859	-	11	53805102	53805108	C3_ABI3VP1_7	2.46175	-	40	TF2-TF1												
11	53805056	53805062	C3_C2H2_40	2.1859	-	11	53805114	53805120	C3_ABI3VP1_7	2.67101	-	52	TF2-TF1												
11	53805056	53805062	C3_C2H2_40	2.1859	-	11	53805159	53805165	C3_ABI3VP1_7	2.56168	-	97	TF2-TF1												
11	53805102	53805108	C3_ABI3VP1_7	2.46175	-	11	53805114	53805120	C3_C2H2_40	2.67101	-	6	TF2-TF1												
11	53805102	53805108	C3_ABI3VP1_7	2.46175	-	11	53805144	53805150	C3_C2H2_40	2.54601	+	36	divergent												
11	53805102	53805108	C3_ABI3VP1_7	2.46175	-	11	53805159	53805165	C3_C2H2_40	2.56168	-	51	TF2-TF1												
11	53805102	53805108	C3_C2H2_40	2.46175	-	11	53805114	53805120	C3_ABI3VP1_7	2.67101	-	6	TF2-TF1												
11	53805102	53805108	C3_C2H2_40	2.46175	-	11	53805159	53805165	C3_ABI3VP1_7	2.56168	-	51	TF2-TF1												
11	53805114	53805120	C3_ABI3VP1_7	2.67101	-	11	53805144	53805150	C3_C2H2_40	2.54601	+	24	divergent												
11	53805114	53805120	C3_ABI3VP1_7	2.67101	-	11	53805159	53805165	C3_C2H2_40	2.56168	-	39	TF2-TF1												
11	53805114	53805120	C3_C2H2_40	2.67101	-	11	53805159	53805165	C3_ABI3VP1_7	2.56168	-	39	TF2-TF1												
11	53805144	53805150	C3_C2H2_40	2.54601	+	11	53805159	53805165	C3_ABI3VP1_7	2.56168	-	9	convergent												
11	56485297	56485303	C3_ABI3VP1_7	2.18504	+	11	56485305	56485311	C3_C2H2_40	1.98279	+	2	TF1-TF2												
11	57256643	57256649	C3_C2H2_40	3.24357	+	11	57256655	57256661	C3_ABI3VP1_7	3.05298	+	6	TF1-TF2												
11	57256860	57256866	C3_ABI3VP1_7	3.1901	-	11	57256903	57256909	C3_C2H2_40	3.00112	+	37	divergent												
11	57257033	57257039	C3_ABI3VP1_7	3.61174	-	11	57257068	57257074	C3_C2H2_40	2.79072	+	29	divergent												
11	57257033	57257039	C3_ABI3VP1_7	3.61174	-	11	57257116	57257122	C3_C2H2_40	3.1406	+	77	divergent												
11	57257033	57257039	C3_C2H2_40	3.61174	-	11	57257116	57257122	C3_ABI3VP1_7	3.1406	+	77	divergent												
11	57257068	57257074	C3_C2H2_40	2.79072	+	11	57257116	57257122	C3_ABI3VP1_7	3.1406	+	42	TF1-TF2												
11	57257512	57257518	C3_C2H2_40	3.00599	+	11	57257613	57257619	C3_ABI3VP1_7	2.57796	-	95	convergent												
11	57257613	57257619	C3_ABI3VP1_7	2.57796	-	11	57257629	57257635	C3_C2H2_40	2.44478	+	10	divergent												
12	6081547	6081553	C3_C2H2_40	2.70304	-	12	6081582	6081588	C3_ABI3VP1_7	2.46869	+	29	divergent												
2	7657236	7657242	C3_ABI3VP1_7	2.11769	+	2	7657317	7657323	C3_C2H2_40	1.65634	-	75	convergent												
2	48792148	48792154	C3_ABI3VP1_7	2.55373	-	2	48792243	48792249	C3_C2H2_40	2.48327	-	89	TF2-TF1												
2	48792148	48792154	C3_C2H2_40	2.55373	-	2	48792197	48792203	C3_ABI3VP1_7	2.55882	-	43	TF2-TF1												
2	48792148	48792154	C3_C2H2_40	2.55373	-	2	48792243	48792249	C3_ABI3VP1_7	2.48327	-	89	TF2-TF1												
2	48792197	48792203	C3_ABI3VP1_7	2.55882	-	2	48792243	48792249	C3_C2H2_40	2.48327	-	40	TF2-TF1												
2	48792197	48792203	C3_ABI3VP1_7	2.55882	-	2	48792286	48792292	C3_C2H2_40	2.56375	-	83	TF2-TF1												
2	48792243	48792249	C3_ABI3VP1_7	2.48327	-	2	48792286	48792292	C3_C2H2_40	2.56375	-	37	TF2-TF1												
2	48792243	48792249	C3_C2H2_40	2.48327	-	2	48792286	48792292	C3_ABI3VP1_7	2.56375	-	37	TF2-TF1												
2	51085940	51085946	C3_ABI3VP1_7	2.05408	+	2	51086040	51086046	C3_C2H2_40	2.83731	-	94	convergent												
2	51085940	51085946	C3_C2H2_40	2.05408	+	2	51086040	51086046	C3_ABI3VP1_7	2.83731	-	94	convergent												
2	51086154	51086160	C3_ABI3VP1_7	2.37095	+	2	51086191	51086197	C3_C2H2_40	1.92565	-	31	convergent												
2	51086154	51086160	C3_C2H2_40	2.37095	+	2	51086191	51086197	C3_ABI3VP1_7	1.92565	-	31	convergent												
2	51086330	51086336	C3_ABI3VP1_7	2.68717	+	2	51086419	51086425	C3_C2H2_40	2.03575	-	83	convergent												
2	51086330	51086336	C3_C2H2_40	2.68717	+	2	51086419	51086425	C3_ABI3VP1_7	2.03575	-	83	convergent												
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2491062	2491068	C3_ABI3VP1_7	1.93396	+	76	TF1-TF2												
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2491085	2491091	C3_ABI3VP1_7	1.93557	-	99	convergent												
3	2490992	2490998	C3_C2H2_40	1.84358	+	3	2491062	2491068	C3_ABI3VP1_7	1.93396	+	64	TF1-TF2												
3	2490992	2490998	C3_C2H2_40	1.84358	+	3	2491085	2491091	C3_ABI3VP1_7	1.93557	-	87	convergent												
3	2491006	2491012	C3_C2H2_40	1.81325	-	3	2491062	2491068	C3_ABI3VP1_7	1.93396	+	50	divergent												
3	2491006	2491012	C3_C2H2_40	1.81325	-	3	2491085	2491091	C3_ABI3VP1_7	1.93557	-	73	TF2-TF1												
3	2491062	2491068	C3_ABI3VP1_7	1.93396	+	3	2491085	2491091	C3_C2H2_40	1.93557	-	17	convergent												
3	2491062	2491068	C3_C2H2_40	1.93396	+	3	2491085	2491091	C3_ABI3VP1_7	1.93557	-	17	convergent												
6	49692425	49692431	C3_ABI3VP1_7	2.88979	+	6	49692458	49692464	C3_C2H2_40	2.71316	+	27	TF1-TF2												
6	49692425	49692431	C3_ABI3VP1_7	2.88979	+	6	49692470	49692476	C3_C2H2_40	2.16714	+	39	TF1-TF2												
6	49692425	49692431	C3_C2H2_40	2.88979	+	6	49692458	49692464	C3_ABI3VP1_7	2.71316	+	27	TF1-TF2												
6	49692425	49692431	C3_C2H2_40	2.88979	+	6	49692470	49692476	C3_ABI3VP1_7	2.16714	+	39	TF1-TF2												
6	49692458	49692464	C3_ABI3VP1_7	2.71316	+	6	49692470	49692476	C3_C2H2_40	2.16714	+	6	TF1-TF2												
6	49692458	49692464	C3_C2H2_40	2.71316	+	6	49692470	49692476	C3_ABI3VP1_7	2.16714	+	6	TF1-TF2												
6	50057858	50057864	C3_C2H2_40	1.86923	+	6	50057932	50057938	C3_ABI3VP1_7	1.95806	-	68	convergent												
6	50057932	50057938	C3_ABI3VP1_7	1.95806	-	6	50057980	50057986	C3_C2H2_40	2.07669	+	42	divergent												
7	270734	270740	C3_ABI3VP1_7	2.01627	+	7	270741	270747	C3_C2H2_40	1.94965	+	1	TF1-TF2												
7	270734	270740	C3_C2H2_40	2.01627	+	7	270741	270747	C3_ABI3VP1_7	1.94965	+	1	TF1-TF2												
7	41143885	41143891	C3_ABI3VP1_7	0.74616	-	7	41143934	41143940	C3_C2H2_40	1.50272	+	43	divergent												
1	79489782	79489788	C3_C2H2_16	1.45995	-	1	79489875	79489881	C3_C2H2_40	1.7043	-	87	TF2-TF1	transcript	-	79485751.0	79489648.0	query_1	137.0	start	0.0	0.0	Upstream	Solyc01T002705.1.ITAG5.0	Solyc01G002705.ITAG5.0
1	79489782	79489788	C3_C2H2_40	1.45995	-	1	79489875	79489881	C3_C2H2_16	1.7043	-	87	TF2-TF1	transcript	-	79485751.0	79489648.0	query_1	137.0	start	0.0	0.0	Upstream	Solyc01T002705.1.ITAG5.0	Solyc01G002705.ITAG5.0
1	85181649	85181655	C3_C2H2_16	2.03901	+	1	85181676	85181682	C3_C2H2_40	2.21744	+	21	TF1-TF2												
1	85181649	85181655	C3_C2H2_40	2.03901	+	1	85181676	85181682	C3_C2H2_16	2.21744	+	21	TF1-TF2												
1	85181649	85181655	C3_C2H2_40	2.03901	+	1	85181703	85181709	C3_C2H2_16	2.45776	+	48	TF1-TF2												
1	85181676	85181682	C3_C2H2_40	2.21744	+	1	85181703	85181709	C3_C2H2_16	2.45776	+	21	TF1-TF2												
10	61275280	61275286	C3_C2H2_16	1.47622	+	10	61275342	61275348	C3_C2H2_40	1.40409	+	56	TF1-TF2												
10	61275280	61275286	C3_C2H2_40	1.47622	+	10	61275342	61275348	C3_C2H2_16	1.40409	+	56	TF1-TF2												
10	65978894	65978900	C3_C2H2_16	1.3445	+	10	65978982	65978988	C3_C2H2_40	1.6061	+	82	TF1-TF2												
10	65980107	65980113	C3_C2H2_40	1.26583	+	10	65980146	65980152	C3_C2H2_16	1.26583	+	33	TF1-TF2												
11	2490585	2490591	C3_C2H2_40	1.57495	+	11	2490597	2490603	C3_C2H2_16	1.57495	-	6	convergent												
11	2490587	2490593	C3_C2H2_16	1.57495	-	11	2490618	2490624	C3_C2H2_40	1.76547	+	25	divergent												
11	2490597	2490603	C3_C2H2_16	1.57495	-	11	2490618	2490624	C3_C2H2_40	1.76547	+	15	divergent												
11	53805056	53805062	C3_C2H2_16	2.1859	-	11	53805102	53805108	C3_C2H2_40	2.46175	-	40	TF2-TF1												
11	53805056	53805062	C3_C2H2_16	2.1859	-	11	53805114	53805120	C3_C2H2_40	2.67101	-	52	TF2-TF1												
11	53805056	53805062	C3_C2H2_16	2.1859	-	11	53805144	53805150	C3_C2H2_40	2.54601	+	82	divergent												
11	53805056	53805062	C3_C2H2_16	2.1859	-	11	53805159	53805165	C3_C2H2_40	2.56168	-	97	TF2-TF1												
11	53805056	53805062	C3_C2H2_40	2.1859	-	11	53805102	53805108	C3_C2H2_16	2.46175	-	40	TF2-TF1												
11	53805056	53805062	C3_C2H2_40	2.1859	-	11	53805144	53805150	C3_C2H2_16	2.54601	+	82	divergent												
11	53805102	53805108	C3_C2H2_16	2.46175	-	11	53805114	53805120	C3_C2H2_40	2.67101	-	6	TF2-TF1												
11	53805102	53805108	C3_C2H2_16	2.46175	-	11	53805144	53805150	C3_C2H2_40	2.54601	+	36	divergent												
11	53805102	53805108	C3_C2H2_16	2.46175	-	11	53805159	53805165	C3_C2H2_40	2.56168	-	51	TF2-TF1												
11	53805102	53805108	C3_C2H2_40	2.46175	-	11	53805144	53805150	C3_C2H2_16	2.54601	+	36	divergent												
11	53805114	53805120	C3_C2H2_40	2.67101	-	11	53805144	53805150	C3_C2H2_16	2.54601	+	24	divergent												
11	53805144	53805150	C3_C2H2_16	2.54601	+	11	53805159	53805165	C3_C2H2_40	2.56168	-	9	convergent												
11	56485297	56485303	C3_C2H2_16	2.18504	+	11	56485305	56485311	C3_C2H2_40	1.98279	+	2	TF1-TF2												
11	56485297	56485303	C3_C2H2_40	2.18504	+	11	56485305	56485311	C3_C2H2_16	1.98279	+	2	TF1-TF2												
11	57256643	57256649	C3_C2H2_16	3.24357	+	11	57256655	57256661	C3_C2H2_40	3.05298	+	6	TF1-TF2												
11	57257033	57257039	C3_C2H2_40	3.61174	-	11	57257068	57257074	C3_C2H2_16	2.79072	+	29	divergent												
11	57257068	57257074	C3_C2H2_16	2.79072	+	11	57257116	57257122	C3_C2H2_40	3.1406	+	42	TF1-TF2												
11	57257512	57257518	C3_C2H2_40	3.00599	+	11	57257613	57257619	C3_C2H2_16	2.57796	-	95	convergent												
11	57257613	57257619	C3_C2H2_16	2.57796	-	11	57257629	57257635	C3_C2H2_40	2.44478	+	10	divergent												
12	6081547	6081553	C3_C2H2_16	2.70304	-	12	6081582	6081588	C3_C2H2_40	2.46869	+	29	divergent												
2	7657236	7657242	C3_C2H2_40	2.11769	+	2	7657317	7657323	C3_C2H2_16	1.65634	-	75	convergent												
2	48792148	48792154	C3_C2H2_16	2.55373	-	2	48792243	48792249	C3_C2H2_40	2.48327	-	89	TF2-TF1												
2	48792148	48792154	C3_C2H2_40	2.55373	-	2	48792243	48792249	C3_C2H2_16	2.48327	-	89	TF2-TF1												
2	48792243	48792249	C3_C2H2_16	2.48327	-	2	48792286	48792292	C3_C2H2_40	2.56375	-	37	TF2-TF1												
2	48792243	48792249	C3_C2H2_40	2.48327	-	2	48792286	48792292	C3_C2H2_16	2.56375	-	37	TF2-TF1												
2	51085940	51085946	C3_C2H2_40	2.05408	+	2	51086040	51086046	C3_C2H2_16	2.83731	-	94	convergent												
2	51086154	51086160	C3_C2H2_40	2.37095	+	2	51086191	51086197	C3_C2H2_16	1.92565	-	31	convergent												
2	51086330	51086336	C3_C2H2_16	2.68717	+	2	51086419	51086425	C3_C2H2_40	2.03575	-	83	convergent												
3	2490980	2490986	C3_C2H2_16	1.89862	+	3	2490992	2490998	C3_C2H2_40	1.84358	+	6	TF1-TF2												
3	2490980	2490986	C3_C2H2_16	1.89862	+	3	2491006	2491012	C3_C2H2_40	1.81325	-	20	convergent												
3	2490980	2490986	C3_C2H2_16	1.89862	+	3	2491062	2491068	C3_C2H2_40	1.93396	+	76	TF1-TF2												
3	2490980	2490986	C3_C2H2_16	1.89862	+	3	2491085	2491091	C3_C2H2_40	1.93557	-	99	convergent												
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2490992	2490998	C3_C2H2_16	1.84358	+	6	TF1-TF2												
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2491006	2491012	C3_C2H2_16	1.81325	-	20	convergent												
3	2490992	2490998	C3_C2H2_16	1.84358	+	3	2491006	2491012	C3_C2H2_40	1.81325	-	8	convergent												
3	2490992	2490998	C3_C2H2_16	1.84358	+	3	2491062	2491068	C3_C2H2_40	1.93396	+	64	TF1-TF2												
3	2490992	2490998	C3_C2H2_16	1.84358	+	3	2491085	2491091	C3_C2H2_40	1.93557	-	87	convergent												
3	2490992	2490998	C3_C2H2_40	1.84358	+	3	2491006	2491012	C3_C2H2_16	1.81325	-	8	convergent												
3	2491006	2491012	C3_C2H2_16	1.81325	-	3	2491062	2491068	C3_C2H2_40	1.93396	+	50	divergent												
3	2491006	2491012	C3_C2H2_16	1.81325	-	3	2491085	2491091	C3_C2H2_40	1.93557	-	73	TF2-TF1												
6	49692425	49692431	C3_C2H2_16	2.88979	+	6	49692458	49692464	C3_C2H2_40	2.71316	+	27	TF1-TF2												
6	49692425	49692431	C3_C2H2_16	2.88979	+	6	49692470	49692476	C3_C2H2_40	2.16714	+	39	TF1-TF2												
6	49692425	49692431	C3_C2H2_40	2.88979	+	6	49692470	49692476	C3_C2H2_16	2.16714	+	39	TF1-TF2												
6	49692458	49692464	C3_C2H2_40	2.71316	+	6	49692470	49692476	C3_C2H2_16	2.16714	+	6	TF1-TF2												
7	270734	270740	C3_C2H2_16	2.01627	+	7	270741	270747	C3_C2H2_40	1.94965	+	1	TF1-TF2												
7	270734	270740	C3_C2H2_40	2.01627	+	7	270741	270747	C3_C2H2_16	1.94965	+	1	TF1-TF2												
7	41143885	41143891	C3_C2H2_16	0.74616	-	7	41143934	41143940	C3_C2H2_40	1.50272	+	43	divergent												
8	62260028	62260034	C3_C2H2_40	0.83488	+	8	62260043	62260049	C3_C2H2_16	0.83488	-	9	convergent												
9	51174115	51174121	C3_C2H2_40	1.42674	-	9	51174218	51174224	C3_C2H2_16	1.6497	+	97	divergent												
1	72693493	72693499	C3_ARF_6	2.5437	-	1	72693527	72693533	C3_AP2EREBP_62	2.52929	+	28	divergent												
1	72693493	72693499	C3_ARF_6	2.5437	-	1	72693540	72693546	C3_AP2EREBP_62	2.43037	+	41	divergent												
1	78804298	78804304	C3_ARF_6	1.73804	+	1	78804328	78804334	C3_AP2EREBP_62	1.74438	-	24	convergent												
1	78804328	78804334	C3_AP2EREBP_62	1.74438	-	1	78804416	78804422	C3_ARF_6	1.8157	+	82	divergent												
1	78804416	78804422	C3_ARF_6	1.8157	+	1	78804470	78804476	C3_AP2EREBP_62	1.61397	-	48	convergent												
1	79839185	79839191	C3_ARF_6	1.92432	-	1	79839217	79839223	C3_AP2EREBP_62	2.08685	-	26	TF2-TF1												
1	79839185	79839191	C3_ARF_6	1.92432	-	1	79839255	79839261	C3_AP2EREBP_62	2.15253	+	64	divergent												
1	79839217	79839223	C3_AP2EREBP_62	2.08685	-	1	79839231	79839237	C3_ARF_6	2.08685	+	8	divergent												
1	79839217	79839223	C3_AP2EREBP_62	2.08685	-	1	79839270	79839276	C3_ARF_6	2.15253	-	47	TF2-TF1												
1	79839231	79839237	C3_ARF_6	2.08685	+	1	79839255	79839261	C3_AP2EREBP_62	2.15253	+	18	TF1-TF2												
1	79839231	79839237	C3_ARF_6	2.08685	+	1	79839337	79839343	C3_AP2EREBP_62	2.27628	+	100	TF1-TF2												
1	79839255	79839261	C3_AP2EREBP_62	2.15253	+	1	79839270	79839276	C3_ARF_6	2.15253	-	9	convergent												
1	79839255	79839261	C3_AP2EREBP_62	2.15253	+	1	79839337	79839343	C3_ARF_6	2.27628	-	76	convergent												
1	79839270	79839276	C3_ARF_6	2.15253	-	1	79839337	79839343	C3_AP2EREBP_62	2.27628	+	61	divergent												
11	54595590	54595596	C3_AP2EREBP_62	2.34734	-	11	54595638	54595644	C3_ARF_6	2.19807	-	42	TF2-TF1	transcript	+	54595384.0	54611037.0	query_1	209.0	start	1.0	0.0003	PeakInsideFeature	Solyc11T002134.2.ITAG5.0	Solyc11G002134.ITAG5.0
12	4634976	4634982	C3_AP2EREBP_62	0.99245	+	12	4635016	4635022	C3_ARF_6	1.49642	-	34	convergent												
12	6081584	6081590	C3_AP2EREBP_62	2.42714	+	12	6081628	6081634	C3_ARF_6	2.19554	-	38	convergent												
2	48792269	48792275	C3_ARF_6	2.40759	-	2	48792325	48792331	C3_AP2EREBP_62	2.166	+	50	divergent												
7	66694593	66694599	C3_ARF_6	1.00026	+	7	66694626	66694632	C3_AP2EREBP_62	1.07061	+	27	TF1-TF2												
7	66694626	66694632	C3_AP2EREBP_62	1.07061	+	7	66694709	66694715	C3_ARF_6	1.52709	+	77	TF1-TF2												
7	66694626	66694632	C3_AP2EREBP_62	1.07061	+	7	66694729	66694735	C3_ARF_6	2.17843	-	97	convergent												
1	72693493	72693499	C3_ARF_6	2.5437	-	1	72693526	72693532	C3_Trihelix_1	2.54233	-	27	TF2-TF1												
1	72693493	72693499	C3_ARF_6	2.5437	-	1	72693539	72693545	C3_Trihelix_1	2.42756	-	40	TF2-TF1												
1	78804298	78804304	C3_ARF_6	1.73804	+	1	78804329	78804335	C3_Trihelix_1	1.74438	+	25	TF1-TF2												
