s1	s2	s3	s4	s5	s6
1.3659115.3659635	0.244489092171273	0.327350556589877	-1.00121695515896	-1.40317118849524	1.2184537705129	0.614094724380155
1.3671654.3672082	0.408583999580038	0.109648307313301	1.17770762144444	0.642565334624541	-0.790539362193047	-1.54796590076928
1.3922150.3922524	-0.0621696473076061	0.46647870373021	0.737846097617836	1.06205582942399	-0.520349496694829	-1.6838614867696
1.4453398.4453617	-0.214045771800421	0.476324840336533	1.01776199422972	1.02087256154831	-1.11746410876022	-1.18344951555391
1.4458939.4459265	-0.551022843705554	-0.456251340504284	-0.910748019844605	-0.564885396507375	1.60008731565608	0.882820284905743
1.4465906.4467116	-0.461761066840505	-1.12101038310993	0.998658993105079	1.4114866283638	-0.0988663894075884	-0.728507782110863
1.4718974.4719243	0.48676252288171	0.450341246088588	0.914790249586283	0.692970102018931	-1.32262941710393	-1.22223470347159
1.4744018.4744287	-1.4498417263915	-0.280185279375974	1.01822065008688	1.27447992489386	-0.274932345962491	-0.287741223250776
1.5069042.5069382	-0.798487946843098	-0.557596848808702	1.45196791199857	1.04790551530919	-0.88097339106867	-0.262815240587292
1.5170244.5170593	0.672469045925575	1.45365353345066	-0.583639992021082	-1.358183804729	0.248728063650663	-0.433026846276816
1.5421324.5421563	-0.865202241042271	0.0534286098451418	1.26882136286718	0.935481151433253	-0.0661971891682475	-1.32633169393506
1.5430064.5430364	-1.05762987748059	-0.557757728018975	1.16114191918144	1.34891277600692	-0.413462283763902	-0.481204805924882
1.5599544.5600178	0.539978888614707	1.23673146257402	-0.975163252560303	-1.4086236788299	0.131080955505908	0.47599562469557
1.5722213.5722650	0.952403433122307	1.56878386357337	-0.704776502410814	-0.497956659349736	-0.754130924248245	-0.564323210686888
1.5725935.5726620	-0.24817057805954	-0.371058353640975	1.30582872473823	1.16766419113014	-0.846660632928103	-1.00760335123975
1.5740400.5741153	-0.111764829839411	-0.307730486671733	1.26949148852705	1.12391003309539	-1.17386928050743	-0.800036924603862
1.5867766.5868273	-0.489864536078416	-0.400311481394398	1.32151549508458	1.15929734471734	-0.445785031739509	-1.14485179058959
1.5883302.5883629	0.336443803973267	-0.0125680301850645	0.954139763753043	1.05262273335597	-0.88935452816409	-1.44128374273312
1.5935478.5936883	0.725617163615399	0.136716704831819	0.69554879804574	0.917581702629974	-1.05734088540339	-1.41812348371954
1.6161451.6162132	0.610138944233318	0.902011792381534	0.421714239564919	0.617556279473734	-1.27333102019176	-1.27809023546174
1.6254110.6254860	0.925606404414527	1.07057062333148	0.218307971643178	0.191150181832291	-1.10434361053539	-1.30129157068608
1.6372684.6373230	1.40643149610559	0.987820973469276	-0.101547330082231	-0.568302025662384	-1.19842920972187	-0.525973904108385
1.6397598.6398240	-0.838686040705554	-1.59108947450704	0.343753546186396	0.380805814226443	1.00749412144379	0.697722033355959
1.6589443.6589730	-0.492496975879362	-0.212667589667548	1.30942523471479	1.17745254723804	-0.781359379946531	-1.00035383645939
1.6591856.6592689	0.815155472496837	0.788167890486097	0.356822602546125	0.585608188603646	-1.31543001571786	-1.23032413841484
1.6593753.6594514	1.14377598079423	0.784021404429999	0.268431932303135	0.225526341240231	-1.10666920475467	-1.31508645401292
1.8766072.8766343	-0.886999439213664	-0.881546340954674	0.983683259277392	1.32801680232615	0.256314124137289	-0.799468405572496
1.8797277.8797517	0.601707221039874	0.997836706208275	-1.65809209293247	-0.669723497156542	0.663536540466545	0.0647351223743161
1.10126822.10127078	0.345894882063248	0.458489652970319	-1.08281275945225	-1.41048229860744	0.641982047766242	1.04692847525987
1.11664388.11664609	1.28480728796562	0.769604940130318	-0.820326138130082	-1.43397483535169	0.162321902021009	0.0375668433648302
1.11753440.11753690	0.438883247582408	1.5285819710197	-1.114296074475	-1.05315628729061	-0.123643765528523	0.323630908692031
1.14301594.14301959	0.970788835600285	0.625732475609168	0.486288551068787	0.446058006854982	-1.13598695037733	-1.3928809187559
1.16800394.16800679	0.408534925964263	0.285765010693082	0.842717780487711	0.960029175782027	-1.280040935971	-1.21700595695608
1.19578844.19579097	0.449595380210766	-0.647324511448673	1.08372448893482	1.10286479477449	-1.06613465927115	-0.922725493200248
1.19585587.19585846	-0.345118158081176	-0.131930978287375	1.30216510037934	1.10546439365899	-1.16806091257974	-0.762519445090036
1.20827583.20827908	0.873551550558801	1.06300683508207	-0.728852859676206	-0.768852740225101	-1.19109177922961	0.75223899349005
1.22008438.22008679	-0.450311221117463	-0.0678920720399986	-1.09463404020554	-0.805156726539321	1.31567832531292	1.1023157345894
1.25918047.25918385	-0.551595038983793	-0.188266186580365	1.2010605000554	1.28215781937709	-1.0362640551135	-0.707093038754836
1.25933296.25933617	-0.438246792990305	-0.705670590259747	1.10751844772536	1.24993706375897	-1.23314419003076	0.019606061796483
1.25976375.25976601	0.590406690940543	0.452900258983149	0.710725095328115	0.77819881437021	-1.52055714777236	-1.01167371184966
1.28082101.28082348	-0.722153006576589	-1.35377107238654	-0.0460912410781746	0.27449422243258	1.5801370927767	0.267384004832023
1.32653860.32654323	0.882264631174309	0.415972523008777	0.250020999875483	0.914063996171221	-0.98719662540018	-1.47512552482961
1.32946238.32946692	-0.42888063124003	-1.20164838752302	1.01562171409778	1.20503764574184	-0.892715759669987	0.302585418593418
1.34307528.34308123	0.414449293173241	0.905658754149401	-1.37548575692723	-1.16406301269176	0.516199235735953	0.703241486560398
1.37556385.37556604	0.287316038352369	0.685524690899714	-1.35735696578552	-1.11731206262215	0.412567364198773	1.08926093495681
1.38734121.38734441	-1.07124100278143	-0.774371245686916	0.930084859289262	1.25463768037897	0.445310871719459	-0.784421162919343
1.38851382.38851684	0.253620623106572	-0.347463434156776	-1.11382822479461	-1.02096745264323	0.958525901048746	1.27011258743931
1.41712152.41712508	0.717415570406625	1.05060286620061	-1.168954368812	-1.3098099336749	0.202218933288223	0.508526932591441
1.43185693.43186352	-0.453122647447967	-0.635039110200741	1.15451713996624	1.40297117571464	-0.8078308314349	-0.661495726597273
1.44277438.44277793	0.578494993438421	1.57596209151572	-1.00007841681175	-1.03813050159099	-0.278417560769428	0.16216939421803
1.44307187.44307407	0.218880947016645	0.4063918336358	-1.27622512831002	-1.1970512783106	0.829938624763311	1.01806500120486
1.45249808.45250497	0.670609673672783	1.6534462947054	-0.382697483359576	-0.278095022312797	-0.508072511340163	-1.15519095136565
1.45684149.45684932	-0.893709698296559	-1.07981978889686	1.2665661442897	1.15306461364876	-0.191260497850049	-0.254840772894998
1.51445437.51445700	-0.75559384175808	-0.0653795476248819	1.21158600042252	1.22136495379784	-1.09399454581123	-0.517983019026174
1.53401199.53401901	-0.169095728074581	-0.456529372400857	1.32203883562646	1.14489765212522	-0.988465861309353	-0.852845525966893
1.53408672.53409171	1.10118634940288	0.971083180372226	0.181912531005656	0.1115677448863	-1.16770126542952	-1.19804854023754
1.53449655.53450040	-0.0750476784738779	-0.428502677552188	1.11585680708935	1.28867656948205	-0.729062780851915	-1.17192023969342
1.54551712.54551988	-0.122560695166548	-0.707834827476769	1.13355857890392	1.27698837331545	-1.18998514542581	-0.390166284150246
1.56282969.56283228	1.39428212926496	1.13083680776383	-0.320230573043833	-0.703881055582806	-0.912796334196529	-0.588210974205619
1.56406706.56407143	0.804513610327098	0.820141017511463	0.223190104976098	0.668380909019233	-1.35267486240801	-1.16355077942589
1.58199049.58199581	0.331060751024811	1.52207314251742	-1.19963948645798	-0.841426907518264	-0.358194494117028	0.546126994551046
1.58980789.58981300	0.538605454633466	1.02435656142058	-1.39592381580937	-1.12109136738364	0.481494406519265	0.472558760619705
1.59131003.59131214	-1.34772912781151	-0.47548591461555	1.09114954158448	0.991666596108357	-0.742104809737065	0.482503714471287
1.59181518.59181735	0.606354400016851	0.847286410924606	-1.23073696610739	-1.24765739368073	0.113617630480279	0.91113591836638
1.59192291.59192904	0.328223552704466	0.27328820867061	-1.39666861998211	-1.06308737043914	0.857676135524835	1.00056809352133
1.59693656.59693902	-0.0406765008381607	-0.365992759033728	1.00350883690035	1.37273945137914	-1.11388320292081	-0.855695825486792
1.59788697.59789657	0.452790428674343	0.845429694132872	-1.14784568995747	-1.40539449750545	0.625465886715519	0.629554177940183
1.60479283.60479550	0.352210796887509	0.379293934247158	-1.16450203834564	-1.2398082395453	0.367491801436587	1.30531374531969
1.60486354.60486927	-0.34709846836698	-0.452675329489727	1.04356242040373	1.40590587292213	-0.472520775310031	-1.17717372015912
1.61545022.61545404	0.277564511029376	0.754226913225287	-1.15407745586232	-1.35161484621413	0.503337147202531	0.970563730619265
1.61546742.61547233	0.745897049931802	1.05416222594209	-1.18884710160038	-1.14694533718755	-0.211734056520575	0.747467219434613
1.61798971.61799454	0.36840742388538	0.850769263267895	-1.44516219106698	-1.05599759911408	0.401093026449484	0.880890076578301
1.62982455.62982860	0.107245078355257	0.0479503149220793	-1.20308025041215	-1.10493532196191	1.05912217391931	1.09369800517741
1.62986730.62987109	0.411895285691997	-0.193043944278956	-1.26868096151227	-1.00560714731073	0.854702430733235	1.20073433667673
1.64119200.64119651	-0.536966332737475	-0.160394145289873	1.31072410324194	1.13454027754227	-1.1506987064107	-0.59720519634616
1.64412746.64412986	-0.736173977494676	-0.427903381279062	1.05159810097338	1.28118715379249	-1.2342417879572	0.0655338919650682
1.64420759.64421825	-0.733588294297635	-1.13395776536115	-0.347933447259387	-0.214306796051045	1.04596687282618	1.38381943014303
1.65157645.65158040	0.554321113704524	0.626237676216044	-1.50782648930204	-1.04148445072485	0.631542995282916	0.737209154823405
1.65203321.65203911	0.396313176611409	0.475781333907857	1.01748199049843	0.581042994359117	-1.54491197684592	-0.925707518530885
1.65205102.65205428	0.684928465209991	0.159608993135208	0.60142062767711	0.975809126824484	-1.57075130909765	-0.851015903749139
1.65263962.65264341	1.45191575684655	0.607199697449498	-0.481895229931899	0.447884918127816	-1.15379674076594	-0.871308401726029
1.66790800.66791443	0.120235465002337	-0.34755985522005	1.09611936266917	1.21822195948147	-1.0698081154564	-1.01720881647653
1.66831601.66832265	0.0248599204358677	-0.445882633556252	1.18425544691727	1.20011394334552	-1.10510577669068	-0.858240900451728
1.66853920.66854251	0.158821866571064	0.655634841951655	-1.45554048533009	-1.01995125077834	0.773503353773997	0.887531673811717
1.66951832.66952510	-0.492734284258401	-0.595082049661358	1.07023384680943	1.47261276718965	-0.603933441623429	-0.851096838455892
1.67408385.67408713	0.40255221337345	1.01417493140183	-0.668021366146502	-1.70101808694469	0.38605487781293	0.56625743050298
1.68042451.68042720	-0.297148741760956	-0.310120149321658	1.34719520514427	1.0436738058079	-0.491348133505392	-1.29225198636416
1.69006357.69006578	-0.767869267640382	-0.356604220008947	1.09978681769016	1.19117221495476	0.114770001274336	-1.28125554626993
1.69583233.69583639	-0.694761511786771	-0.461697764105515	1.43828349010339	1.11458684315789	-0.602820868115095	-0.793590189253897
1.69669193.69669509	-1.1096857097899	-0.534455883378825	1.5470591733623	0.883350134400302	-0.40169332205851	-0.384574392535369
1.69671857.69672154	0.600493056630936	0.90909304875227	-1.36682637295192	-1.00053136742308	-0.107674746539363	0.96544638153116
1.69748560.69748769	-0.840940294823036	-0.29001850158174	0.98801077184889	1.43617449127377	-0.238122788245171	-1.05510367847272
1.69893421.69893694	-0.220977552696525	-0.676157835944131	-0.655615003092147	-0.95461817260769	1.32225561591035	1.18511294843015
1.69894626.69895270	-0.0539148212413178	-0.340759439151656	-0.738580716227304	-1.23607135425844	1.16531505983693	1.20401127104179
1.70001278.70001487	0.553829911001114	0.462517832164368	-0.79073443656248	-1.66040943893778	0.901530165283192	0.533265967051589
1.70234974.70235210	-0.123231795475065	-1.01250396457757	-0.5623893401745	-0.751319785358894	1.02598098672096	1.42346389886506
1.70463378.70463592	-0.456694226672598	-1.0336736062873	1.17944662871128	1.34153880326448	-0.538136749981084	-0.492480849034786
1.70774739.70774991	-0.570637856578313	-0.259603446337683	1.48569751710768	0.823916864156998	-1.29940522898005	-0.179967849368637
1.70905364.70905656	0.112734292258846	-0.750408448250348	1.23666785326476	1.14384287344459	-0.687414772350073	-1.05542179836777
1.70933367.70934213	-0.339429348964259	-0.536868801533264	1.05425379996504	1.45536187269548	-0.945436258462013	-0.687881263700985
1.71439531.71439818	-0.238251391405771	-0.32104910188322	1.06343347847919	1.33918375124944	-1.25101499142109	-0.592301745018542
1.71445108.71445410	-1.11931839246696	-0.376572169017508	1.20491824968787	0.643450003398256	0.739551408832867	-1.09202910043453
1.71637270.71638252	0.906043523413266	1.08737243664123	-1.37075976554421	-1.01931516544518	0.19325963532881	0.203399335606085
1.71927649.71928688	-0.281696613034418	-0.423096458146379	-0.862951238900397	-0.924971355719617	1.37781858830486	1.11489707749595
1.72000700.72001230	0.6166864875638	1.08292855428509	0.410190527453919	0.199535065289364	-1.68963102986664	-0.619709604725535
1.72120115.72120610	0.391434598428521	0.0423094258126188	0.74077258421663	1.19755032011612	-1.34218614611844	-1.02988078245545
1.72120958.72121932	0.62095890736134	0.123220427235727	0.817671614087157	0.904652609072697	-1.04560363755974	-1.42089992019719
1.72128169.72128502	-1.39292366476908	-0.98322340411023	0.711892044613628	1.06856224446915	0.663219421399086	-0.0675266416025548
1.72134380.72134599	-0.998784178270594	-0.58114184481033	-0.409189364584327	-0.541872056913387	1.2468612642261	1.28412618035254
1.72345297.72345702	-0.357392587910873	-0.214927450581541	1.09290818698846	1.1184974187453	-1.53971331890976	-0.0993722483315903
1.72370538.72370965	-0.334482972094489	-0.568191316449022	1.29004802409483	1.17544748136531	-1.16752846957677	-0.395292747339853
1.72378391.72378720	-0.74715101080942	-0.363514474141833	1.33920151434588	0.796958217976451	0.310417583773959	-1.33591183114504
1.72469289.72469678	-1.13435980463184	-1.04987630669392	1.47219712760617	0.658843549010409	0.0903687630450812	-0.0371733283359046
1.72474569.72475372	0.060425487787545	-0.189031123949934	-0.955513331625701	-1.19444227769755	1.02748339955823	1.25107784592741
1.72661916.72662266	-0.265295440080096	-0.643858112251154	1.43800353792171	1.06945821937028	-0.684752521012549	-0.913555683948191
1.72693116.72693887	-0.554836606433299	-0.341192678483881	1.27749451192514	1.2584334285809	-0.90787877064718	-0.732019884941674
1.72832976.72833296	-0.438821392778074	-0.217944118308116	1.25233895087492	1.22900681220224	-0.821243417544578	-1.00333683444639
1.72868639.72868998	-0.310358221494915	-0.426208781818895	1.51784223388056	0.938884249248512	-0.690963137805231	-1.02919634201003
1.73194950.73195258	0.680904223963324	0.342108477632138	0.614379074798177	0.871523966840011	-1.51425245554024	-0.994663287693408
1.73212917.73213146	0.212070367217231	0.851007646819666	-1.576416484225	-0.876092108827183	0.614318888574937	0.775111690440348
1.73246922.73247541	-0.5772875535958	-0.380887109417916	1.54042184403857	0.967100797933392	-0.856040750005276	-0.693307228952972
1.73320233.73320456	-0.501446620159933	-0.161937813794943	0.927465113117722	1.50826279785492	-0.794852168081258	-0.977491308936507
1.73332355.73332693	-0.35218280350123	-0.521953411263747	1.24605280536031	1.28339185863741	-0.697718429366567	-0.957590019866178
1.73372075.73372782	-0.149525186437211	-0.489158167113835	-1.01530163083862	-0.809404762666878	1.32721584453394	1.1361739025226
1.73405611.73405823	-1.12086329327573	-1.18104695157817	1.30781977087931	0.554389112205228	-0.122483287156452	0.562184648925818
1.73600561.73601071	-0.0428556478860692	-1.23649908010859	-0.11243624264509	-0.888368487228686	0.955920336124222	1.32423912174422
1.73616233.73616685	-0.0869732641583769	-0.306608760172364	1.2533802951157	1.06582853926254	-1.37357779882483	-0.552049011222663
1.73683406.73683614	-0.366982930243626	-0.473071931813808	1.46455630288543	0.705204182972247	0.081883369509939	-1.41158899331018
1.73716777.73717019	-0.968498153184423	-0.55502256425537	1.27908498773636	1.26403439351408	-0.496969503682126	-0.522629160128526
1.73850364.73850702	-0.739054164358772	-0.267967248925999	0.840457819396142	1.61594936524417	-0.808272911179912	-0.641112860175632
1.73936016.73936472	0.927912224011893	1.12624320174448	-0.200364184748727	0.190048464252208	-1.61591082872327	-0.427928876536585
1.73953326.73954267	0.603498255679526	0.477878064422338	-1.43113551972907	-1.12421861269367	0.669532437339633	0.804445374981241
1.74084398.74084629	-0.398731203849893	-0.88699233355155	1.16217576483991	1.38032257069588	-0.6938613371291	-0.562913461005245
1.74143516.74144189	0.0657352374962857	-0.897278483469068	-0.426991902974557	-1.09040094367766	1.00050897805563	1.34842711456937
1.74183505.74183722	-1.11241492076974	-1.12577935780858	0.296117985319441	-0.093496709057645	1.42210547292853	0.613467529387992
1.74346488.74346891	-0.394913183137948	-0.367975016822212	-0.83780638777382	-0.891001174586132	1.01286564762274	1.47883011469737
1.74404083.74404521	-0.263150519895727	-0.78360330898003	1.18691088134703	1.28297449230305	-0.358518344264527	-1.0646132005098
1.74484758.74485141	-0.385836059976964	-0.579206597533213	1.06524375968551	1.41907983481875	-0.433288569237601	-1.08599236775649
1.74542114.74542653	0.459156572131317	0.442427176689287	-1.35120890529613	-1.19176468002033	0.832623447576552	0.808766388919306
1.74614286.74614647	0.116053179876656	0.387990430725313	1.03407770370583	0.784839026847924	-1.63720788495334	-0.685752456202374
1.74630545.74630915	-0.77126249574642	-0.503654785817581	1.29243324691409	1.23884306823308	-0.347866153475676	-0.9084928801075
1.74752886.74753111	0.260510198797272	0.0389227208809739	-0.932680152668824	-1.40556124176995	0.961288885725364	1.07751958903516
1.74771557.74771854	0.0438823748003194	-0.259230083941968	0.822264861782022	1.45095058745484	-1.15559714953712	-0.902270590558091
1.74797849.74798185	0.778511682299207	1.48996957690706	-0.999670492272564	-0.920771568139687	0.190797618296709	-0.538836817090727
1.74823465.74823749	-0.580561154394129	-0.555882017143587	1.34690308038583	0.946290892244708	0.11994163361943	-1.27669243471225
1.74851493.74851739	0.355434987144787	0.346556077526284	0.644713298189297	1.09527575520599	-1.50085358802821	-0.941126530038146
1.75044209.75044505	0.00991435363435153	-0.401898314310908	0.789528582087801	1.4107950212409	-1.44714097390269	-0.361198668749455
1.75061977.75062464	-0.449049939315955	-0.13020135581724	1.14357200180119	1.30926057941463	-0.890271007125624	-0.983310278957002
1.75109539.75110011	0.562607318636075	1.44280875067163	-1.1958447743128	-0.898652567948337	0.46891489068851	-0.379833617735078
1.75315263.75315609	-0.263810581487026	-0.758724642481052	1.15257746753664	1.3414722266724	-0.467353693492766	-1.0041607767482
1.75581639.75581943	0.208546842761726	0.467208866493719	0.874014929049154	0.887379443151898	-1.54799077907623	-0.889159302380266
1.75690883.75691772	0.00118059692273668	-0.1213020879549	-1.17908137491738	-0.976161522719086	1.30126497448508	0.974099414183554
1.75809143.75809730	0.795187821194661	0.74959089424409	-1.44260791303353	-1.06454301561449	0.734504344273036	0.227867868936225
1.75833373.75833625	0.424014918106076	1.52422294867998	-0.356491944989975	0.298498634461146	-0.448002790936221	-1.44224176532101
1.75870366.75870838	0.0950392244034882	0.214780860463175	0.770700259077172	1.26291457722372	-1.24264345801734	-1.10079146315022
1.75913772.75914074	0.0435305370024683	-0.232508974335035	-1.01892520751847	-1.10696283580953	1.13328827005722	1.18157821060335
1.76280773.76281214	0.178956683552103	1.45247667936605	-0.863561932871671	-0.938189171172538	0.865493350779102	-0.69517560965305
1.76329585.76329887	-0.280429185238448	1.02145848135334	-0.00426440695317742	1.31877896652971	-0.913413666503104	-1.14213018918832
1.76332489.76333016	-0.435849513187258	0.0221795636815067	1.25366668632439	1.13453119305604	-1.0129720129478	-0.96155591692687
1.76442592.76443248	0.754813933217593	0.634120173269137	-1.16854694272656	-1.34868564713218	0.242307769725035	0.88599071364697
1.76473432.76473683	1.21541059319948	-0.409880739695649	0.909479198474488	0.441567661256341	-1.13840864107628	-1.01816807215838
1.76526377.76526909	0.689211006237279	1.70599771522461	-0.852471814608098	-0.644934959388413	-0.263312019924894	-0.634489927540481
