126	Chr1	1419070	1421863	AT1G04990	1921	-	AT1G04990
134	Chr1	1469540	1470881	AT1G05100	1341	+	AT1G05100
135	Chr1	1478922	1479063	AT1G05136	141	+	AT1G05136
142	Chr1	1558777	1559917	AT1G05340	791	-	AT1G05340
157	Chr1	1771384	1773376	AT1G05870	1787	-	AT1G05870
167	Chr1	1889361	1891276	AT1G06180	1076	+	AT1G06180
171	Chr1	1960057	1963189	AT1G06430	2433	-	AT1G06430
172	Chr1	1973833	1974407	AT1G06475	574	-	AT1G06475
175	Chr1	2012014	2013459	AT1G06570	1338	-	AT1G06570
182	Chr1	2083355	2087141	AT1G06780	2391	+	AT1G06780
185	Chr1	2142938	2143977	AT1G06980	1039	-	AT1G06980
186	Chr1	2160918	2163387	AT1G07040	1774	-	AT1G07040
187	Chr1	2169976	2172194	AT1G07080	1223	+	AT1G07080
191	Chr1	2225758	2227608	AT1G07250	1850	+	AT1G07250
194	Chr1	2274925	2275783	AT1G07400	858	+	AT1G07400
195	Chr1	2277554	2280502	AT1G07420	1625	+	AT1G07420
196	Chr1	2280745	2282828	AT1G07430	1906	-	AT1G07430
197	Chr1	2291456	2294558	AT1G07470	1508	+	AT1G07470
198	Chr1	2295750	2296497	AT1G07476	747	+	AT1G07476
201	Chr1	2341446	2342148	AT1G07610	577	+	AT1G07610
205	Chr1	2390654	2392500	AT1G07720	1846	-	AT1G07720
209	Chr1	2429636	2432091	AT1G07870	1816	-	AT1G07870
211	Chr1	2437280	2439665	AT1G07890	1270	+	AT1G07890
212	Chr1	2442569	2443746	AT1G07900	742	+	AT1G07900
218	Chr1	2495308	2498764	AT1G08040	1653	-	AT1G08040
223	Chr1	2573817	2576844	AT1G08200	1846	-	AT1G08200
225	Chr1	2583643	2586969	AT1G08230	1696	-	AT1G08230
228	Chr1	2609995	2613377	AT1G08290	1895	-	AT1G08290
235	Chr1	2688879	2690250	AT1G08500	1286	+	AT1G08500
239	Chr1	2712693	2714833	AT1G08570	1714	+	AT1G08570
241	Chr1	2743760	2747243	AT1G08630	1870	-	AT1G08630
247	Chr1	2848148	2852270	AT1G08890	1874	+	AT1G08890
248	Chr1	2867202	2870745	AT1G08920	2041	+	AT1G08920
249	Chr1	2882496	2884053	AT1G08970	1103	+	AT1G08970
256	Chr1	2965022	2965972	AT1G09180	737	+	AT1G09180
259	Chr1	2984828	2986231	AT1G09240	1403	+	AT1G09240
261	Chr1	3008909	3009898	AT1G09310	989	+	AT1G09310
264	Chr1	3019638	3021443	AT1G09350	1483	+	AT1G09350
269	Chr1	3063935	3065949	AT1G09490	1339	+	AT1G09490
270	Chr1	3070914	3072074	AT1G09520	1160	-	AT1G09520
271	Chr1	3075767	3079654	AT1G09530	2280	+	AT1G09530
282	Chr1	3240530	3241863	AT1G09950	1333	-	AT1G09950
283	Chr1	3243985	3247216	AT1G09960	2217	+	AT1G09960
285	Chr1	3262256	3263642	AT1G09995	762	-	AT1G09995
287	Chr1	3288086	3290471	AT1G10070	1642	+	AT1G10070
288	Chr1	3290310	3296198	AT1G10090	2910	-	AT1G10090
290	Chr1	3322553	3323735	AT1G10140	1182	-	AT1G10140
292	Chr1	3366492	3369125	AT1G10280	1927	-	AT1G10280
295	Chr1	3396882	3398358	AT1G10370	1160	-	AT1G10370
297	Chr1	3416429	3419691	AT1G10410	2297	-	AT1G10410
302	Chr1	3471455	3472674	AT1G10530	998	-	AT1G10530
303	Chr1	3484398	3486965	AT1G10560	2567	+	AT1G10560
310	Chr1	3568111	3571053	AT1G10740	2240	-	AT1G10740
312	Chr1	3580829	3590928	AT1G10760	5040	-	AT1G10760
323	Chr1	3740663	3744675	AT1G11170	1864	+	AT1G11170
325	Chr1	3750065	3752780	AT1G11190	1274	-	AT1G11190
327	Chr1	3755667	3756998	AT1G11210	1222	-	AT1G11210
328	Chr1	3759861	3761165	AT1G11220	1093	-	AT1G11220
335	Chr1	3870832	3871584	AT1G11500	569	+	AT1G11500
345	Chr1	4031533	4034155	AT1G11940	1595	-	AT1G11940
347	Chr1	4089663	4090857	AT1G12090	1194	-	AT1G12090
353	Chr1	4162825	4165928	AT1G12260	1953	-	AT1G12260
358	Chr1	4206414	4208951	AT1G12370	1667	-	AT1G12370
361	Chr1	4226238	4229211	AT1G12420	2054	-	AT1G12420
363	Chr1	4243903	4245993	AT1G12450	1689	+	AT1G12450
368	Chr1	4298665	4299571	AT1G12630	906	+	AT1G12630
369	Chr1	4303279	4305907	AT1G12640	1936	-	AT1G12640
375	Chr1	4378831	4379607	AT1G12845	776	-	AT1G12845
376	Chr1	4389677	4391344	AT1G12880	1268	+	AT1G12880
378	Chr1	4433604	4436102	AT1G12990	2097	+	AT1G12990
387	Chr1	4576888	4578369	AT1G13360	1481	-	AT1G13360
392	Chr1	4694371	4695723	AT1G13700	1033	-	AT1G13700
394	Chr1	4713432	4715407	AT1G13740	1832	+	AT1G13740
400	Chr1	4758144	4759754	AT1G13920	1081	+	AT1G13920
401	Chr1	4760956	4761869	AT1G13930	913	+	AT1G13930
403	Chr1	4794663	4796599	AT1G13990	1103	+	AT1G13990
407	Chr1	4868345	4871488	AT1G14250	1952	+	AT1G14250
412	Chr1	4968133	4970311	AT1G14520	1435	-	AT1G14520
413	Chr1	4970857	4973726	AT1G14530	1582	-	AT1G14530
424	Chr1	5212474	5215042	AT1G15150	1982	+	AT1G15150
432	Chr1	5268890	5272058	AT1G15310	1833	-	AT1G15310
436	Chr1	5344387	5346342	AT1G15550	1522	-	AT1G15550
437	Chr1	5374754	5375910	AT1G15625	978	+	AT1G15625
441	Chr1	5441071	5443911	AT1G15800	1304	-	AT1G15800
453	Chr1	5574256	5577622	AT1G16300	1655	+	AT1G16300
454	Chr1	5578264	5580730	AT1G16310	1602	+	AT1G16310
455	Chr1	5596632	5598447	AT1G16370	1815	+	AT1G16370
457	Chr1	5608681	5612064	AT1G16410	2743	+	AT1G16410
460	Chr1	5647544	5647836	AT1G16515	292	-	AT1G16515
461	Chr1	5651267	5652883	AT1G16530	744	-	AT1G16530
469	Chr1	5762693	5764184	AT1G16840	971	-	AT1G16840
470	Chr1	5764806	5765798	AT1G16850	894	-	AT1G16850
471	Chr1	5767299	5770602	AT1G16860	2258	+	AT1G16860
484	Chr1	5955154	5957511	AT1G17380	1765	-	AT1G17380
489	Chr1	6034269	6037398	AT1G17550	2642	+	AT1G17550
495	Chr1	6100960	6101983	AT1G17744	1023	-	AT1G17744
496	Chr1	6100963	6105347	AT1G17745	2436	+	AT1G17745
502	Chr1	6149938	6152222	AT1G17870	1856	-	AT1G17870
505	Chr1	6169284	6173273	AT1G17940	1841	-	AT1G17940
506	Chr1	6184716	6187473	AT1G17970	1693	+	AT1G17970
514	Chr1	6282232	6283348	AT1G18265	1116	-	AT1G18265
517	Chr1	6316694	6319427	AT1G18360	1673	-	AT1G18360
520	Chr1	6352324	6356113	AT1G18460	2605	+	AT1G18460
528	Chr1	6426708	6431093	AT1G18670	3060	-	AT1G18670
531	Chr1	6450584	6453263	AT1G18710	1277	+	AT1G18710
535	Chr1	6485514	6487153	AT1G18810	1639	-	AT1G18810
536	Chr1	6489308	6494271	AT1G18830	2963	+	AT1G18830
537	Chr1	6515372	6519395	AT1G18870	2021	+	AT1G18870
540	Chr1	6543780	6545802	AT1G18940	1862	+	AT1G18940
546	Chr1	6621776	6623620	AT1G19180	1558	+	AT1G19180
547	Chr1	6623822	6624977	AT1G19190	1155	+	AT1G19190
548	Chr1	6625019	6625856	AT1G19200	732	-	AT1G19200
551	Chr1	6679280	6680252	AT1G19320	864	+	AT1G19320
552	Chr1	6712021	6714483	AT1G19400	1919	-	AT1G19400
554	Chr1	6728746	6730931	AT1G19440	2185	+	AT1G19440
556	Chr1	6751543	6754073	AT1G19490	1939	-	AT1G19490
557	Chr1	6765653	6768290	AT1G19540	2035	+	AT1G19540
558	Chr1	6767450	6768158	AT1G19550	637	-	AT1G19550
559	Chr1	6773301	6774523	AT1G19570	912	-	AT1G19570
562	Chr1	6788884	6791919	AT1G19640	1662	-	AT1G19640
563	Chr1	6796136	6799764	AT1G19650	2348	-	AT1G19650
564	Chr1	6799968	6802906	AT1G19660	1645	-	AT1G19660
570	Chr1	6931011	6932815	AT1G19970	1219	-	AT1G19970
572	Chr1	6945694	6947344	AT1G20030	1382	+	AT1G20030
578	Chr1	7084408	7086873	AT1G20440	2320	-	AT1G20440
579	Chr1	7087902	7089606	AT1G20450	1614	-	AT1G20450
583	Chr1	7157825	7160590	AT1G20650	2310	-	AT1G20650
592	Chr1	7259022	7261524	AT1G20870	1758	-	AT1G20870
594	Chr1	7337604	7339452	AT1G21000	1419	+	AT1G21000
604	Chr1	7496997	7499616	AT1G21410	1588	+	AT1G21410
605	Chr1	7502081	7504274	AT1G21440	1425	-	AT1G21440
606	Chr1	7511749	7513481	AT1G21460	1224	-	AT1G21460
607	Chr1	7516008	7517637	AT1G21470	1056	-	AT1G21470
610	Chr1	7534018	7534927	AT1G21520	909	-	AT1G21520
616	Chr1	7610240	7612721	AT1G21670	2481	+	AT1G21670
620	Chr1	7654087	7655981	AT1G21790	1426	+	AT1G21790
623	Chr1	7744093	7745744	AT1G22000	1493	+	AT1G22000
627	Chr1	7800506	7804061	AT1G22110	2378	-	AT1G22110
629	Chr1	7823065	7823971	AT1G22160	813	+	AT1G22160
633	Chr1	7858863	7859766	AT1G22250	818	+	AT1G22250
637	Chr1	7897914	7900335	AT1G22370	2421	-	AT1G22370
638	Chr1	7900354	7902427	AT1G22380	1729	-	AT1G22380
640	Chr1	7938194	7940805	AT1G22490	1484	-	AT1G22490
645	Chr1	8006063	8007460	AT1G22640	1240	+	AT1G22640
658	Chr1	8147117	8149891	AT1G23010	2292	+	AT1G23010
660	Chr1	8164781	8166142	AT1G23040	1361	+	AT1G23040
661	Chr1	8168442	8169267	AT1G23050	825	+	AT1G23050
667	Chr1	8279553	8282416	AT1G23330	2261	-	AT1G23330
669	Chr1	8321610	8324497	AT1G23440	1342	+	AT1G23440
674	Chr1	8395508	8398387	AT1G23730	1287	+	AT1G23730
675	Chr1	8398114	8399836	AT1G23740	1471	-	AT1G23740
676	Chr1	8400055	8401550	AT1G23750	1001	+	AT1G23750
678	Chr1	8412050	8414886	AT1G23800	1874	-	AT1G23800
685	Chr1	8516165	8519984	AT1G24070	2180	-	AT1G24070
695	Chr1	8631354	8635055	AT1G24330	2786	+	AT1G24330
698	Chr1	8673913	8676408	AT1G24470	1212	+	AT1G24470
699	Chr1	8676281	8676343	AT1G24475	62	-	AT1G24475
700	Chr1	8676359	8677228	AT1G24480	869	-	AT1G24480
702	Chr1	8707196	8709782	AT1G24570	1437	+	AT1G24570
703	Chr1	8709940	8710824	AT1G24580	884	+	AT1G24580
704	Chr1	8720308	8720721	AT1G24600	413	+	AT1G24600
706	Chr1	8861733	8862797	AT1G25277	983	+	AT1G25277
712	Chr1	8918788	8919892	AT1G25422	1104	+	AT1G25422
713	Chr1	8922415	8923879	AT1G25425	1464	+	AT1G25425
716	Chr1	8964543	8967562	AT1G25530	1777	-	AT1G25530
725	Chr1	9067038	9068207	AT1G26210	1073	+	AT1G26210
729	Chr1	9148635	9150250	AT1G26450	1148	-	AT1G26450
730	Chr1	9178211	9181967	AT1G26560	2075	+	AT1G26560
734	Chr1	9224058	9225792	AT1G26690	995	-	AT1G26690
742	Chr1	9329492	9330612	AT1G26920	1120	+	AT1G26920
743	Chr1	9336056	9337938	AT1G26930	1699	-	AT1G26930
746	Chr1	9381526	9384060	AT1G27030	1596	+	AT1G27030
748	Chr1	9429007	9432310	AT1G27150	1818	+	AT1G27150
750	Chr1	9449337	9451768	AT1G27200	2431	-	AT1G27200
761	Chr1	9611052	9614336	AT1G27630	1579	+	AT1G27630
763	Chr1	9627532	9628749	AT1G27670	1217	-	AT1G27670
766	Chr1	9648020	9649323	AT1G27730	1303	-	AT1G27730
769	Chr1	9668583	9671616	AT1G27760	1919	+	AT1G27760
778	Chr1	9862040	9864779	AT1G28230	1455	-	AT1G28230
779	Chr1	9875526	9879433	AT1G28260	3543	-	AT1G28260
780	Chr1	9879034	9879310	AT1G28265	276	+	AT1G28265
786	Chr1	10029082	10031990	AT1G28520	2196	+	AT1G28520
788	Chr1	10053442	10055881	AT1G28610	1906	-	AT1G28610
791	Chr1	10109617	10111738	AT1G28960	1530	-	AT1G28960
792	Chr1	10136245	10139228	AT1G29050	1419	-	AT1G29050
794	Chr1	10202413	10203491	AT1G29195	1078	-	AT1G29195
796	Chr1	10247706	10249704	AT1G29300	1998	-	AT1G29300
797	Chr1	10258247	10261232	AT1G29330	1306	-	AT1G29330
800	Chr1	10286066	10287904	AT1G29390	1049	-	AT1G29390
801	Chr1	10288128	10289666	AT1G29395	1021	-	AT1G29395
805	Chr1	10355637	10356482	AT1G29640	845	-	AT1G29640
809	Chr1	10422291	10424513	AT1G29760	2067	+	AT1G29760
821	Chr1	10584104	10586680	AT1G30120	1669	-	AT1G30120
822	Chr1	10618892	10620067	AT1G30190	1175	+	AT1G30190
825	Chr1	10632719	10635581	AT1G30220	2122	-	AT1G30220
828	Chr1	10646841	10647650	AT1G30250	809	-	AT1G30250
829	Chr1	10650913	10651829	AT1G30260	916	+	AT1G30260
833	Chr1	10715481	10718997	AT1G30360	2783	+	AT1G30360
839	Chr1	10804451	10806317	AT1G30500	954	-	AT1G30500
844	Chr1	10860618	10865074	AT1G30640	2332	+	AT1G30640
845	Chr1	10887654	10890407	AT1G30690	2126	+	AT1G30690
848	Chr1	10944907	10949482	AT1G30820	2509	-	AT1G30820
851	Chr1	10986495	10989593	AT1G30860	2740	-	AT1G30860
868	Chr1	11370584	11372197	AT1G31750	921	-	AT1G31750
872	Chr1	11416450	11418464	AT1G31820	1913	-	AT1G31820
873	Chr1	11418588	11420961	AT1G31830	2113	-	AT1G31830
879	Chr1	11546159	11548016	AT1G32100	1329	-	AT1G32100
886	Chr1	11689063	11691588	AT1G32400	1478	-	AT1G32400
887	Chr1	11693831	11695566	AT1G32410	795	+	AT1G32410
892	Chr1	11774483	11775442	AT1G32560	859	+	AT1G32560
896	Chr1	11797329	11801359	AT1G32630	3631	+	AT1G32630
897	Chr1	11798118	11801407	AT1G32640	3289	-	AT1G32640
899	Chr1	11844659	11846347	AT1G32740	1427	+	AT1G32740
903	Chr1	11907043	11909049	AT1G32860	1791	-	AT1G32860
904	Chr1	11911667	11913947	AT1G32870	1919	+	AT1G32870
905	Chr1	11913927	11914735	AT1G32880	552	-	AT1G32880
909	Chr1	12002237	12003005	AT1G33102	768	-	AT1G33102
910	Chr1	12064322	12066454	AT1G33260	1863	+	AT1G33260
917	Chr1	12148514	12150617	AT1G33480	1525	-	AT1G33480
923	Chr1	12261164	12262750	AT1G33800	1503	+	AT1G33800
930	Chr1	12530814	12534306	AT1G34340	1989	+	AT1G34340
935	Chr1	12685175	12687641	AT1G34630	1793	+	AT1G34630
937	Chr1	12877106	12878835	AT1G35180	1010	-	AT1G35180
942	Chr1	13225167	13227239	AT1G35720	1390	+	AT1G35720
943	Chr1	13227323	13229796	AT1G35730	1695	-	AT1G35730
945	Chr1	13362961	13365172	AT1G35910	1555	-	AT1G35910
950	Chr1	13700764	13701632	AT1G36380	693	+	AT1G36380
952	Chr1	15603567	15607966	AT1G41830	2117	-	AT1G41830
953	Chr1	16133285	16135587	AT1G42980	1089	+	AT1G42980
954	Chr1	16263804	16264945	AT1G43160	1045	+	AT1G43160
959	Chr1	16425411	16430287	AT1G43620	2603	-	AT1G43620
960	Chr1	16443581	16446885	AT1G43650	1382	-	AT1G43650
966	Chr1	16796399	16800321	AT1G44170	1683	-	AT1G44170
967	Chr1	16834209	16838562	AT1G44350	2295	-	AT1G44350
971	Chr1	16913993	16917053	AT1G44800	1656	-	AT1G44800
977	Chr1	17013384	17015520	AT1G45010	941	-	AT1G45010
978	Chr1	17074941	17076417	AT1G45145	840	-	AT1G45145
982	Chr1	17123814	17128988	AT1G45201	2040	+	AT1G45201
985	Chr1	17165124	17167924	AT1G45249	1734	-	AT1G45249
987	Chr1	17236523	17238185	AT1G46480	1367	-	AT1G46480
988	Chr1	17265700	17266824	AT1G46768	1124	-	AT1G46768
990	Chr1	17282748	17285749	AT1G47128	1919	-	AT1G47128
995	Chr1	17326555	17328728	AT1G47270	1678	+	AT1G47270
1001	Chr1	17435586	17438490	AT1G47510	1603	-	AT1G47510
1002	Chr1	17466534	17473421	AT1G47560	3111	+	AT1G47560
1011	Chr1	17681156	17683629	AT1G47960	1528	-	AT1G47960
1012	Chr1	17704131	17706460	AT1G48000	952	-	AT1G48000
1013	Chr1	17766737	17769951	AT1G48100	1937	+	AT1G48100
1024	Chr1	17854812	17855715	AT1G48320	820	-	AT1G48320
1027	Chr1	17874435	17877462	AT1G48370	2505	+	AT1G48370
1028	Chr1	17876988	17879270	AT1G48380	1783	-	AT1G48380
1030	Chr1	17906870	17908534	AT1G48440	801	+	AT1G48440
1034	Chr1	17945368	17950598	AT1G48540	3556	+	AT1G48540
1038	Chr1	18030703	18031593	AT1G48745	890	+	AT1G48745
1039	Chr1	18061355	18065031	AT1G48840	2638	+	AT1G48840
1053	Chr1	18290941	18295905	AT1G49430	2508	+	AT1G49430
1054	Chr1	18305444	18307557	AT1G49450	2113	+	AT1G49450
1056	Chr1	18320489	18322284	AT1G49500	1057	-	AT1G49500
1060	Chr1	18378633	18379901	AT1G49660	1268	-	AT1G49660
1061	Chr1	18381257	18386146	AT1G49670	2348	-	AT1G49670
1067	Chr1	18519945	18521781	AT1G50020	1009	-	AT1G50020
1073	Chr1	18617592	18621957	AT1G50260	2601	-	AT1G50260
1086	Chr1	18751455	18753941	AT1G50630	1932	-	AT1G50630
1089	Chr1	18877811	18880012	AT1G50940	1391	-	AT1G50940
1093	Chr1	18932765	18934049	AT1G51090	1037	+	AT1G51090
1094	Chr1	18939193	18941719	AT1G51130	1657	-	AT1G51130
1095	Chr1	18943446	18945812	AT1G51140	1694	-	AT1G51140
1112	Chr1	19199350	19201707	AT1G51760	1817	+	AT1G51760
1113	Chr1	19204511	19206586	AT1G51780	1531	+	AT1G51780
1115	Chr1	19333087	19336135	AT1G52000	2542	-	AT1G52000
1116	Chr1	19345870	19349088	AT1G52030	2335	-	AT1G52030
1117	Chr1	19350313	19352791	AT1G52040	1751	-	AT1G52040
1126	Chr1	19514988	19518216	AT1G52400	2134	+	AT1G52400
1127	Chr1	19520727	19525624	AT1G52410	2565	+	AT1G52410
1129	Chr1	19570057	19572204	AT1G52540	1613	-	AT1G52540
1130	Chr1	19579838	19580977	AT1G52565	1078	-	AT1G52565
1137	Chr1	19671299	19672021	AT1G52827	575	-	AT1G52827
1138	Chr1	19672475	19673652	AT1G52830	857	-	AT1G52830
1139	Chr1	19682772	19683565	AT1G52855	793	-	AT1G52855
1140	Chr1	19688707	19690589	AT1G52880	1699	-	AT1G52880
1141	Chr1	19696922	19698482	AT1G52890	1361	-	AT1G52890
1147	Chr1	19781287	19782352	AT1G53080	1065	+	AT1G53080
1148	Chr1	19786955	19789150	AT1G53100	1596	-	AT1G53100
1152	Chr1	19821336	19822252	AT1G53170	916	-	AT1G53170
1156	Chr1	19890934	19893504	AT1G53320	1517	-	AT1G53320
1159	Chr1	19984541	19986112	AT1G53560	980	-	AT1G53560
1160	Chr1	19991270	19993458	AT1G53580	1364	-	AT1G53580
1165	Chr1	20098521	20100978	AT1G53830	2037	+	AT1G53830
1166	Chr1	20119505	20120480	AT1G53885	876	+	AT1G53885
1169	Chr1	20158588	20160864	AT1G54010	1543	-	AT1G54010
1170	Chr1	20170734	20172364	AT1G54040	1630	-	AT1G54040
1173	Chr1	20195194	20199193	AT1G54100	2001	-	AT1G54100
1174	Chr1	20206929	20207555	AT1G54120	626	+	AT1G54120
1175	Chr1	20210771	20213942	AT1G54130	2734	+	AT1G54130
1177	Chr1	20217335	20219452	AT1G54160	1462	-	AT1G54160
1179	Chr1	20259546	20262266	AT1G54270	1904	+	AT1G54270
1180	Chr1	20268473	20270140	AT1G54290	855	-	AT1G54290
1184	Chr1	20380434	20385380	AT1G54570	2756	-	AT1G54570
1185	Chr1	20387057	20387710	AT1G54575	653	+	AT1G54575
1190	Chr1	20430768	20431986	AT1G54740	1218	+	AT1G54740
1191	Chr1	20451082	20452671	AT1G54830	1159	+	AT1G54830
1192	Chr1	20452592	20454266	AT1G54840	1337	-	AT1G54840
1196	Chr1	20560257	20563269	AT1G55110	1704	-	AT1G55110
1199	Chr1	20577423	20578308	AT1G55152	885	-	AT1G55152
1200	Chr1	20577376	20580010	AT1G55160	1873	+	AT1G55160
1204	Chr1	20614572	20616466	AT1G55260	1082	+	AT1G55260
1205	Chr1	20617312	20618005	AT1G55265	693	+	AT1G55265
1207	Chr1	20622929	20624630	AT1G55280	1439	-	AT1G55280
1211	Chr1	20648464	20648891	AT1G55330	427	-	AT1G55330
1212	Chr1	20648468	20648832	AT1G55335	364	+	AT1G55335
1224	Chr1	20846114	20847732	AT1G55755	402	+	AT1G55755
1225	Chr1	20846871	20849054	AT1G55760	1782	-	AT1G55760
1234	Chr1	20946570	20948969	AT1G56010	2297	-	AT1G56010
1236	Chr1	21024481	21025902	AT1G56170	1113	+	AT1G56170
1237	Chr1	21024485	21028065	AT1G56180	2945	-	AT1G56180
1244	Chr1	21185591	21188369	AT1G56550	1695	-	AT1G56550
1247	Chr1	21207536	21209635	AT1G56600	1435	+	AT1G56600
1251	Chr1	21263419	21265895	AT1G56720	2025	-	AT1G56720
1252	Chr1	21327359	21329944	AT1G57590	1670	-	AT1G57590
1259	Chr1	21439205	21440847	AT1G57980	1538	-	AT1G57980
1265	Chr1	21611802	21614169	AT1G58270	1862	-	AT1G58270
1266	Chr1	21620277	21622526	AT1G58280	1234	-	AT1G58280
1269	Chr1	21676387	21680519	AT1G58360	1899	+	AT1G58360
1270	Chr1	21732592	21738725	AT1G58520	3125	+	AT1G58520
1278	Chr1	21909069	21911289	AT1G59640	1448	-	AT1G59640
1279	Chr1	21924677	21929424	AT1G59660	3200	+	AT1G59660
1280	Chr1	21936277	21938001	AT1G59700	1124	+	AT1G59700
1286	Chr1	22176933	22181313	AT1G60140	3584	-	AT1G60140
1287	Chr1	22198265	22200687	AT1G60190	2422	+	AT1G60190
1290	Chr1	22221574	22224317	AT1G60270	1732	-	AT1G60270
1293	Chr1	22264384	22266076	AT1G60430	1126	-	AT1G60430
1294	Chr1	22327791	22330306	AT1G60610	1922	-	AT1G60610
1310	Chr1	22490220	22491539	AT1G61065	961	-	AT1G61065
1311	Chr1	22523634	22528836	AT1G61120	2926	+	AT1G61120
1314	Chr1	22589097	22589789	AT1G61255	692	-	AT1G61255
1315	Chr1	22628263	22630020	AT1G61340	980	+	AT1G61340
1322	Chr1	22767616	22768501	AT1G61667	760	+	AT1G61667
1325	Chr1	22824413	22826902	AT1G61800	1723	+	AT1G61800
1326	Chr1	22867688	22871358	AT1G61890	2115	-	AT1G61890
1329	Chr1	22934666	22935458	AT1G62045	631	-	AT1G62045
1332	Chr1	23026729	23029531	AT1G62305	1738	-	AT1G62305
1333	Chr1	23072221	23073545	AT1G62370	1324	+	AT1G62370
1334	Chr1	23105904	23109534	AT1G62430	1950	-	AT1G62430
1335	Chr1	23136365	23137254	AT1G62510	889	-	AT1G62510
1336	Chr1	23136719	23137413	AT1G62515	456	+	AT1G62515
1338	Chr1	23151644	23155728	AT1G62540	1900	+	AT1G62540
1339	Chr1	23159733	23162881	AT1G62560	1897	+	AT1G62560
1340	Chr1	23168766	23172175	AT1G62570	2218	+	AT1G62570
1341	Chr1	23181462	23183227	AT1G62610	1439	-	AT1G62610
1342	Chr1	23182643	23185151	AT1G62620	1674	+	AT1G62620
1344	Chr1	23199611	23203808	AT1G62660	2577	+	AT1G62660
1345	Chr1	23223873	23226983	AT1G62710	1783	-	AT1G62710
1349	Chr1	23257609	23262002	AT1G62810	3012	-	AT1G62810
1358	Chr1	23347716	23352181	AT1G63010	2669	-	AT1G63010
1364	Chr1	23515679	23518944	AT1G63420	2098	+	AT1G63420
1366	Chr1	23527569	23531226	AT1G63440	3190	+	AT1G63440
1369	Chr1	23563314	23565586	AT1G63530	1956	+	AT1G63530
1373	Chr1	23635744	23637577	AT1G63720	1683	-	AT1G63720
1381	Chr1	23769773	23776984	AT1G64060	3994	+	AT1G64060
1385	Chr1	23796718	23801720	AT1G64110	2868	-	AT1G64110
1387	Chr1	23828285	23830100	AT1G64200	1063	-	AT1G64200
1391	Chr1	23890569	23892193	AT1G64380	1624	-	AT1G64380
1400	Chr1	24086557	24088581	AT1G64810	1826	+	AT1G64810
1401	Chr1	24109537	24111489	AT1G64890	1867	+	AT1G64890
1402	Chr1	24123788	24125514	AT1G64940	1726	+	AT1G64940
1403	Chr1	24127505	24129557	AT1G64950	2052	+	AT1G64950
1407	Chr1	24159833	24162853	AT1G65040	1978	-	AT1G65040
1413	Chr1	24266256	24267336	AT1G65330	1080	-	AT1G65330
1420	Chr1	24391671	24395503	AT1G65610	2265	-	AT1G65610
1422	Chr1	24431416	24433165	AT1G65690	1251	-	AT1G65690
1425	Chr1	24525101	24529362	AT1G65920	3344	-	AT1G65920
1426	Chr1	24605537	24606722	AT1G66100	992	-	AT1G66100
1429	Chr1	24677120	24678580	AT1G66230	1384	+	AT1G66230
1433	Chr1	24748104	24750186	AT1G66350	2082	+	AT1G66350
