output_prefix	name	motif_id	cluster	total_tfbs	HS_mean_score	HS_bound	CK_mean_score	CK_bound	HS_CK_change	HS_CK_pvalue	HS_CK_highlighted
_C2_HB_1	NA	C2_HB_1	C_	2763	6.667	235	7.25241	313	-0.09405	5.45855e-73	True
_C2_Homeobox_2	NA	C2_Homeobox_2	C_	2593	6.55581	229	7.3194	293	-0.13518	9.48269e-90	True
_C1_MYBrelated_5-C2_MYBrelated_12-C4_MYBrelated_7	NA	C1_MYBrelated_5-C2_MYBrelated_12-C4_MYBrelated_7	C_	1088	9.38154	190	8.34637	152	0.15344	1.64845e-70	True
_C3_RAV_6-C4_RAV_1	NA	C3_RAV_6-C4_RAV_1	C_	166	8.35691	24	7.14705	16	0.23641	4.64497e-56	True
_C1_MYBrelated_8	NA	C1_MYBrelated_8	C_	276	10.32183	53	8.64931	40	0.23483	7.94976e-57	True
_C2_BZR_1-C5_BZR_1	NA	C2_BZR_1-C5_BZR_1	C_	437	10.4908	75	12.94122	124	-0.28967	9.78325e-81	True
_C1_C2C2YABBY_8	NA	C1_C2C2YABBY_8	C_	126	14.20172	32	10.54499	27	0.25234	6.74718e-51	True
_C1_C2C2dof_13-C3_C2C2dof_16	NA	C1_C2C2dof_13-C3_C2C2dof_16	C_	126	11.05375	31	9.08368	19	0.34374	3.78032e-63	True
_C2_C2C2YABBY_17	NA	C2_C2C2YABBY_17	C_	173	8.33725	23	9.55712	29	-0.19477	1.14456e-49	True
_C3_RAV_3	NA	C3_RAV_3	C_	778	7.30378	83	6.50893	54	0.1664	2.41135e-65	True
_C3_C2H2_108	NA	C3_C2H2_108	C_	180	8.2932	27	7.07985	13	0.24228	1.91557e-54	True
_C3_HSF_15	NA	C3_HSF_15	C_	45	5.48525	3	4.20639	0	0.23177	1.07216e-22	True
_C1_TCP_31-C3_TCP_25	NA	C1_TCP_31-C3_TCP_25	C_	106	8.99487	18	7.3181	14	0.27248	1.84071e-51	True
_C3_LOBAS2_59	NA	C3_LOBAS2_59	C_	19	6.75551	2	6.07234	1	0.2564	8.31892e-22	True
_C4_C2C2dof_21	NA	C4_C2C2dof_21	C_	118	10.04259	22	7.79883	15	0.32034	3.95762e-57	True
_C3_Trihelix_88	NA	C3_Trihelix_88	C_	124	8.2798	14	6.09309	9	0.23934	1.9948e-45	True
_C1_C2H2_29-C3_C2H2_118	NA	C1_C2H2_29-C3_C2H2_118	C_	421	10.81148	86	8.64998	64	0.23825	9.86665e-69	True
_C1_AP2EREBP_4-C4_AP2EREBP_3	NA	C1_AP2EREBP_4-C4_AP2EREBP_3	C_	69	10.76954	16	9.49262	12	0.29526	3.24206e-43	True
_C3_C2C2gata_14	NA	C3_C2C2gata_14	C_	27	5.63448	1	4.84544	0	0.23012	2.45948e-17	True
_C1_bHLH_19-C4_bHLH_15	NA	C1_bHLH_19-C4_bHLH_15	C_	466	12.36526	125	10.61405	91	0.22871	2.73467e-66	True
_C1_Trihelix_11	NA	C1_Trihelix_11	C_	116	14.23512	40	10.52738	23	0.39311	1.06739e-65	True
_C2_HSF_2	NA	C2_HSF_2	C_	198	5.71344	11	7.8343	20	-0.35119	3.39475e-74	True
_C2_Trihelix_53	NA	C2_Trihelix_53	C_	86	7.66469	10	9.22872	15	-0.29488	8.02559e-45	True
_C1_TCP_19	NA	C1_TCP_19	C_	44	14.53378	15	12.84703	15	0.24282	2.18389e-29	True
_C1_bHLH_16	NA	C1_bHLH_16	C_	33	21.26256	21	11.80681	9	0.97981	1.63106e-70	True
_C1_bZIP_11	NA	C1_bZIP_11	C_6	48	13.96032	15	9.52292	10	0.46863	1.47525e-54	True
_C1_TCP_11	NA	C1_TCP_11	C_	129	12.08804	35	9.35682	25	0.37833	9.33676e-67	True
_C3_C2C2gata_46	NA	C3_C2C2gata_46	C_	24	4.79238	1	4.20031	1	0.24064	2.37458e-23	True
_C3_C2C2gata_50	NA	C3_C2C2gata_50	C_3	74	7.2363	6	5.91665	5	0.2376	1.71343e-35	True
_C3_LOBAS2_20	NA	C3_LOBAS2_20	C_	149	8.18292	14	6.589	10	0.2404	2.91321e-52	True
_C1_MYBrelated_12	NA	C1_MYBrelated_12	C_	102	15.18502	34	11.28118	23	0.45698	8.97557e-65	True
_C3_AP2EREBP_224	NA	C3_AP2EREBP_224	C_	28	6.70734	2	4.845	1	0.30736	6.69504e-30	True
_C3_AP2EREBP_225	NA	C3_AP2EREBP_225	C_	63	7.92331	7	5.7726	4	0.29542	9.2877e-36	True
_C3_AP2EREBP_228	NA	C3_AP2EREBP_228	C_	49	4.74885	1	6.37226	4	-0.30027	2.46153e-42	True
_C3_AP2EREBP_163	NA	C3_AP2EREBP_163	C_	71	8.31101	7	6.35636	5	0.24475	4.71623e-39	True
_C3_C2H2_23	NA	C3_C2H2_23	C_	60	9.44932	9	7.89837	5	0.22751	2.51911e-31	True
_C2_WRKY_8	NA	C2_WRKY_8	C_	155	11.9125	36	9.27407	23	0.22771	1.1299e-47	True
_C2_C2H2_56	NA	C2_C2H2_56	C_	74	7.30873	7	10.58427	13	-0.51262	3.68875e-67	True
_C3_MYB_102	NA	C3_MYB_102	C_	31	5.19258	1	6.28768	1	-0.33838	4.17178e-32	True
_C3_BZR_4	NA	C3_BZR_4	C_	50	8.62186	5	9.79727	7	-0.27542	8.86138e-41	True
_C3_MYB_107	NA	C3_MYB_107	C_	256	5.76501	16	7.0416	26	-0.25492	4.64242e-59	True
_C3_C2H2_52	NA	C3_C2H2_52	C_	377	5.69437	30	6.97313	33	-0.26137	2.12287e-75	True
_C3_C2H2_46	NA	C3_C2H2_46	C_	181	5.24699	15	6.73758	17	-0.37489	5.576e-72	True
_C3_AP2EREBP_246	NA	C3_AP2EREBP_246	C_05	34	7.77702	3	6.2487	3	0.42551	7.32222e-38	True
_C2_ZFHD_14	NA	C2_ZFHD_14	C_	55	5.30507	1	6.61356	4	-0.21197	3.14122e-26	True
_C3_FAR1_1	NA	C3_FAR1_1	C_	143	10.67699	33	8.63402	21	0.26377	2.34279e-51	True
_C5_NAC_4	NA	C5_NAC_4	C_	375	7.31357	32	8.96414	66	-0.20295	1.28811e-69	True
_C2_bZIP_1	NA	C2_bZIP_1	C_	327	8.58713	43	9.71091	68	-0.22109	9.24184e-69	True
_C1_MYB_13	NA	C1_MYB_13	C_	69	13.74539	20	9.29417	9	0.4298	1.89997e-57	True
_C1_bHLH_20-C4_bHLH_16	NA	C1_bHLH_20-C4_bHLH_16	C_	315	11.18066	64	9.38571	50	0.22529	4.7763e-64	True
_C1_bHLH_21	NA	C1_bHLH_21	C_	121	12.20915	28	10.01813	20	0.25663	3.30253e-52	True
_C1_Homeobox_9	NA	C1_Homeobox_9	C_	698	10.00372	137	9.28029	124	0.1529	1.40423e-65	True
_C3_AP2EREBP_258	NA	C3_AP2EREBP_258	C_	43	4.50723	1	5.17685	2	-0.19451	3.39871e-27	True
_C2_AP2EREBP_81	NA	C2_AP2EREBP_81	C_	90	6.76019	9	7.63058	9	-0.24143	1.63782e-39	True
_C2_BSD_2	NA	C2_BSD_2	C_9	142	7.83222	19	9.27316	30	-0.27931	6.07031e-56	True
_C2_HSF_13	NA	C2_HSF_13	C_9	73	5.86159	4	8.40861	14	-0.47731	3.38404e-65	True
_C1_C2H2_6-C3_C2H2_32	NA	C1_C2H2_6-C3_C2H2_32	C_	828	8.43129	97	7.23818	86	0.17275	5.43916e-74	True
_C3_C2H2_44	NA	C3_C2H2_44	C_	322	9.88549	43	7.32717	31	0.31995	1.46301e-78	True
_C3_bZIP_17	NA	C3_bZIP_17	C_1	79	8.30786	10	6.89192	8	0.26249	6.41874e-44	True
_C2_NAC_43	NA	C2_NAC_43	C_	397	7.28787	41	8.30614	50	-0.18909	1.48878e-65	True
_C2_NAC_40	NA	C2_NAC_40	C_	143	6.01723	12	7.35159	15	-0.27585	5.04563e-56	True
_C2_G2like_3	NA	C2_G2like_3	C_	1189	7.33816	138	7.76752	137	-0.11184	3.18343e-65	True
_C2_Trihelix_36	NA	C2_Trihelix_36	C_	31	3.15692	0	5.34085	0	-0.65643	1.39685e-56	True
_C3_EIL_6	NA	C3_EIL_6	C_	47	6.00624	3	7.94488	5	-0.22116	1.0135e-27	True
_C2_C2H2_26	NA	C2_C2H2_26	C_6-C4_MYBrelated_14	54	6.05699	2	6.9221	5	-0.26832	2.37606e-36	True
_C3_NAC_6	NA	C3_NAC_6	C_	233	7.85952	25	6.50876	15	0.24254	3.08688e-57	True
_C3_NAC_7	NA	C3_NAC_7	C_	54	6.53583	4	5.64312	3	0.3072	1.05157e-43	True
_C4_C2H2_27	NA	C4_C2H2_27	C_	114	12.02025	31	9.78471	19	0.23368	4.66176e-49	True
_C3_NLP_7	NA	C3_NLP_7	C_	81	7.71009	10	5.35056	4	0.34117	9.89431e-55	True
_C3_NLP_22	NA	C3_NLP_22	C_	78	6.45438	7	6.11655	7	0.22994	3.96782e-35	True
_C1_Trihelix_10	NA	C1_Trihelix_10	C_	68	11.15106	17	8.77043	12	0.25312	1.61042e-43	True
_C1_bZIP_16-C4_bZIP_16	NA	C1_bZIP_16-C4_bZIP_16	C_	178	9.44468	33	7.85444	23	0.24461	2.12534e-53	True
_C3_AP2EREBP_218	NA	C3_AP2EREBP_218	C_	211	12.54201	56	7.17425	21	0.51659	2.69685e-91	True
_C3_bZIP_42	NA	C3_bZIP_42	C_	89	13.79637	29	7.76393	10	0.72527	2.274e-87	True
_C3_LOBAS2_70	NA	C3_LOBAS2_70	C_	280	8.58856	43	6.17213	16	0.25725	4.57776e-66	True
_C2_AP2EREBP_57-C3_AP2EREBP_150	NA	C2_AP2EREBP_57-C3_AP2EREBP_150	C_	257	9.14095	46	6.39777	17	0.34415	1.35834e-76	True
_C3_NAC_78	NA	C3_NAC_78	C_	75	8.00684	8	6.13193	3	0.23524	4.06099e-31	True
_C3_bZIP_49	NA	C3_bZIP_49	C_1	64	6.49364	5	5.29579	3	0.29494	1.45852e-41	True
_C3_HSF_1	NA	C3_HSF_1	C_	254	4.69334	6	6.24818	22	-0.3189	3.5171e-74	True
_C1_TCP_27-C4_TCP_20	NA	C1_TCP_27-C4_TCP_20	C_	302	12.93332	83	10.96945	63	0.24693	5.78463e-66	True
_C1_TCP_22	NA	C1_TCP_22	C_	142	14.63289	49	10.91586	32	0.47826	7.16369e-76	True
_C1_G2like_9	NA	C1_G2like_9	C_	67	12.03261	15	11.33056	12	0.23727	5.1799e-34	True
_C1_bHLH_12	NA	C1_bHLH_12	C_2	180	9.91642	35	8.285	24	0.24498	7.29093e-55	True
_C2_AP2EREBP_78-C3_AP2EREBP_240	NA	C2_AP2EREBP_78-C3_AP2EREBP_240	C_	68	6.95615	1	7.79912	6	-0.24441	5.17492e-33	True
_C1_MYB_8	NA	C1_MYB_8	C_	98	12.89449	29	9.44306	17	0.30123	1.79257e-50	True
_C1_MYB_18	NA	C1_MYB_18	C_	246	14.85603	81	12.52481	56	0.27025	1.10743e-61	True
_C2_HSF_26-C3_HSF_18	NA	C2_HSF_26-C3_HSF_18	C_	66	5.87647	2	8.32395	11	-0.3475	3.54207e-54	True
_C3_HSF_5	NA	C3_HSF_5	C_	166	6.67495	8	8.60923	26	-0.30758	4.29084e-65	True
_C1_C2C2dof_5-C3_C2C2dof_5	NA	C1_C2C2dof_5-C3_C2C2dof_5	C_	401	9.75046	65	7.42248	39	0.29215	1.9813e-77	True
_C2_SBP_9	NA	C2_SBP_9	C_8	340	7.3139	32	8.68895	55	-0.25559	3.97559e-67	True
_C2_Orphan_6	NA	C2_Orphan_6	C_8	130	5.772	8	8.48297	19	-0.45084	5.4362e-69	True
_C3_bHLH_34	NA	C3_bHLH_34	C_	68	5.01204	3	6.54885	5	-0.34312	1.27904e-46	True
_C3_WRKY_18	NA	C3_WRKY_18	C_	59	4.97611	2	6.75331	5	-0.21882	6.1287e-34	True
_C3_C2C2YABBY_12	NA	C3_C2C2YABBY_12	C_	77	7.39774	9	10.1595	16	-0.22412	6.66626e-35	True
_C3_Trihelix_89	NA	C3_Trihelix_89	C_	194	12.20716	51	6.8741	16	0.45095	1.25558e-85	True
_C3_Trihelix_74	NA	C3_Trihelix_74	C_	98	13.38499	31	7.02681	9	0.64799	1.27998e-81	True
_C3_Trihelix_15	NA	C3_Trihelix_15	C_	327	6.42288	28	4.57475	6	0.22936	4.31394e-70	True
_C1_TCP_2	NA	C1_TCP_2	C_	118	14.58149	41	11.97871	27	0.30111	1.15576e-54	True
_C4_MYB_25	NA	C4_MYB_25	C_	172	10.35444	32	8.33537	23	0.25194	2.4256e-53	True
_C2_ARID_15	NA	C2_ARID_15	C_6-C4_MYBrelated_14	42	5.99901	3	8.00604	6	-0.24644	3.96726e-28	True
_C2_ND_6	NA	C2_ND_6	C_	1518	6.82673	153	7.32862	183	-0.10738	9.60128e-68	True
_C2_C2C2gata_16	NA	C2_C2C2gata_16	C_	2961	7.11275	291	7.59028	357	-0.0899	1.29182e-71	True
_C2_MYB_15	NA	C2_MYB_15	C_	1219	7.07607	118	7.9202	163	-0.15252	3.22375e-75	True
_C2_ZFHD_2	NA	C2_ZFHD_2	C_	693	6.32627	55	7.09243	70	-0.14961	4.34994e-64	True
_C5_NAC_11	NA	C5_NAC_11	C_	89	9.56054	17	11.70823	23	-0.27493	1.72398e-46	True
_C3_Trihelix_84	NA	C3_Trihelix_84	C_	51	5.50421	1	4.28318	1	0.24044	6.91894e-36	True
_C2_NAC_15	NA	C2_NAC_15	C_	241	6.29798	15	7.72779	31	-0.2399	3.01816e-64	True
_C4_C2C2dof_20	NA	C4_C2C2dof_20	C_	135	8.04932	16	9.63724	22	-0.21176	5.07313e-42	True
_C1_C2C2dof_10	NA	C1_C2C2dof_10	C_	218	12.03875	49	9.39551	42	0.22959	2.66589e-58	True
_C5_ARID_1	NA	C5_ARID_1	C_	2377	7.69315	269	8.36288	351	-0.10945	1.58001e-71	True
_C2_MYBrelated_4	NA	C2_MYBrelated_4	C_	375	8.77967	51	9.89774	64	-0.21664	2.21701e-72	True
_C5_ND_6	NA	C5_ND_6	C_	2063	7.92904	256	8.64712	318	-0.11263	4.23882e-71	True
_C2_ZFHD_13	NA	C2_ZFHD_13	C_	677	6.69358	59	7.97945	87	-0.19207	2.86174e-77	True
_C1_bHLH_18	NA	C1_bHLH_18	C_4-C4_bHLH_12	67	11.69864	19	9.38421	12	0.25893	3.97712e-37	True
_C3_C2C2gata_5	NA	C3_C2C2gata_5	C_	168	5.61439	9	6.45413	12	-0.28473	2.33289e-58	True
_C3_bHLH_10	NA	C3_bHLH_10	C_6	27	6.99021	3	5.20479	0	0.33332	4.02664e-28	True
_C2_NAC_84	NA	C2_NAC_84	C_0	66	6.18702	7	8.14307	7	-0.38393	6.84355e-58	True
_C2_NAC_73	NA	C2_NAC_73	C_0	33	4.89035	2	6.6076	2	-0.5203	3.35258e-46	True
_C3_AP2EREBP_171	NA	C3_AP2EREBP_171	C_	87	4.95974	1	5.34924	4	-0.18412	1.55666e-27	True
_C3_C2C2gata_55	NA	C3_C2C2gata_55	C_5	410	5.54202	21	6.53469	37	-0.23213	2.40434e-69	True
_C2_C2H2_35	NA	C2_C2H2_35	C_	64	7.12929	8	7.84913	9	-0.19061	1.18491e-25	True
_C2_HSF_14	NA	C2_HSF_14	C_	241	6.62201	23	7.51208	27	-0.20842	1.64804e-58	True
_C2_HSF_16	NA	C2_HSF_16	C_	132	5.16314	6	7.03417	12	-0.38073	5.02768e-66	True
_C2_bZIP_6-C3_bZIP_8-C4_bZIP_4	NA	C2_bZIP_6-C3_bZIP_8-C4_bZIP_4	C_	405	6.77539	33	8.37912	58	-0.3131	7.96233e-84	True
_C3_AP2EREBP_98	NA	C3_AP2EREBP_98	C_	106	5.20344	4	6.73436	8	-0.27078	1.14092e-54	True
_C3_Trihelix_112	NA	C3_Trihelix_112	C_	77	6.94707	5	5.58785	4	0.24842	4.46336e-41	True
_C1_AP2EREBP_21	NA	C1_AP2EREBP_21	C_	32	15.28601	11	10.61528	7	0.37734	5.79691e-32	True
_C3_SBP_5	NA	C3_SBP_5	C_	52	7.07074	5	8.98126	9	-0.27466	4.01247e-32	True
_C1_GRF_3-C4_GRF_4	NA	C1_GRF_3-C4_GRF_4	C_	139	12.21439	35	9.38531	22	0.32362	1.7042e-57	True
_C1_TCP_12	NA	C1_TCP_12	C_	617	11.40431	152	9.87195	118	0.19962	1.16467e-71	True
_C1_TCP_9	NA	C1_TCP_9	C_	125	14.35892	43	10.28245	27	0.49062	8.25851e-77	True
_C1_TCP_26	NA	C1_TCP_26	C_6	542	9.0117	80	7.93502	68	0.16311	4.65978e-69	True
_C2_HSF_21	NA	C2_HSF_21	C_1	1129	7.09833	109	7.6774	137	-0.13282	7.26349e-70	True
_C2_MYB_27	NA	C2_MYB_27	C_2	41	9.66465	4	11.54941	8	-0.36572	1.075e-41	True
_C2_HSF_3-C5_HSF_1	NA	C2_HSF_3-C5_HSF_1	C_	303	4.87023	10	7.11874	31	-0.44992	8.95421e-89	True
_C2_HSF_1	NA	C2_HSF_1	C_	197	3.96996	3	6.68045	17	-0.66946	4.02608e-101	True
_C2_HSF_19	NA	C2_HSF_19	C_9	253	5.54724	13	7.01638	25	-0.29586	4.49975e-67	True
_C2_G2like_27	NA	C2_G2like_27	C_7	207	7.02917	22	8.17747	29	-0.22215	9.91316e-54	True
_C3_AP2EREBP_212	NA	C3_AP2EREBP_212	C_2	106	8.90641	14	8.06591	12	0.26635	1.53488e-50	True
_C2_C2C2gata_14	NA	C2_C2C2gata_14	C_	947	6.78315	77	7.81186	121	-0.18637	1.4321e-78	True
_C2_C2C2gata_15	NA	C2_C2C2gata_15	C_	150	6.05313	8	7.68412	13	-0.25775	3.71844e-48	True
_C3_AP2EREBP_87	NA	C3_AP2EREBP_87	C_	47	5.42686	1	4.72129	2	0.42327	9.34824e-52	True
_C4_C3H_3	NA	C4_C3H_3	C_	1393	8.77887	218	7.93431	181	0.14348	4.78374e-79	True
_C1_NAC_12-C4_NAC_11	NA	C1_NAC_12-C4_NAC_11	C_2-C4_NAC_11	626	10.65288	126	9.10023	96	0.17946	3.77774e-73	True
_C1_bHLH_14-C4_bHLH_12	NA	C1_bHLH_14-C4_bHLH_12	C_4-C4_bHLH_12	562	13.78591	172	11.58512	130	0.22538	6.4801e-77	True
_C2_NAC_7-C5_NAC_3	NA	C2_NAC_7-C5_NAC_3	C_	275	8.27011	31	10.12727	54	-0.2952	6.91643e-76	True
_C2_bZIP_2	NA	C2_bZIP_2	C_	267	9.83727	42	10.91278	60	-0.23148	3.36911e-65	True
_C1_C2H2_22-C3_C2H2_87	NA	C1_C2H2_22-C3_C2H2_87	C_	397	10.28403	83	8.99067	60	0.21769	7.737e-70	True
_C3_G2like_15	NA	C3_G2like_15	C_	34	6.67626	2	5.92448	2	0.24986	1.83766e-21	True
_C1_bZIP_15-C3_bZIP_58	NA	C1_bZIP_15-C3_bZIP_58	C_	200	8.49318	27	7.43369	20	0.22915	2.73809e-55	True
_C3_C2H2_57	NA	C3_C2H2_57	C_	133	8.50732	15	6.83656	11	0.31228	2.1506e-57	True
_C1_NLP_2-C3_NLP_28	NA	C1_NLP_2-C3_NLP_28	C_	368	9.98325	60	7.59299	42	0.31492	3.86991e-78	True
_C1_TCP_30	NA	C1_TCP_30	C_	304	10.23658	57	8.2169	39	0.25407	1.17488e-73	True
_C1_Homeobox_4-C4_Homeobox_7	NA	C1_Homeobox_4-C4_Homeobox_7	C_6	785	9.6984	132	8.22713	110	0.19395	8.43927e-77	True
_C1_REMB3_1-C3_REMB3_1	NA	C1_REMB3_1-C3_REMB3_1	C_	1207	8.40232	150	7.35665	130	0.17063	1.51671e-77	True
