regulatoryGene	targetGene	weight
Mp5g05560	Mp2g08260	0.0950271585728713
Mp5g05560	Mp4g09230	0.0950186453574328
Mp3g20050	Mp4g02700	0.0949941663353632
Mp5g20660	Mp2g10090	0.0949338279561886
Mp3g21490	Mp1g02150	0.0948804780765876
Mp4g00380	Mp6g19010	0.0947804599291171
Mp5g06970	Mp3g02370	0.09476542812777
Mp4g00200	Mp1g04770	0.094626112645258
Mp2g07170	Mp1g11770	0.0946214991699252
Mp4g12230	Mp5g07905	0.0945347159751912
Mp2g08260	Mp5g24400	0.0945268566896377
Mp2g07130	Mp3g24700	0.0944793432333241
Mp2g07150	Mp5g23740	0.0944519093147608
Mp2g08260	Mp3g19390	0.0944185999014038
Mp2g08260	Mp5g15110	0.0943781199793007
Mp8g11870	Mp1g28580	0.0943734332358981
Mp7g03490	Mp6g02400	0.094305148104302
Mp4g11380	Mp6g18930	0.0942242958362236
Mp1g09420	Mp2g06610	0.0940980181034176
Mp3g20050	Mp4g12380	0.0940305043193132
Mp1g09420	Mp3g22220	0.0940238628917465
Mp5g05560	Mp3g21800	0.0940099125220892
Mp2g08260	Mp2g07500	0.0938999717585015
Mp4g12230	Mp7g01430	0.0936605488734959
Mp4g22280	Mp5g09450	0.0936340579911864
Mp1g09420	Mp7g02680	0.0936093260553557
Mp1g09420	Mp4g12800	0.0934749222184657
Mp5g05560	Mp4g13720	0.0933162508512387
Mp2g07130	Mp4g23630	0.0933106195034965
Mp1g09420	Mp5g24420	0.0931595967004682
Mp4g15170	Mp6g16280	0.0929694316216912
Mp2g08260	Mp3g21990	0.0929618149165473
Mp8g06180	Mp8g15410	0.0929355620100784
Mp2g07150	Mp6g10990	0.0929249375426246
Mp2g08260	Mp3g13640	0.0929202808319861
Mp1g09420	Mp3g20750	0.0928702261955802
Mp7g17020	Mp7g08340	0.0928325028067904
Mp5g20660	Mp2g25120	0.0927992431793079
Mp1g09420	Mp1g21660	0.0927559229196984
Mp2g07170	Mp3g06970	0.092701766745671
Mp6g04880	Mp3g10770	0.0926620623610925
Mp8g11870	Mp8g10340	0.0926328260928739
Mp8g11870	Mp4g14980	0.0926162789380601
Mp5g06970	Mp5g21920	0.0925858919438414
Mp1g09420	Mp4g08020	0.0925442207775627
Mp2g08260	Mp2g14870	0.0925383013882891
Mp8g11560	Mp1g17960	0.0924933081587241
Mp4g11380	Mp7g15690	0.0924218997625585
Mp4g22280	Mp3g06570	0.0924159663101386
Mp1g09420	Mp4g13730	0.092225594293465
Mp1g09420	Mp3g21370	0.0921930036687905
Mp2g07130	Mp1g23430	0.0921927396110944
Mp5g05560	Mp4g08040	0.0921718101061967
Mp1g03100	Mp1g03760	0.0921650505335212
Mp2g07170	Mp8g10660	0.0921230129014256
Mp6g08690	Mp8g10620	0.0920444477862805
Mp7g03150	Mp5g18380	0.0919959880884049
Mp8g11870	Mp1g06910	0.0919746501506151
Mp5g05560	Mp4g06430	0.0919424623217001
Mp5g11060	Mp5g05320	0.0918341887822167
Mp5g06970	Mp8g02930	0.091747349915662
Mp2g07150	Mp4g02070	0.0915171984437403
Mp2g08260	Mp1g07620	0.0915144789760489
Mp7g12630	Mp4g03990	0.0913893221241697
Mp8g11870	Mp4g05170	0.0913816205142817
Mp2g07150	Mp8g15750	0.0913366185977039
Mp1g09420	Mp7g14300	0.091334181810993
Mp5g05560	Mp3g22220	0.0911642700687494
Mp2g22820	Mp1g02900	0.091135976172591
Mp4g15170	Mp6g17450	0.0911347076291684
Mp5g06970	Mp3g12400	0.0910810826870159
Mp4g22280	Mp6g19010	0.0910452967814526
Mp5g05560	Mp3g15290	0.091008126714076
Mp1g09420	Mp4g05450	0.0909434904921126
Mp2g08260	Mp7g08760	0.0909140859715093
Mp1g09420	Mp2g06810	0.0909105184112641
Mp4g12230	Mp1g29260	0.0908587528710883
Mp4g22280	Mp5g10690	0.0908293609574076
Mp2g07130	Mp4g15570	0.0908031350524523
Mp1g09420	Mp2g02090	0.0908006389817223
Mp4g15170	Mp2g23680	0.0907476060968372
Mp2g07130	Mp6g11780	0.0907047503179568
Mp2g07150	Mp7g05640	0.090679069682698
Mp4g12230	Mp3g19380	0.0906772131414415
Mp5g20660	Mp3g19610	0.09067474152988
Mp1g09420	Mp2g14870	0.0906725951990807
Mp8g08100	Mp5g10430	0.090665227901928
Mp1g09420	Mp5g08580	0.0906582536418246
Mp1g09420	Mp5g24400	0.0906543249524838
Mp1g19590	Mp4g08550	0.0905897562713405
Mp8g11560	Mp5g09400	0.0905322948361037
Mp2g08260	Mp1g02260	0.090494867845318
Mp7g17020	Mp4g23480	0.0904285769152449
Mp2g07130	Mp3g25440	0.0903554897182925
Mp1g03040	Mp3g10770	0.0903520648694309
Mp4g22280	Mp2g10410	0.0903370337839457
Mp5g06970	Mp5g02340	0.0902956644897956
Mp4g22280	Mp3g10640	0.0902606452441262
Mp5g06970	Mp7g15000	0.0901756731776077
Mp2g00510	Mp2g03870	0.0901072736842766
Mp2g07130	Mp4g22280	0.0900925533632626
Mp5g12480	Mp5g09710	0.0900889080787517
Mp1g09420	Mp3g16430	0.0900545965259925
Mp8g07680	Mp4g16860	0.0899067898310187
Mp4g00380	Mp2g07130	0.0898809259843831
Mp5g05560	Mp1g17450	0.089849737375938
Mp5g05560	Mp3g19390	0.0897661391948927
Mp1g09420	Mp6g01060	0.0897525925696451
Mp5g05560	Mp6g02860	0.089729486966913
Mp2g07170	Mp1g17610	0.0897233220490432
Mp1g09420	Mp3g12400	0.0896955373910477
Mp1g09420	Mp4g08040	0.0896852461183994
Mp2g08260	Mp8g13260	0.089680422956809
Mp4g22280	Mp2g10900	0.0895903675856985
Mp8g08100	Mp5g21020	0.0895715613382697
Mp4g12230	Mp6g00480	0.0895048638053857
Mp1g19590	Mp6g20580	0.089501048356941
Mp4g12230	Mp4g03330	0.0895009634524213
Mp2g07130	Mp5g24400	0.0894699018722401
Mp8g11870	Mp1g12420	0.0894598572751218
Mp1g09420	Mp3g21990	0.08945894723673
Mp2g08260	Mp5g02090	0.0893857165287677
Mp5g11830	Mp2g09490	0.0893765666886032
Mp2g08260	Mp6g02860	0.0893430232227913
Mp5g05560	Mp4g04230	0.0893075134019674
Mp2g08260	Mp4g04230	0.0892998345525853
Mp5g05560	Mp5g24420	0.0892030291362427
Mp5g05560	Mp5g14320	0.0891976910692263
Mp5g05560	Mp5g22410	0.0890904382384824
Mp2g07170	Mp4g10470	0.0890694722548856
Mp1g19590	Mp3g18460	0.0890468880576388
Mp4g00380	Mp5g10690	0.0889569580702257
Mp2g08260	Mp5g00470	0.0889495190792052
Mp2g07150	Mp3g10690	0.0889311123452645
Mp2g07170	Mp8g11870	0.0888631466492874
Mp1g09420	Mp7g00920	0.0888597883967124
Mp2g08260	Mp6g17890	0.0888403044709097
Mp5g05560	Mp5g19190	0.0888377959063321
Mp8g11870	Mp4g22450	0.088773211600193
Mp1g19590	Mp2g21470	0.0887239652174448
Mp7g16300	Mp5g00620	0.0886495046777835
Mp8g11870	Mp3g06970	0.0886153554606973
Mp1g09420	Mp5g21920	0.0885693247576648
Mp2g08260	Mp4g18290	0.0885350537917232
Mp8g11870	Mp1g02040	0.0885071034418983
Mp2g07170	Mp8g09750	0.0885054742264031
Mp2g08260	Mp4g05990	0.0884983324176107
Mp5g05560	Mp8g12500	0.0884918509749637
Mp2g08260	Mp4g08040	0.0884914109547718
Mp7g16300	Mp4g16010	0.0884851000464474
Mp1g09420	Mp4g13480	0.088392598251628
Mp4g01540	Mp2g04800	0.0883552558337917
Mp5g06970	Mp5g15430	0.0883440329492824
Mp2g07150	Mp5g14820	0.088337945226703
Mp4g11380	Mp4g05500	0.0883346357179278
Mp5g05560	Mp5g15980	0.0882594868460829
Mp1g09420	Mp5g23750	0.0881947965634605
Mp1g19590	Mp4g08040	0.0881329297136956
Mp2g07170	Mp1g28580	0.0881303209942312
Mp3g20050	Mp1g04770	0.0881252272747985
Mp1g09420	Mp6g02380	0.0880878563539186
Mp8g11870	Mp1g17610	0.0880535260713676
Mp5g05560	Mp8g01830	0.0880530970005248
Mp3g21490	Mp2g21500	0.0880495533554663
Mp1g09420	Mp8g17300	0.0880463401647196
Mp4g12230	Mp1g03240	0.0880203313185838
Mp8g06180	Mp1g24820	0.0880116741137419
Mp5g20660	Mp1g12420	0.0879701205036681
Mp1g09420	Mp4g08030	0.0879517778578486
Mp2g07130	Mp5g24130	0.0878384516598953
Mp4g15170	Mp7g14050	0.0878370646097498
Mp4g22280	Mp7g10800	0.0878166973612736
Mp4g12230	Mp2g10020	0.0877997215632936
Mp1g09420	Mp8g17820	0.0877795893243526
Mp4g00380	Mp1g01810	0.0877785667319542
Mp2g07150	Mp2g01350	0.087778299748558
Mp2g22820	Mp8g03220	0.0877233845052488
Mp1g09420	Mp5g21100	0.0877207937834004
Mp4g15170	Mp1g04940	0.0876754299491435
Mp1g09420	Mp5g24130	0.0876429000958295
Mp1g09420	Mp7g02120	0.0876418000127312
Mp4g12230	Mp8g10500	0.0876341636040391
Mp5g05560	Mp1g21660	0.0876331027886421
Mp1g09420	Mp2g07500	0.0876302759985094
Mp1g09420	Mp3g01940	0.0876200613416775
Mp1g19590	Mp2g16700	0.0876135225614134
Mp1g09420	Mp3g16660	0.0875851627212474
Mp4g00200	Mp3g03360	0.0875524442107996
Mp7g03150	Mp3g04830	0.0875239647447882
Mp2g07130	Mp3g18050	0.0874248786872688
Mp2g07150	Mp6g20490	0.0874237635486572
Mp2g07720	Mp2g10510	0.0874144403071814
Mp2g08260	Mp6g00130	0.0874128705566898
Mp8g11870	Mp2g15440	0.0873755471545275
Mp6g04830	Mp6g00360	0.0872520271598884
Mp2g08260	Mp1g12800	0.0871927777316895
Mp2g07170	Mp5g05070	0.0871721565727685
Mp5g05560	Mp8g15970	0.0871000087841309
Mp8g11560	Mp3g03530	0.0870968225800869
Mp8g11870	Mp4g18210	0.087045128898852
Mp4g22280	Mp6g09420	0.0869855647839243
Mp5g05560	Mp5g24130	0.0869818679426174
Mp2g07130	Mp3g10690	0.0869739953998202
Mp4g00380	Mp3g24700	0.0869239573938953
Mp1g09420	Mpzg00260	0.0869092830547003
Mp8g11870	Mp5g11160	0.0868864830202931
Mp4g00380	Mp7g10800	0.086878913239335
Mp2g08260	Mp8g02840	0.0868366617091892
Mp1g09420	Mp7g15000	0.0868320996000476
Mp4g00380	Mp2g10410	0.0868203307802158
Mp7g03150	Mp1g29480	0.086766691428971
Mp4g00380	Mp1g19050	0.0867143283676615
Mp2g07150	Mp2g15700	0.0866549744588912
Mp4g00380	Mp6g09420	0.086652958356107
Mp1g09420	Mp4g15570	0.0866238126918559
Mp3g02320	Mp3g08250	0.0866106542723943
Mp6g10570	Mp2g18200	0.0866014105782972
Mp2g00910	Mp4g18380	0.0865745419365119
Mp3g11900	Mp6g00360	0.0865078329922182
Mp1g09420	Mp7g05750	0.0864704385744098
Mp2g07150	Mp6g04710	0.086338479830228
Mp4g22280	Mpzg00820	0.0863112353827939
Mp2g08260	Mp4g05980	0.0862884159182251
Mp5g06970	Mp3g14660	0.0862855547237686
Mp8g11870	Mp6g13910	0.086275140067994
Mp7g03150	Mp6g18130	0.0862597733398597
Mp2g08260	Mp3g22420	0.0862547632468142
Mp7g12630	Mp3g13340	0.0862296001832608
Mp2g07130	Mp5g10690	0.0862238201592701
Mp6g10570	Mp3g23840	0.0862127993786317
Mp1g03100	Mp6g17270	0.0861920518411948
Mp1g09420	Mp1g25080	0.0861107201103641
Mp3g02320	Mp8g13970	0.0860785904369864
Mp2g07130	Mp4g08030	0.08603456105831
Mp1g09420	Mp1g07620	0.0860015186051156
Mp4g12230	Mp1g09800	0.0859975454221921
Mp5g05560	Mp7g03860	0.085982063904625
Mp4g08700	Mp5g07905	0.0859740438143328
Mp1g09420	Mp2g08260	0.0859595836135186
Mp3g18590	Mpzg01920a	0.0859527330774476
Mp5g20660	Mp1g17670	0.0859218559468347
Mp8g11870	Mp5g05070	0.085911536703971
Mp5g20660	Mp4g23890	0.0858970924130753
Mp6g10570	Mp2g01710	0.0857987807897696
Mp5g06970	Mp3g02160	0.085748327582696
Mp1g09420	Mp5g13350	0.0857175233390905
Mp4g12230	Mp4g14220	0.0856723917220887
Mp8g06230	Mp8g08710	0.0856641693209214
Mp2g07170	Mp4g02130	0.0856417790480745
Mp2g07150	Mp8g13510	0.0856157968624185
Mp4g12230	Mp6g18130	0.0855908898567034
Mp8g06180	Mp8g03070	0.085548423031952
Mp4g00380	Mp4g22280	0.0855436371953204
Mp5g05560	Mp5g13350	0.0855259333316499
Mp5g06970	Mp6g00790	0.0855144523671319
Mp3g11900	Mp4g04600	0.0854939327937989
Mp5g05560	Mp2g12220	0.0854849859411522
Mp2g07130	Mp3g12790	0.08544386334172
Mp8g11870	Mp7g12850	0.0854436143964561
Mp8g11560	Mp3g01200	0.085432490370364
Mp2g07170	Mp6g14340	0.085408341375431
Mp2g08260	Mp6g20880	0.0853850044664702
Mp5g06970	Mp7g01840	0.0853776411796375
Mp2g07150	Mp7g08260	0.0853072886819816
Mp7g09710	Mp7g02480	0.0852191033181656
Mp1g09420	Mp3g19350	0.0851996271441352
Mp2g08260	Mp5g00590	0.0851882770414151
Mp2g07720	Mp5g22790	0.0851583143288791
Mp2g07170	Mp6g17450	0.0851054520991168
Mp5g05560	Mp3g13640	0.0850790060944258
Mp5g05560	Mp1g02260	0.0850614184825785
Mp7g17200	Mp1g07220	0.0850238749838136
Mp8g11870	Mp7g02160	0.0850114710886719
Mp7g03490	Mp3g05230	0.084984480139084
Mp1g09420	Mp6g11740	0.0849843554334299
Mp2g08260	Mp4g06430	0.0849750772815923
Mp4g22280	Mpzg02230a	0.0849745963626866
Mp1g09420	Mp5g12460	0.0849629435984807
Mp2g07150	Mp4g08470	0.0848655782650033
Mp8g06180	Mp8g11870	0.0848371998851449
Mp5g18910	Mp1g12290	0.0848291841566178
Mp7g03490	Mp6g16280	0.084795079507825
Mp2g07130	Mp4g13480	0.0847816341941695
Mp2g07150	Mp4g17880	0.0847776318321451
Mp4g12230	Mp6g00500	0.0847716755672087
Mp2g07130	Mp7g01940	0.0847663774250203
Mp5g05560	Mp3g22420	0.0847314847798611
Mp4g12230	Mp1g12290	0.0846995573853284
Mp4g15170	Mp1g17610	0.0846930627001282
Mp2g08260	Mp4g06040	0.0846829781135813
Mp1g10030	Mp8g13940	0.0846639998723853
Mp2g08260	Mp3g16430	0.0846300719330096
Mp5g05560	Mp5g00590	0.0846188805976574
Mp1g09420	Mp1g22130	0.084560064475214
Mp6g10570	Mp7g19220	0.0845053501633531
Mp5g05560	Mp4g07950	0.0844806077241764
Mp4g00380	Mp2g09820	0.0844679812194449
Mp2g07130	Mp4g22420	0.0843426915474174
Mp2g08260	Mp5g24130	0.0843182479135133
Mp4g12230	Mp4g17880	0.084307881516236
Mp5g05560	Mp4g15450	0.0842723501419572
Mp8g07680	Mp4g10800	0.0842689564136028
Mp1g09420	Mp3g13640	0.0842103140585543
Mp3g02320	Mp4g13940	0.0841342157456649
Mp8g08100	Mp4g01890	0.0841302342096789
Mp2g07150	Mp1g22360	0.0840706080581808
Mp5g05560	Mp2g19160	0.0840570962391474
Mp2g08260	Mp1g21730	0.0840497165165303
Mp8g11870	Mp1g08390	0.0840411676062232
Mp4g15170	Mp7g12690	0.0840370523644182
Mp8g06180	Mp4g22450	0.0840367917497887
Mp4g11380	Mp2g22600	0.0840262164407554
Mp2g07130	Mp2g09820	0.0840227134615782
Mp5g05560	Mp5g05730	0.0840067107959027
Mp2g08260	Mp4g08030	0.084004343298172
Mp1g19590	Mp5g23750	0.0839767153208336
Mp1g09420	Mp7g08760	0.0839393266910955
Mp2g24200	Mp8g16970	0.0837563057172575
Mp2g07130	Mp3g06570	0.0836637789005924
Mp5g06970	Mp4g08770	0.083622006498197
Mp1g09420	Mp7g18550	0.0836081679806826
Mp4g15170	Mp7g12850	0.0835759881582781
Mp4g22280	Mp2g15700	0.0835307531038207
Mp5g14820	Mp8g07710	0.0835267593892918
Mp1g09420	Mp5g09760	0.0835169962909905
Mp5g06970	Mp7g00920	0.0834298675982222
Mp5g06970	Mp2g05790	0.0833993553398836
Mp5g18910	Mp4g08740	0.0833688311853583
Mp1g09420	Mp7g15440	0.0833216220274942
Mp5g05560	Mp1g00550	0.0833085333473087
Mp2g08260	Mp4g07950	0.0833050600773131
Mp8g11870	Mp8g16260	0.0832976763609161
Mp2g07170	Mp2g10120	0.0832890914839263
Mp2g08260	Mp5g05730	0.0832369232596541
Mp2g07150	Mp8g19040	0.0832345212509034
Mp2g08260	Mp4g00650	0.0832142360391319
Mp2g08260	Mp3g06560	0.0831655901771604
Mp1g09420	Mp1g21800	0.083163820993153
Mp5g10280	Mp5g10700	0.0831581853704755
Mp2g08260	Mp7g16830	0.0831459203888976
Mp2g07170	Mp7g12440	0.0831283356961855
Mp2g25660	Mp6g16980	0.0831203773883807
Mp2g24200	Mp2g15440	0.0830990483707376
Mp5g05560	Mp5g00470	0.0830108149477477
Mp1g09420	Mp3g07160	0.0830104337247832
Mp8g08100	Mp4g00070	0.0829436959694274
Mp5g20660	Mp5g21210	0.0829334584008848
Mp5g06970	Mp6g05900	0.0829062098513199
Mp1g09420	Mp2g05780	0.0828675680028717
Mp1g09420	Mp2g13740	0.0828618901438968
Mp2g08260	Mp7g05750	0.082859190948715
Mp2g07720	Mp1g10970	0.0828121723431252
Mp4g15170	Mp2g25120	0.08271976101118
Mp2g07130	Mp2g06610	0.0827012375679485
Mp2g07170	Mp7g06530	0.0826542879619385
Mp1g09420	Mp8g12790	0.0826311119482479
Mp5g05560	Mp3g19350	0.0826153036828165
Mp4g12230	Mp3g24920	0.0826133839513623
Mp5g05560	Mp7g02900	0.0826015086392629
Mp3g21490	Mp4g20740	0.0825712439575869
Mp4g22280	Mpzg01590b	0.0825656854571044
Mp5g06970	Mp5g13860	0.0825491076752754
Mp2g07150	Mp5g15620	0.0825348571845987
Mp5g05560	Mp7g08500	0.0825309155363289
Mp8g08100	Mp3g06260	0.0825272451514704
Mp1g19590	Mp3g18210	0.0825101940213958
Mp8g07680	Mp2g18080	0.0824772624036209
Mp5g12480	Mp5g19710	0.0824735859946914
Mp8g11870	Mp3g12340	0.08247053768216
Mp1g09420	Mp1g09290	0.0824487868975793
Mp5g05560	Mp2g17500	0.0824335196213309
Mp5g05560	Mp6g20880	0.0823964387364702
Mp5g06970	Mp5g05380	0.0823847974435413
Mp2g07130	Mp3g01940	0.0823830951915967
Mp2g07150	Mp2g10410	0.0823774183841009
Mp2g07130	Mp7g10800	0.0822825393612989
Mp7g03150	Mp5g07330	0.0822648875455476
Mp4g22280	Mp4g03920	0.0822638427471475
Mp2g25660	Mp6g05800	0.0822380918297551
Mp1g19590	Mp5g12460	0.0821850305621409
Mp5g18910	Mp6g15820	0.082066492613319
Mp1g09420	Mp4g22420	0.0820564887808944
Mp1g19590	Mp7g12810	0.0820406499399105
Mp5g06970	Mp2g01850	0.0819800208309126
Mp5g20660	Mp4g14100	0.0818929627014336
Mp4g00380	Mp3g25440	0.081875742023605
Mp2g08260	Mp3g21800	0.0818707274763816
Mp4g15170	Mp6g11940	0.081868205627655
Mp8g06230	Mp6g01440	0.0818417995380528
Mp3g25200	Mp8g13970	0.0818199062237731
Mp5g05560	Mp4g06040	0.0818133849275232
Mp8g06230	Mp4g00150	0.0817928154831393
