seqnames	start	end	width	strand	Peak	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	distanceToTSS (log10)
chr1	347040	347269	230	*	tak1-ck-merge_peak_18	Distal Intergenic	2	340744	344763	4020	1	Mp1g00190	6296	0.86308482532036
chr1	353557	355707	2151	*	tak1-ck-merge_peak_19	Exon (Mp1g00200.1/Mp1g00200, exon 2 of 2)	2	355584	356441	858	2	Mp1g00200	734	0.239049093140191
chr1	356294	358563	2270	*	tak1-ck-merge_peak_20	Exon (Mp1g00210.1/Mp1g00210, exon 1 of 1)	2	355584	356441	858	2	Mp1g00200	0	0
chr1	365493	366227	735	*	tak1-ck-merge_peak_21	Distal Intergenic	2	366418	372541	6124	2	Mp1g00220	6314	0.864154956002026
chr1	366371	366649	279	*	tak1-ck-merge_peak_22	Exon (Mp1g00220.1/Mp1g00220, exon 9 of 9)	2	366418	372541	6124	2	Mp1g00220	5892	0.838345268775991
chr1	372261	372689	429	*	tak1-ck-merge_peak_23	Exon (Mp1g00220.1/Mp1g00220, exon 1 of 9)	2	366418	372541	6124	2	Mp1g00220	0	0
chr1	377648	377914	267	*	tak1-ck-merge_peak_24	Exon (Mp1g00230.1/Mp1g00230, exon 1 of 15)	2	377786	386098	8313	1	Mp1g00230	0	0
chr1	386503	386821	319	*	tak1-ck-merge_peak_25	Promoter	2	387516	389492	1977	1	Mp1g00240	-695	-0.229169702539101
chr1	387035	387517	483	*	tak1-ck-merge_peak_26	Exon (Mp1g00240.1/Mp1g00240, exon 1 of 3)	2	387516	389492	1977	1	Mp1g00240	0	0
chr1	388958	389316	359	*	tak1-ck-merge_peak_27	Exon (Mp1g00240.1/Mp1g00240, exon 3 of 3)	2	387516	389492	1977	1	Mp1g00240	1442	0.387745659608864
chr1	400992	401138	147	*	tak1-ck-merge_peak_28	Exon (Mp1g00250.1/Mp1g00250, exon 1 of 10)	2	401034	404722	3689	1	Mp1g00250	0	0
chr1	409805	409984	180	*	tak1-ck-merge_peak_29	Distal Intergenic	2	401034	404722	3689	1	Mp1g00250	8771	0.989939013284536
chr1	410469	412132	1664	*	tak1-ck-merge_peak_30	Distal Intergenic	2	401034	404722	3689	1	Mp1g00250	9435	1.01849245340147
chr1	412249	414220	1972	*	tak1-ck-merge_peak_31	Distal Intergenic	2	423220	424042	823	1	Mp1g00260	-9000	-1
chr1	421076	423817	2742	*	tak1-ck-merge_peak_32	Exon (Mp1g00260.1/Mp1g00260, exon 1 of 2)	2	423220	424042	823	1	Mp1g00260	0	0
chr1	428509	428790	282	*	tak1-ck-merge_peak_33	Promoter	2	429811	432222	2412	1	Mp1g00280	-1021	-0.305566313515304
chr1	429051	430109	1059	*	tak1-ck-merge_peak_34	Exon (Mp1g00280.1/Mp1g00280, exon 1 of 1)	2	429811	432222	2412	1	Mp1g00280	0	0
chr1	430854	431911	1058	*	tak1-ck-merge_peak_35	Exon (Mp1g00280.1/Mp1g00280, exon 1 of 1)	2	429811	432222	2412	1	Mp1g00280	1043	0.310268366632448
chr1	433837	434105	269	*	tak1-ck-merge_peak_36	Promoter	2	434801	442223	7423	1	Mp1g00290	-696	-0.229425847920695
chr1	434281	435293	1013	*	tak1-ck-merge_peak_37	Exon (Mp1g00290.1/Mp1g00290, exon 1 of 12)	2	434801	442223	7423	1	Mp1g00290	0	0
chr1	442963	443523	561	*	tak1-ck-merge_peak_38	Exon (Mp1g00300.1/Mp1g00300, exon 1 of 2)	2	442919	444765	1847	1	Mp1g00300	44	0.0187004986662434
chr1	445948	446779	832	*	tak1-ck-merge_peak_39	Exon (Mp1g00310.1/Mp1g00310, exon 1 of 1)	2	444766	448394	3629	1	Mp1g00310	1182	0.338854746252323
chr1	457631	458190	560	*	tak1-ck-merge_peak_40	Exon (Mp1g00320.3/Mp1g00320, exon 1 of 3)	2	457952	461638	3687	1	Mp1g00320	0	0
chr1	459715	460503	789	*	tak1-ck-merge_peak_41	Exon (Mp1g00320.3/Mp1g00320, exon 2 of 3)	2	457952	461638	3687	1	Mp1g00320	1763	0.441380884916511
chr1	475362	476188	827	*	tak1-ck-merge_peak_42	Exon (Mp1g00340.1/Mp1g00340, exon 1 of 16)	2	466858	475520	8663	2	Mp1g00340	0	0
chr1	480109	480458	350	*	tak1-ck-merge_peak_43	Exon (Mp1g00350.1/Mp1g00350, exon 1 of 8)	2	480141	483146	3006	1	Mp1g00350	0	0
chr1	486931	489050	2120	*	tak1-ck-merge_peak_44	Exon (Mp1g00360.1/Mp1g00360, exon 1 of 5)	2	483653	487146	3494	2	Mp1g00360	0	0
chr1	489243	489513	271	*	tak1-ck-merge_peak_45	Distal Intergenic	2	483653	487146	3494	2	Mp1g00360	-2097	-0.490941205356787
chr1	497131	497253	123	*	tak1-ck-merge_peak_46	Exon (Mp1g00370.1/Mp1g00370, exon 1 of 13)	2	489706	497268	7563	2	Mp1g00370	15	0.00646604224923168
chr1	506636	506970	335	*	tak1-ck-merge_peak_47	Promoter	2	507792	510585	2794	1	Mp1g00380	-822	-0.260548372636979
chr1	507574	508113	540	*	tak1-ck-merge_peak_48	Exon (Mp1g00380.1/Mp1g00380, exon 1 of 2)	2	507792	510585	2794	1	Mp1g00380	0	0
chr1	510801	511004	204	*	tak1-ck-merge_peak_49	Promoter	2	511411	513087	1677	1	Mp1g00390	-407	-0.148294097434746
chr1	511994	513054	1061	*	tak1-ck-merge_peak_50	Exon (Mp1g00390.1/Mp1g00390, exon 1 of 1)	2	511411	513087	1677	1	Mp1g00390	583	0.199480914862356
chr1	519284	519659	376	*	tak1-ck-merge_peak_51	Exon (Mp1g00400.1/Mp1g00400, exon 1 of 6)	2	515455	519546	4092	2	Mp1g00400	0	0
chr1	520299	520540	242	*	tak1-ck-merge_peak_52	Promoter	2	515455	519546	4092	2	Mp1g00400	-753	-0.243781916093795
chr1	525428	525641	214	*	tak1-ck-merge_peak_53	Promoter	2	521894	525335	3442	2	Mp1g00410	-93	-0.0386201619497028
chr1	529524	529918	395	*	tak1-ck-merge_peak_54	Exon (Mp1g00420.1/Mp1g00420, exon 1 of 9)	2	526204	529634	3431	2	Mp1g00420	0	0
chr1	534146	534717	572	*	tak1-ck-merge_peak_55	Exon (Mp1g00430.1/Mp1g00430, exon 1 of 6)	2	531467	534441	2975	2	Mp1g00430	0	0
chr1	534865	535007	143	*	tak1-ck-merge_peak_56	Promoter	2	531467	534441	2975	2	Mp1g00430	-424	-0.153509989300838
chr1	539765	540808	1044	*	tak1-ck-merge_peak_57	Distal Intergenic	2	541644	544553	2910	2	Mp1g00440	3745	0.676236216763311
chr1	542616	543317	702	*	tak1-ck-merge_peak_58	Exon (Mp1g00440.1/Mp1g00440, exon 1 of 1)	2	541644	544553	2910	2	Mp1g00440	1236	0.349471799214386
chr1	544252	544801	550	*	tak1-ck-merge_peak_59	Exon (Mp1g00440.1/Mp1g00440, exon 1 of 1)	2	541644	544553	2910	2	Mp1g00440	0	0
chr1	560796	561059	264	*	tak1-ck-merge_peak_60	Promoter	2	561607	564010	2404	1	Mp1g00460	-548	-0.189770956346874
chr1	561202	561590	389	*	tak1-ck-merge_peak_61	Promoter	2	561607	564010	2404	1	Mp1g00460	-17	-0.00732095292274456
chr1	565752	565919	168	*	tak1-ck-merge_peak_62	Promoter	2	565967	568017	2051	1	Mp1g00470	-48	-0.0203612826477079
chr1	571464	572124	661	*	tak1-ck-merge_peak_63	Distal Intergenic	2	565967	568017	2051	1	Mp1g00470	5497	0.812712866765369
chr1	573307	573827	521	*	tak1-ck-merge_peak_64	Distal Intergenic	2	578946	583689	4744	1	Mp1g00480	-5119	-0.786680453196649
chr1	578737	579103	367	*	tak1-ck-merge_peak_65	Exon (Mp1g00480.1/Mp1g00480, exon 1 of 10)	2	578946	583689	4744	1	Mp1g00480	0	0
chr1	586780	586932	153	*	tak1-ck-merge_peak_66	Distal Intergenic	2	587149	589656	2508	2	Mp1g00490	2724	0.571009672309305
chr1	589496	590798	1303	*	tak1-ck-merge_peak_67	Exon (Mp1g00490.1/Mp1g00490, exon 1 of 1)	2	587149	589656	2508	2	Mp1g00490	0	0
chr1	595359	597206	1848	*	tak1-ck-merge_peak_68	Exon (Mp1g00500.1/Mp1g00500, exon 1 of 2)	2	596944	598069	1126	1	Mp1g00500	0	0
chr1	599733	599920	188	*	tak1-ck-merge_peak_69	Distal Intergenic	2	596944	598069	1126	1	Mp1g00500	2789	0.578524605274993
chr1	609960	610681	722	*	tak1-ck-merge_peak_70	Exon (Mp1g00510.1/Mp1g00510, exon 1 of 2)	2	607990	610177	2188	2	Mp1g00510	0	0
chr1	622522	622893	372	*	tak1-ck-merge_peak_71	Exon (Mp1g00530.1/Mp1g00530, exon 1 of 4)	2	619632	622747	3116	2	Mp1g00530	0	0
chr1	630337	630595	259	*	tak1-ck-merge_peak_72	Distal Intergenic	2	631306	632748	1443	2	Mp1g00540	2153	0.498723970747905
chr1	633405	633614	210	*	tak1-ck-merge_peak_73	Promoter	2	631306	632748	1443	2	Mp1g00540	-657	-0.219322508419337
chr1	639785	640818	1034	*	tak1-ck-merge_peak_74	Exon (Mp1g00550.1/Mp1g00550, exon 1 of 12)	2	633799	640088	6290	2	Mp1g00550	0	0
chr1	641375	642392	1018	*	tak1-ck-merge_peak_75	Exon (Mp1g00560.1/Mp1g00560, exon 1 of 10)	2	642154	647568	5415	1	Mp1g00560	0	0
chr1	647821	649168	1348	*	tak1-ck-merge_peak_76	Downstream (<=300bp)	2	642154	647568	5415	1	Mp1g00560	5667	0.823930455125564
chr1	670289	670488	200	*	tak1-ck-merge_peak_77	Distal Intergenic	2	671825	675291	3467	2	Mp1g00580	4803	0.76365257056453
chr1	674152	675923	1772	*	tak1-ck-merge_peak_78	Exon (Mp1g00580.1/Mp1g00580, exon 1 of 2)	2	671825	675291	3467	2	Mp1g00580	0	0
chr1	679269	679510	242	*	tak1-ck-merge_peak_79	Distal Intergenic	2	682517	683075	559	1	Mp1g00590	-3007	-0.6028193424327
chr1	682032	682165	134	*	tak1-ck-merge_peak_80	Promoter	2	682517	683075	559	1	Mp1g00590	-352	-0.130976691605617
chr1	682291	683057	767	*	tak1-ck-merge_peak_81	Exon (Mp1g00590.1/Mp1g00590, exon 1 of 2)	2	682517	683075	559	1	Mp1g00590	0	0
chr1	690152	690665	514	*	tak1-ck-merge_peak_82	Exon (Mp1g00610.1/Mp1g00610, exon 1 of 1)	2	689990	690832	843	1	Mp1g00610	162	0.0652061280543119
chr1	690938	691176	239	*	tak1-ck-merge_peak_83	Promoter	2	689990	690832	843	1	Mp1g00610	948	0.289588952542597
chr1	693058	693995	938	*	tak1-ck-merge_peak_84	Distal Intergenic	2	689990	690832	843	1	Mp1g00610	3068	0.609380944250707
chr1	696796	698664	1869	*	tak1-ck-merge_peak_85	Promoter	2	699802	703203	3402	1	Mp1g00620	-1138	-0.330007700872759
chr1	699096	700387	1292	*	tak1-ck-merge_peak_86	Exon (Mp1g00620.1/Mp1g00620, exon 1 of 4)	2	699802	703203	3402	1	Mp1g00620	0	0
chr1	703856	704687	832	*	tak1-ck-merge_peak_87	Exon (Mp1g00630.1/Mp1g00630, exon 1 of 6)	2	704649	708058	3410	1	Mp1g00630	0	0
chr1	714220	714705	486	*	tak1-ck-merge_peak_88	Exon (Mp1g00640.3/Mp1g00640, exon 1 of 13)	2	714512	721860	7349	1	Mp1g00640	0	0
chr1	733720	733907	188	*	tak1-ck-merge_peak_89	Exon (Mp1g00660.1/Mp1g00660, exon 3 of 4)	2	734553	734633	81	1	Mp1g00673a	-646	-0.216429830876251
chr1	734392	734809	418	*	tak1-ck-merge_peak_90	Exon (Mp1g00673a.1/Mp1g00673a, exon 1 of 1)	2	734553	734633	81	1	Mp1g00673a	0	0
chr1	739817	740100	284	*	tak1-ck-merge_peak_91	Promoter	2	739177	739201	25	2	Mp1g00675	-616	-0.208441356438567
chr1	740718	740922	205	*	tak1-ck-merge_peak_92	Distal Intergenic	2	739177	739201	25	2	Mp1g00675	-1517	-0.400883215548363
chr1	744946	745234	289	*	tak1-ck-merge_peak_93	Exon (Mp1g00680.1/Mp1g00680, exon 1 of 12)	2	740924	745086	4163	2	Mp1g00680	0	0
chr1	751095	751433	339	*	tak1-ck-merge_peak_94	Exon (Mp1g00690.1/Mp1g00690, exon 1 of 8)	2	751207	755063	3857	1	Mp1g00690	0	0
chr1	755544	756285	742	*	tak1-ck-merge_peak_95	Distal Intergenic	2	751207	755063	3857	1	Mp1g00690	4337	0.727297202803587
chr1	757109	757631	523	*	tak1-ck-merge_peak_96	Distal Intergenic	2	751207	755063	3857	1	Mp1g00690	5902	0.838974954955468
chr1	760187	761169	983	*	tak1-ck-merge_peak_97	Distal Intergenic	2	764121	767293	3173	1	Mp1g00700	-2952	-0.59681693591559
chr1	761471	761752	282	*	tak1-ck-merge_peak_98	Distal Intergenic	2	764121	767293	3173	1	Mp1g00700	-2369	-0.52750101098112
chr1	763055	764109	1055	*	tak1-ck-merge_peak_99	Promoter	2	764121	767293	3173	1	Mp1g00700	-12	-0.00518051250378031
chr1	766735	767180	446	*	tak1-ck-merge_peak_100	Exon (Mp1g00700.1/Mp1g00700, exon 1 of 1)	2	764121	767293	3173	1	Mp1g00700	2614	0.557988148224913
chr1	768137	768600	464	*	tak1-ck-merge_peak_101	Distal Intergenic	2	764121	767293	3173	1	Mp1g00700	4016	0.70035752782266
chr1	770327	770914	588	*	tak1-ck-merge_peak_102	Distal Intergenic	2	771459	774012	2554	2	Mp1g00710	3098	0.612571954065176
chr1	773823	774321	499	*	tak1-ck-merge_peak_103	Exon (Mp1g00710.1/Mp1g00710, exon 1 of 7)	2	771459	774012	2554	2	Mp1g00710	0	0
chr1	793972	795455	1484	*	tak1-ck-merge_peak_104	Exon (Mp1g00740.1/Mp1g00740, exon 1 of 1)	2	794020	794355	336	1	Mp1g00740	0	0
chr1	823709	824200	492	*	tak1-ck-merge_peak_105	Distal Intergenic	2	825832	830976	5145	2	Mp1g00760	6776	0.890756251918218
chr1	825612	826364	753	*	tak1-ck-merge_peak_106	Exon (Mp1g00760.1/Mp1g00760, exon 3 of 3)	2	825832	830976	5145	2	Mp1g00760	4612	0.749117662356322
chr1	826553	828284	1732	*	tak1-ck-merge_peak_107	Exon (Mp1g00760.1/Mp1g00760, exon 2 of 3)	2	825832	830976	5145	2	Mp1g00760	2692	0.567261692353874
chr1	828554	828735	182	*	tak1-ck-merge_peak_108	Intron (Mp1g00760.1/Mp1g00760, intron 1 of 2)	2	825832	830976	5145	2	Mp1g00760	2241	0.51067903103221
chr1	829100	830238	1139	*	tak1-ck-merge_peak_109	Intron (Mp1g00760.1/Mp1g00760, intron 1 of 2)	2	825832	830976	5145	2	Mp1g00760	738	0.240049772112648
chr1	836880	838569	1690	*	tak1-ck-merge_peak_110	Exon (Mp1g00770.2/Mp1g00770, exon 1 of 2)	2	833612	837027	3416	2	Mp1g00770	0	0
chr1	841400	843568	2169	*	tak1-ck-merge_peak_111	Promoter	2	841118	841351	234	2	Mp1g00780	-49	-0.0207754881935578
chr1	844637	845327	691	*	tak1-ck-merge_peak_112	Exon (Mp1g00790.1/Mp1g00790, exon 1 of 2)	2	845296	846961	1666	1	Mp1g00790	0	0
chr1	845900	846182	283	*	tak1-ck-merge_peak_113	Exon (Mp1g00790.1/Mp1g00790, exon 1 of 2)	2	845296	846961	1666	1	Mp1g00790	604	0.205204363948145
chr1	847494	849483	1990	*	tak1-ck-merge_peak_114	Distal Intergenic	2	845296	846961	1666	1	Mp1g00790	2198	0.504878459410216
chr1	850784	851065	282	*	tak1-ck-merge_peak_115	Distal Intergenic	2	845296	846961	1666	1	Mp1g00790	5488	0.8121108412031
chr1	856176	856316	141	*	tak1-ck-merge_peak_116	Promoter	2	857542	859403	1862	1	Mp1g00800	-1226	-0.34752515999869
chr1	857076	858547	1472	*	tak1-ck-merge_peak_117	Exon (Mp1g00800.1/Mp1g00800, exon 1 of 1)	2	857542	859403	1862	1	Mp1g00800	0	0
chr1	862735	863130	396	*	tak1-ck-merge_peak_118	Promoter	2	859731	862697	2967	2	Mp1g00810	-38	-0.0161973535124391
chr1	866665	867067	403	*	tak1-ck-merge_peak_119	Distal Intergenic	2	859731	862697	2967	2	Mp1g00810	-3968	-0.696181587168524
chr1	873962	874973	1012	*	tak1-ck-merge_peak_120	Exon (Mp1g00830.1/Mp1g00830, exon 1 of 13)	2	867199	874443	7245	2	Mp1g00820	0	0
chr1	883050	883362	313	*	tak1-ck-merge_peak_121	Exon (Mp1g00840.1/Mp1g00840, exon 1 of 20)	2	883052	892724	9673	1	Mp1g00840	0	0
chr1	892959	894164	1206	*	tak1-ck-merge_peak_122	Downstream (<=300bp)	2	898378	907978	9601	1	Mp1g00850	-4214	-0.71717102683231
chr1	894709	895114	406	*	tak1-ck-merge_peak_123	Distal Intergenic	2	898378	907978	9601	1	Mp1g00850	-3264	-0.629817196018516
chr1	897954	899122	1169	*	tak1-ck-merge_peak_124	Exon (Mp1g00850.2/Mp1g00850, exon 1 of 21)	2	898378	907978	9601	1	Mp1g00850	0	0
chr1	909423	909918	496	*	tak1-ck-merge_peak_125	Distal Intergenic	2	898378	907978	9601	1	Mp1g00850	11045	1.08080680433436
chr1	919352	919549	198	*	tak1-ck-merge_peak_126	Distal Intergenic	2	937126	937488	363	1	Mp1g00870	-17577	-1.26897558109781
chr1	935329	937738	2410	*	tak1-ck-merge_peak_127	Exon (Mp1g00870.1/Mp1g00870, exon 1 of 1)	2	937126	937488	363	1	Mp1g00870	0	0
chr1	951048	951476	429	*	tak1-ck-merge_peak_128	Exon (Mp1g00890.1/Mp1g00890, exon 1 of 1)	2	951040	951503	464	2	Mp1g00890	27	0.0115704435972782
chr1	965950	966146	197	*	tak1-ck-merge_peak_129	Exon (Mp1g00910.2/Mp1g00910, exon 1 of 4)	2	963478	966128	2651	2	Mp1g00910	0	0
chr1	1000066	1001384	1319	*	tak1-ck-merge_peak_130	Exon (Mp1g00920.3/Mp1g00920, exon 1 of 2)	2	997691	1000652	2962	2	Mp1g00920	0	0
chr1	1001592	1001858	267	*	tak1-ck-merge_peak_131	Promoter	2	997691	1000652	2962	2	Mp1g00920	-940	-0.287801729930226
chr1	1004975	1007523	2549	*	tak1-ck-merge_peak_132	Distal Intergenic	2	997691	1000652	2962	2	Mp1g00920	-4323	-0.726156466172755
chr1	1007799	1008261	463	*	tak1-ck-merge_peak_133	Distal Intergenic	2	997691	1000652	2962	2	Mp1g00920	-7147	-0.910997716310643
chr1	1021917	1022321	405	*	tak1-ck-merge_peak_134	Distal Intergenic	2	1022677	1027237	4561	2	Mp1g00930	4916	0.772028165324855
chr1	1027138	1027353	216	*	tak1-ck-merge_peak_135	Exon (Mp1g00930.1/Mp1g00930, exon 1 of 7)	2	1022677	1027237	4561	2	Mp1g00930	0	0
chr1	1059243	1059408	166	*	tak1-ck-merge_peak_136	Exon (Mp1g00960.1/Mp1g00960, exon 1 of 5)	2	1059259	1061842	2584	1	Mp1g00960	0	0
chr1	1068959	1069426	468	*	tak1-ck-merge_peak_137	Exon (Mp1g00980.1/Mp1g00980, exon 3 of 3)	2	1068814	1071371	2558	2	Mp1g00980	1945	0.46908529912312
chr1	1070392	1070904	513	*	tak1-ck-merge_peak_138	Exon (Mp1g00980.1/Mp1g00980, exon 1 of 3)	2	1068814	1071371	2558	2	Mp1g00980	467	0.166430113843283
chr1	1071908	1072255	348	*	tak1-ck-merge_peak_139	Promoter	2	1068814	1071371	2558	2	Mp1g00980	-537	-0.186673867499745
chr1	1075348	1076544	1197	*	tak1-ck-merge_peak_140	Exon (Mp1g00990.1/Mp1g00990, exon 1 of 3)	2	1072677	1076155	3479	2	Mp1g00990	0	0
chr1	1123908	1124120	213	*	tak1-ck-merge_peak_141	Distal Intergenic	2	1115523	1118871	3349	2	Mp1g01000	-5037	-0.780821175853473
chr1	1131946	1132631	686	*	tak1-ck-merge_peak_142	Exon (Mp1g01020.1/Mp1g01020, exon 1 of 10)	2	1132398	1136858	4461	1	Mp1g01020	0	0
chr1	1142750	1144501	1752	*	tak1-ck-merge_peak_143	Distal Intergenic	2	1139153	1142415	3263	1	Mp1g01030	3597	0.66247450375031
chr1	1145477	1145689	213	*	tak1-ck-merge_peak_144	Distal Intergenic	2	1149319	1154570	5252	1	Mp1g01040	-3630	-0.665580991017953
chr1	1145943	1146065	123	*	tak1-ck-merge_peak_145	Distal Intergenic	2	1149319	1154570	5252	1	Mp1g01040	-3254	-0.62879748556671
chr1	1148153	1149714	1562	*	tak1-ck-merge_peak_146	Exon (Mp1g01040.1/Mp1g01040, exon 1 of 9)	2	1149319	1154570	5252	1	Mp1g01040	0	0
chr1	1154632	1154979	348	*	tak1-ck-merge_peak_147	Downstream (<=300bp)	2	1149319	1154570	5252	1	Mp1g01040	5313	0.800235789327354
chr1	1155238	1155390	153	*	tak1-ck-merge_peak_148	Distal Intergenic	2	1149319	1154570	5252	1	Mp1g01040	5919	0.840043330603494
chr1	1183988	1184736	749	*	tak1-ck-merge_peak_149	Promoter	2	1185752	1187221	1470	1	Mp1g01050	-1016	-0.304490527773488
chr1	1185046	1185211	166	*	tak1-ck-merge_peak_150	Promoter	2	1185752	1187221	1470	1	Mp1g01050	-541	-0.187802638718419
chr1	1195825	1196062	238	*	tak1-ck-merge_peak_151	Distal Intergenic	2	1193737	1194162	426	2	Mp1g01070	-1663	-0.425371166438941
chr1	1205419	1205714	296	*	tak1-ck-merge_peak_152	Exon (Mp1g01080.1/Mp1g01080, exon 1 of 14)	2	1197009	1205511	8503	2	Mp1g01080	0	0
chr1	1208482	1208784	303	*	tak1-ck-merge_peak_153	Exon (Mp1g01090.1/Mp1g01090, exon 1 of 5)	2	1208542	1213903	5362	1	Mp1g01090	0	0
chr1	1235661	1235796	136	*	tak1-ck-merge_peak_154	Promoter	2	1235811	1241404	5594	1	Mp1g01100	-15	-0.00646604224923168
chr1	1241590	1243529	1940	*	tak1-ck-merge_peak_155	Downstream (<=300bp)	2	1235811	1241404	5594	1	Mp1g01100	5779	0.831165633909443
chr1	1246088	1246428	341	*	tak1-ck-merge_peak_156	Distal Intergenic	2	1235811	1241404	5594	1	Mp1g01100	10277	1.05219358043347
chr1	1249912	1252006	2095	*	tak1-ck-merge_peak_157	Distal Intergenic	2	1235811	1241404	5594	1	Mp1g01100	14101	1.17900570756482
chr1	1252161	1253409	1249	*	tak1-ck-merge_peak_158	Distal Intergenic	2	1235811	1241404	5594	1	Mp1g01100	16350	1.23929947912689
chr1	1261358	1262320	963	*	tak1-ck-merge_peak_159	Distal Intergenic	2	1279114	1283588	4475	1	Mp1g01110	-16794	-1.25027358623225
chr1	1263374	1265130	1757	*	tak1-ck-merge_peak_160	Distal Intergenic	2	1279114	1283588	4475	1	Mp1g01110	-13984	-1.17562776436718
chr1	1267136	1267746	611	*	tak1-ck-merge_peak_161	Distal Intergenic	2	1279114	1283588	4475	1	Mp1g01110	-11368	-1.09229947657425
chr1	1268211	1269243	1033	*	tak1-ck-merge_peak_162	Distal Intergenic	2	1279114	1283588	4475	1	Mp1g01110	-9871	-1.03626949574282
chr1	1269413	1270339	927	*	tak1-ck-merge_peak_163	Distal Intergenic	2	1279114	1283588	4475	1	Mp1g01110	-8775	-0.990116766067904
chr1	1272968	1273569	602	*	tak1-ck-merge_peak_164	Distal Intergenic	2	1279114	1283588	4475	1	Mp1g01110	-5545	-0.815909650886775
chr1	1273764	1274295	532	*	tak1-ck-merge_peak_165	Distal Intergenic	2	1279114	1283588	4475	1	Mp1g01110	-4819	-0.764848357193411
chr1	1274424	1275427	1004	*	tak1-ck-merge_peak_166	Distal Intergenic	2	1279114	1283588	4475	1	Mp1g01110	-3687	-0.67089495352021
chr1	1277278	1279965	2688	*	tak1-ck-merge_peak_167	Exon (Mp1g01110.1/Mp1g01110, exon 1 of 1)	2	1279114	1283588	4475	1	Mp1g01110	0	0
chr1	1286329	1287214	886	*	tak1-ck-merge_peak_168	Distal Intergenic	2	1292252	1294805	2554	1	Mp1g01120	-5038	-0.780893108687079
chr1	1291524	1292798	1275	*	tak1-ck-merge_peak_169	Exon (Mp1g01120.1/Mp1g01120, exon 1 of 3)	2	1292252	1294805	2554	1	Mp1g01120	0	0
chr1	1293572	1294024	453	*	tak1-ck-merge_peak_170	Intron (Mp1g01120.1/Mp1g01120, intron 2 of 2)	2	1292252	1294805	2554	1	Mp1g01120	1320	0.3654879848909
chr1	1294206	1294736	531	*	tak1-ck-merge_peak_171	Exon (Mp1g01120.1/Mp1g01120, exon 3 of 3)	2	1292252	1294805	2554	1	Mp1g01120	1954	0.470410490975931
chr1	1303127	1304347	1221	*	tak1-ck-merge_peak_172	Exon (Mp1g01130.2/Mp1g01130, exon 1 of 5)	2	1295097	1303632	8536	2	Mp1g01130	0	0
