chr	abs_summit	pileup
chr1	810080	25
chr1	823547	16
chr1	831830	33
chr1	833680	40
chr1	836812	30
chr1	839939	21
chr1	840995	18
chr1	842594	21
chr1	854998	57
chr1	855943	24
chr1	856248	32
chr1	859493	51
chr1	867240	40
chr1	870618	19
chr1	872784	18
chr1	876128	23
chr1	883553	15
chr1	890731	31
chr1	893908	24
chr1	895442	26
chr1	902743	21
chr1	904560	34
chr1	908383	19
chr1	914922	27
chr1	916990	30
chr1	922770	16
chr1	934388	18
chr1	935391	18
chr1	936194	25
chr1	940611	17
chr1	951308	189
chr1	966725	25
chr1	970603	24
chr1	973646	19
chr1	990282	18
chr1	996343	19
chr1	1001826	19
chr1	1002404	25
chr1	1006896	32
chr1	1015793	24
chr1	1016668	26
chr1	1018492	20
chr1	1023912	27
chr1	1031277	49
chr1	1034668	24
chr1	1039587	30
chr1	1044774	16
chr1	1047194	37
chr1	1059896	17
chr1	1061184	21
chr1	1062503	14
chr1	1066966	26
chr1	1073587	56
chr1	1079522	36
chr1	1085033	18
chr1	1086839	13
chr1	1089965	16
chr1	1099357	16
chr1	1110390	16
chr1	1111285	13
chr1	1116341	46
chr1	1116974	28
chr1	1127019	18
chr1	1139947	41
chr1	1143579	40
chr1	1144035	53
chr1	1145764	27
chr1	1147732	36
chr1	1149230	31
chr1	1167754	18
chr1	1173189	30
chr1	1175460	47
chr1	1177617	47
chr1	1180541	34
chr1	1186169	39
chr1	1188290	23
chr1	1193471	18
chr1	1194219	33
chr1	1195332	56
chr1	1199916	18
chr1	1205658	18
chr1	1207237	25
chr1	1211137	14
chr1	1214232	14
chr1	1221697	22
chr1	1222568	11
chr1	1229515	14
chr1	1233199	27
chr1	1238568	17
chr1	1239065	39
chr1	1239944	21
chr1	1245614	29
chr1	1246813	25
chr1	1251506	38
chr1	1259078	16
chr1	1262088	43
chr1	1265911	21
chr1	1269062	41
chr1	1271301	15
chr1	1275055	45
chr1	1278341	20
chr1	1278839	20
chr1	1286404	30
chr1	1296807	42
chr1	1298621	33
chr1	1299557	50
chr1	1300690	42
chr1	1301905	41
chr1	1312690	37
chr1	1316795	25
chr1	1317527	18
chr1	1327865	24
chr1	1329323	15
chr1	1334428	15
chr1	1342813	32
chr1	1343854	156
chr1	1355899	23
chr1	1360543	55
chr1	1361283	30
chr1	1366768	23
chr1	1367515	35
chr1	1368844	32
chr1	1380984	27
chr1	1381396	22
chr1	1382804	26
chr1	1387546	156
chr1	1392988	23
chr1	1401748	24
chr1	1406711	42
chr1	1407190	32
chr1	1422557	22
chr1	1431070	28
chr1	1438138	52
chr1	1441269	53
chr1	1442256	31
chr1	1445840	17
chr1	1446652	25
chr1	1447309	18
chr1	1449272	19
chr1	1467586	15
chr1	1470115	25
chr1	1474099	20
chr1	1477084	46
chr1	1478729	17
chr1	1480990	19
chr1	1482188	13
chr1	1485921	24
chr1	1488598	40
chr1	1493333	23
chr1	1510192	18
chr1	1515805	25
chr1	1522524	19
chr1	1524321	25
chr1	1529372	21
chr1	1537126	36
chr1	1545549	23
chr1	1549042	43
chr1	1554783	14
chr1	1559584	14
chr1	1566405	18
chr1	1571781	18
chr1	1572083	14
chr1	1575055	15
chr1	1597570	23
chr1	1605632	28
chr1	1608307	29
chr1	1609738	41
chr1	1613513	30
chr1	1616711	32
chr1	1622700	19
chr1	1625410	32
chr1	1628498	26
chr1	1630828	37
chr1	1633486	25
chr1	1638373	32
chr1	1640853	44
chr1	1644095	16
chr1	1658212	17
chr1	1661949	15
chr1	1667747	17
chr1	1668735	23
chr1	1672683	29
chr1	1678617	21
chr1	1678946	45
chr1	1685286	29
chr1	1686078	36
chr1	1688590	16
chr1	1700292	17
chr1	1704749	23
chr1	1706234	29
chr1	1706950	24
chr1	1711530	27
chr1	1712173	17
chr1	1716016	22
chr1	1722555	38
chr1	1734496	26
chr1	1737422	27
chr1	1737887	31
chr1	1739939	46
chr1	1749796	17
chr1	1750467	16
chr1	1755416	20
chr1	1756084	20
chr1	1756446	33
chr1	1760578	19
chr1	1762326	14
chr1	1768160	16
chr1	1773885	23
chr1	1775054	58
chr1	1775483	28
chr1	1776245	33
chr1	1782225	44
chr1	1787987	27
chr1	1791312	43
chr1	1793361	17
chr1	1794801	23
chr1	1803863	40
chr1	1808597	31
chr1	1812223	18
chr1	1813214	52
chr1	1817228	21
chr1	1818252	43
chr1	1828905	35
chr1	1834556	15
chr1	1837187	22
chr1	1839821	41
chr1	1843835	50
chr1	1845417	36
chr1	1855202	18
chr1	1855640	17
chr1	1861705	25
chr1	1863346	21
chr1	1865705	38
chr1	1871499	167
chr1	1880292	21
chr1	1880877	27
chr1	1886612	18
chr1	1889397	23
chr1	1893485	16
chr1	1897232	16
chr1	1897778	48
chr1	1901321	28
chr1	1905177	34
chr1	1914813	32
chr1	1915340	21
chr1	1915982	30
chr1	1921998	18
chr1	1923451	35
chr1	1925293	26
chr1	1932889	40
chr1	1937940	46
chr1	1941611	20
chr1	1943342	24
chr1	1952403	10
chr1	1956060	22
chr1	1970538	22
chr1	1985450	16
chr1	1986775	13
chr1	1992716	25
chr1	1994663	22
chr1	1998248	21
chr1	2001041	21
chr1	2004665	46
chr1	2006419	40
chr1	2007414	28
chr1	2010167	20
chr1	2014250	21
chr1	2014936	31
chr1	2015925	35
chr1	2019157	22
chr1	2020400	16
chr1	2026396	35
chr1	2028311	22
chr1	2030452	13
chr1	2032666	38
chr1	2044613	29
chr1	2045522	12
chr1	2045773	25
chr1	2053786	30
chr1	2068531	17
chr1	2069991	24
chr1	2074016	28
chr1	2078918	22
chr1	2079659	37
chr1	2086735	26
chr1	2090944	33
chr1	2093380	20
chr1	2098582	17
chr1	2099302	15
chr1	2102022	46
chr1	2105449	17
chr1	2106346	33
chr1	2107898	32
chr1	2118102	22
chr1	2120885	20
chr1	2122429	36
chr1	2123493	23
chr1	2132252	26
chr1	2133058	14
chr1	2143871	20
chr1	2153740	19
chr1	2154578	24
chr1	2156872	24
chr1	2158363	22
chr1	2159785	30
chr1	2163727	34
chr1	2168172	29
chr1	2174452	47
chr1	2185299	22
chr1	2186445	22
chr1	2186987	27
chr1	2189844	22
chr1	2196128	16
chr1	2199216	23
chr1	2212126	26
chr1	2221035	17
chr1	2221529	20
chr1	2225233	35
chr1	2234937	21
chr1	2237742	20
chr1	2251760	12
chr1	2252068	16
chr1	2263617	33
chr1	2266474	19
chr1	2270272	31
chr1	2272047	36
chr1	2278059	29
chr1	2278663	36
chr1	2279095	23
chr1	2280341	47
chr1	2284348	47
chr1	2284650	35
chr1	2290920	22
chr1	2298314	22
chr1	2300828	20
chr1	2301242	55
chr1	2303364	28
chr1	2303847	43
chr1	2309591	27
chr1	2312268	17
chr1	2315974	17
chr1	2317434	43
chr1	2318328	18
chr1	2325191	30
chr1	2333578	28
chr1	2334730	18
chr1	2336489	21
chr1	2337325	34
chr1	2341075	28
chr1	2341852	48
chr1	2342341	24
chr1	2349830	53
chr1	2351250	38
chr1	2361286	40
chr1	2370973	27
chr1	2372805	35
chr1	2377364	25
chr1	2379790	18
chr1	2380975	22
chr1	2392965	18
chr1	2395743	30
chr1	2398291	38
chr1	2399013	39
chr1	2399902	27
chr1	2403396	56
chr1	2411828	182
chr1	2413321	190
chr1	2413840	138
chr1	2414966	117
chr1	2416146	145
chr1	2416657	152
chr1	2423445	20
chr1	2426268	22
chr1	2427088	19
chr1	2440050	17
chr1	2444026	33
chr1	2456123	23
chr1	2456516	32
chr1	2457044	47
chr1	2462513	46
chr1	2474931	21
chr1	2476646	28
chr1	2482044	21
chr1	2483499	24
chr1	2484263	31
chr1	2488796	35
chr1	2494435	19
chr1	2495449	16
chr1	2496122	21
chr1	2501998	21
chr1	2509535	21
chr1	2518280	34
chr1	2522517	22
chr1	2523177	14
chr1	2523495	17
chr1	2529078	33
chr1	2533057	45
chr1	2535526	26
chr1	2536481	18
chr1	2537994	25
chr1	2538883	27
chr1	2542010	25
chr1	2543101	43
chr1	2544602	23
chr1	2549388	31
chr1	2550198	20
chr1	2551748	16
chr1	2576948	17
chr1	2577246	17
chr1	2578844	30
chr1	2584289	28
chr1	2585759	12
chr1	2595025	21
chr1	2602235	25
chr1	2603185	34
chr1	2603934	22
chr1	2608557	46
chr1	2610671	29
chr1	2611280	30
chr1	2616309	20
chr1	2617701	18
chr1	2626198	34
chr1	2628123	40
chr1	2630518	42
chr1	2631429	25
chr1	2632244	35
chr1	2633623	20
chr1	2642077	30
chr1	2643347	33
chr1	2643965	30
chr1	2648865	22
chr1	2659093	57
chr1	2660378	43
chr1	2672036	17
chr1	2673162	31
chr1	2679330	23
chr1	2679955	19
chr1	2680384	26
chr1	2681770	18
chr1	2686004	23
chr1	2690919	25
chr1	2696239	21
chr1	2710039	10
chr1	2719660	34
chr1	2720624	14
chr1	2734292	16
chr1	2742510	17
chr1	2757310	28
chr1	2757952	21
chr1	2758260	21
chr1	2775639	21
chr1	2780508	26
chr1	2808031	25
chr1	2815670	32
chr1	2822406	31
chr1	2826652	23
chr1	2829947	45
chr1	2837540	49
chr1	2839043	31
chr1	2839364	38
chr1	2840671	29
chr1	2844061	30
chr1	2852172	15
chr1	2857324	16
chr1	2859467	49
chr1	2867387	20
chr1	2868407	28
chr1	2871010	17
chr1	2873465	26
chr1	2881655	26
chr1	2890056	25
chr1	2890650	32
chr1	2895064	29
chr1	2896138	24
chr1	2897384	26
chr1	2899858	18
chr1	2906099	15
chr1	2912046	21
chr1	2915230	27
chr1	2920988	19
chr1	2923705	40
chr1	2929945	19
chr1	2934248	17
chr1	2935917	28
chr1	2938512	45
chr1	2941557	29
chr1	2945408	30
chr1	2945765	22
chr1	2956764	29
chr1	2959385	38
chr1	2961987	29
chr1	2965143	44
chr1	2971386	48
chr1	2972627	20
chr1	2973623	43
chr1	2980429	26
chr1	2980834	21
chr1	2983453	36
chr1	2984857	40
chr1	2985674	54
chr1	2987555	34
chr1	2991357	18
chr1	2996052	23
chr1	2996696	38
chr1	2998642	30
chr1	3002878	24
chr1	3004385	33
chr1	3005681	48
chr1	3008778	25
chr1	3010770	20
chr1	3014016	41
chr1	3025627	24
chr1	3026969	23
chr1	3027686	54
chr1	3033690	29
chr1	3037622	17
chr1	3046894	19
chr1	3047567	39
chr1	3053627	37
chr1	3056297	20
chr1	3057738	20
chr1	3064807	27
chr1	3067146	18
chr1	3069257	36
chr1	3070749	22
chr1	3072287	19
chr1	3078103	18
chr1	3078957	16
chr1	3085702	10
chr1	3092540	18
chr1	3093091	34
chr1	3097159	19
chr1	3097725	21
chr1	3098504	21
chr1	3105223	37
chr1	3107305	24
chr1	3109611	23
chr1	3115591	25
chr1	3119011	39
chr1	3119901	27
chr1	3122830	35
chr1	3123553	23
chr1	3127728	30
chr1	3131456	14
chr1	3143299	23
chr1	3144634	20
chr1	3146362	18
chr1	3154409	23
chr1	3157542	19
chr1	3159806	23
chr1	3161152	29
chr1	3161690	20
chr1	3168144	33
chr1	3171622	25
chr1	3172244	11
chr1	3191462	22
chr1	3196211	52
chr1	3197729	45
chr1	3204271	44
chr1	3206111	24
chr1	3209314	32
chr1	3213752	27
chr1	3214724	14
chr1	3218922	22
chr1	3222449	54
chr1	3223878	22
chr1	3224793	24
chr1	3225984	24
chr1	3229623	36
chr1	3233701	49
chr1	3237042	15
chr1	3240229	14
chr1	3247327	18
chr1	3248704	23
chr1	3253712	18
chr1	3261154	43
chr1	3266096	14
chr1	3275752	18
chr1	3276583	33
chr1	3278123	25
chr1	3280381	20
chr1	3287712	17
chr1	3290938	14
chr1	3305481	17
chr1	3311108	17
chr1	3311665	18
chr1	3313745	39
chr1	3316777	21
chr1	3321860	32
chr1	3325783	25
chr1	3328903	42
chr1	3333582	28
chr1	3334650	23
chr1	3335102	33
chr1	3336705	31
chr1	3337663	49
chr1	3338141	23
chr1	3344742	21
chr1	3345701	17
chr1	3349190	18
chr1	3358096	20
chr1	3358553	30
chr1	3359626	23
chr1	3368899	26
chr1	3369424	24
chr1	3370335	22
chr1	3372047	27
chr1	3372951	19
chr1	3376133	19
chr1	3381943	33
chr1	3389980	20
chr1	3392374	32
chr1	3392868	25
chr1	3393278	23
chr1	3398402	29
chr1	3408061	28
chr1	3414154	42
chr1	3415512	25
chr1	3418790	24
chr1	3426180	28
chr1	3427224	27
chr1	3427760	28
chr1	3437829	19
chr1	3439122	18
chr1	3461866	17
chr1	3473303	15
chr1	3476935	30
chr1	3480349	45
chr1	3488817	16
chr1	3495817	19
chr1	3498351	19
chr1	3499928	23
chr1	3502845	25
chr1	3510070	27
chr1	3517548	26
chr1	3518255	53
chr1	3519335	28
chr1	3520473	23
chr1	3523255	46
chr1	3527269	45
chr1	3529397	41
chr1	3531365	26
chr1	3532016	28
chr1	3532380	28
chr1	3533114	31
chr1	3538429	30
chr1	3542754	20
chr1	3547952	29
chr1	3551687	20
chr1	3563702	24
chr1	3572002	19
chr1	3577195	23
chr1	3577918	23
chr1	3581548	39
chr1	3585787	28
chr1	3587360	24
chr1	3588054	16
chr1	3600319	37
chr1	3608506	35
chr1	3609944	19
chr1	3610324	67
chr1	3618264	45
chr1	3618791	16
chr1	3635784	44
chr1	3648373	22
chr1	3649840	54
chr1	3650264	26
chr1	3651611	32
chr1	3662103	22
chr1	3663089	25
chr1	3671674	15
chr1	3678433	29
chr1	3680789	18
chr1	3681715	31
chr1	3685705	18
chr1	3687134	30
chr1	3693808	23
chr1	3696750	23
chr1	3702601	20
chr1	3703917	47
chr1	3711854	34
chr1	3715088	45
chr1	3715816	32
chr1	3717566	22
chr1	3723057	18
chr1	3725903	21
chr1	3736465	31
chr1	3739738	19
chr1	3756399	22
chr1	3757588	17
chr1	3759653	28
chr1	3762236	20
chr1	3775959	23
chr1	3780185	16
chr1	3782345	21
chr1	3782749	21
chr1	3788374	30
chr1	3792620	25
chr1	3795910	32
chr1	3798498	25
chr1	3811402	16
chr1	3811768	20
chr1	3815908	18
chr1	3816222	19
chr1	3822721	26
chr1	3823191	41
chr1	3825976	31
chr1	3828344	17
chr1	3831612	15
chr1	3835980	24
chr1	3837993	20
chr1	3839356	15
chr1	3851483	27
chr1	3853962	22
chr1	3859990	24
chr1	3864460	27
chr1	3869183	160
chr1	3879128	189
chr1	3885412	21
chr1	3890312	20
chr1	3893122	20
chr1	3893502	31
chr1	3900153	44
chr1	3903393	23
chr1	3904156	28
chr1	3906335	54
chr1	3908634	58
chr1	3912750	31
chr1	3915569	21
chr1	3917924	24
chr1	3925849	19
chr1	3926588	18
chr1	3926988	39
chr1	3927354	24
chr1	3934100	20
chr1	3944462	32
chr1	3945209	16
chr1	3945889	36
chr1	3952233	37
chr1	3952590	27
chr1	3954349	38
chr1	3958815	27
chr1	3962391	30
chr1	3966785	34
chr1	3967169	47
chr1	3968383	18
chr1	3977276	24
chr1	3979576	24
chr1	3983131	17
chr1	3993561	23
chr1	3996823	22
chr1	3997352	19
chr1	3997723	22
chr1	4005880	13
chr1	4006770	22
chr1	4007329	20
chr1	4011356	19
chr1	4022905	28
chr1	4024496	41
chr1	4026526	28
chr1	4027757	23
chr1	4031192	16
chr1	4032790	19
chr1	4038982	19
chr1	4040402	31
chr1	4042944	48
chr1	4043993	28
chr1	4052683	38
chr1	4057707	18
chr1	4058744	19
chr1	4060726	24
chr1	4069113	20
chr1	4071050	41
chr1	4081566	16
chr1	4084180	28
chr1	4094043	20
chr1	4095231	46
chr1	4098458	39
chr1	4099820	33
chr1	4100120	22
chr1	4101755	21
chr1	4107467	19
chr1	4109254	25
chr1	4116562	34
chr1	4117371	35
chr1	4118770	23
chr1	4126315	40
chr1	4129729	131
chr1	4130790	36
chr1	4142448	40
chr1	4143529	19
chr1	4147206	29
chr1	4151743	33
chr1	4165478	23
chr1	4167424	28
chr1	4167792	30
chr1	4171200	38
chr1	4178283	37
chr1	4185783	21
chr1	4189280	29
chr1	4190781	51
chr1	4192693	22
chr1	4195701	36
chr1	4197958	19
chr1	4201316	26
chr1	4205817	19
chr1	4207139	27
chr1	4212057	57
chr1	4226443	12
chr1	4230599	20
chr1	4233147	18
chr1	4238202	34
chr1	4240133	49
chr1	4245181	15
chr1	4249838	19
chr1	4258056	35
chr1	4264040	31
chr1	4264402	28
chr1	4266553	48
chr1	4272539	15
chr1	4273287	27
chr1	4279139	17
chr1	4282744	35
chr1	4288539	49
chr1	4289494	20
chr1	4293698	23
chr1	4298993	14
chr1	4300323	23
chr1	4304197	16
chr1	4311163	17
chr1	4311748	14
chr1	4317521	28
chr1	4319635	23
chr1	4320949	42
chr1	4321616	46
chr1	4324091	24
chr1	4325768	27
chr1	4326981	23
chr1	4332507	22
chr1	4332798	26
chr1	4333121	22
chr1	4339376	22
chr1	4348868	73
chr1	4357061	13
chr1	4364704	17
chr1	4368617	55
chr1	4369249	17
chr1	4369813	28
chr1	4370167	28
chr1	4376792	16
chr1	4391083	40
chr1	4397200	14
chr1	4398480	19
chr1	4399370	24
chr1	4401388	25
chr1	4403076	33
chr1	4408254	34
chr1	4417132	17
chr1	4424900	43
chr1	4426923	25
chr1	4427803	25
chr1	4429623	36
chr1	4430937	38
chr1	4436641	20
chr1	4438987	16
chr1	4446857	17
chr1	4451996	14
chr1	4453865	16
chr1	4455314	21
chr1	4464724	17
chr1	4465592	27
chr1	4469089	20
chr1	4473533	29
chr1	4479074	18
chr1	4495872	44
chr1	4498564	17
chr1	4501839	57
chr1	4502782	16
chr1	4508452	31
chr1	4517111	19
chr1	4524362	25
chr1	4525761	18
chr1	4532231	19
chr1	4532829	27
chr1	4535060	34
chr1	4544835	10
chr1	4553813	13
chr1	4557976	21
chr1	4562210	35
chr1	4566319	32
chr1	4567101	18
chr1	4572792	42
chr1	4576996	33
chr1	4577894	25
chr1	4578554	20
chr1	4588957	18
chr1	4591403	21
chr1	4597969	23
chr1	4599474	21
chr1	4615157	12
chr1	4617746	21
chr1	4630229	22
chr1	4636479	35
chr1	4639847	18
chr1	4642568	26
chr1	4642902	51
chr1	4647501	32
chr1	4650332	23
chr1	4651987	29
chr1	4659144	15
chr1	4659691	30
chr1	4664365	15
chr1	4665822	25
chr1	4670026	29
chr1	4678774	56
chr1	4681796	34
chr1	4682612	31
chr1	4689862	43
chr1	4697532	28
chr1	4698928	21
chr1	4702210	35
chr1	4707973	14
chr1	4708848	46
chr1	4713507	25
chr1	4714769	29
chr1	4723081	17
chr1	4726203	19
chr1	4728972	19
chr1	4730624	15
chr1	4731925	29
chr1	4732996	24
chr1	4734297	14
chr1	4737747	18
chr1	4742670	31
chr1	4744316	42
chr1	4752322	22
chr1	4754513	28
chr1	4756211	24
chr1	4764310	32
chr1	4767657	19
chr1	4771350	29
chr1	4776940	18
chr1	4780873	23
chr1	4782655	41
chr1	4783868	23
chr1	4788822	35
chr1	4797860	14
chr1	4798542	14
chr1	4799446	16
chr1	4808071	31
chr1	4809673	46
chr1	4812752	29
chr1	4818543	23
chr1	4819341	25
chr1	4820380	22
chr1	4822434	47
chr1	4829875	22
chr1	4832168	23
chr1	4839650	14
chr1	4843315	19
chr1	4844167	18
chr1	4849054	17
chr1	4852037	20
chr1	4852344	21
chr1	4855881	33
chr1	4861418	35
chr1	4862618	28
chr1	4864133	20
chr1	4869125	26
chr1	4878439	33
chr1	4879209	18
chr1	4880241	24
chr1	4881983	30
chr1	4887980	40
chr1	4892796	42
chr1	4893589	19
chr1	4904016	37
chr1	4907310	15
chr1	4913275	24
chr1	4913774	18
chr1	4915158	18
chr1	4916327	22
chr1	4920737	44
chr1	4932059	41
chr1	4932945	17
chr1	4934893	22
chr1	4936637	16
chr1	4940704	44
chr1	4952344	14
chr1	4957502	46
chr1	4960136	26
chr1	4964317	20
chr1	4979646	17
chr1	4984639	22
chr1	4985094	19
chr1	4987220	18
chr1	4991315	26
chr1	4993837	27
chr1	5002009	45
chr1	5004143	17
chr1	5004972	20
chr1	5015778	49
chr1	5022577	45
chr1	5025097	22
chr1	5033521	19
chr1	5035810	20
chr1	5036643	32
chr1	5045336	31
chr1	5046732	24
chr1	5062319	26
chr1	5067267	53
chr1	5069187	28
chr1	5070784	21
chr1	5073293	23
chr1	5073916	46
chr1	5079979	34
chr1	5083852	43
chr1	5084925	34
chr1	5092666	18
chr1	5093687	14
chr1	5098512	18
chr1	5100851	30
chr1	5104776	26
chr1	5107082	16
chr1	5113993	47
chr1	5114437	20
chr1	5114770	30
chr1	5125801	23
chr1	5127633	21
chr1	5145051	20
chr1	5148868	32
chr1	5151504	31
chr1	5156020	64
chr1	5156793	82
chr1	5157420	36
chr1	5158716	37
chr1	5166671	19
chr1	5167004	22
chr1	5170463	20
chr1	5175613	17
chr1	5176121	22
chr1	5178194	22
chr1	5180030	17
chr1	5181356	19
chr1	5181819	20
chr1	5185064	42
chr1	5188057	22
chr1	5195428	35
chr1	5201193	21
chr1	5204212	28
chr1	5205666	36
chr1	5215344	28
chr1	5215870	21
chr1	5217543	31
chr1	5218921	21
chr1	5221227	47
chr1	5222812	30
chr1	5223689	32
chr1	5225606	27
chr1	5239598	15
chr1	5240824	22
chr1	5242656	28
chr1	5248271	15
chr1	5251868	41
chr1	5261011	27
chr1	5264136	29
chr1	5269370	22
chr1	5276297	61
chr1	5280697	37
chr1	5282769	20
chr1	5285258	30
chr1	5287807	15
chr1	5294889	16
chr1	5298407	21
chr1	5298860	22
chr1	5299241	28
chr1	5301330	39
chr1	5312770	14
chr1	5314792	20
chr1	5316682	32
chr1	5318441	40
chr1	5318896	45
chr1	5322113	33
chr1	5324426	45
chr1	5328565	36
chr1	5329957	43
chr1	5330717	28
chr1	5331985	24
chr1	5332616	43
chr1	5342415	12
chr1	5343640	19
chr1	5352539	17
chr1	5356273	24
chr1	5358473	18
chr1	5369686	34
chr1	5372449	28
chr1	5373914	38
chr1	5374466	50
chr1	5382641	15
chr1	5386473	33
chr1	5389260	26
chr1	5393121	26
chr1	5403692	14
chr1	5407201	22
chr1	5409048	33
chr1	5420063	23
chr1	5429611	28
chr1	5432985	28
chr1	5433365	28
chr1	5437276	36
chr1	5441917	16
chr1	5449811	22
chr1	5457495	23
chr1	5464753	14
chr1	5467020	15
chr1	5469466	17
chr1	5480624	24
chr1	5483466	45
chr1	5485514	25
chr1	5491631	43
chr1	5492085	40
chr1	5493214	28
chr1	5495550	19
chr1	5496105	14
chr1	5515337	35
chr1	5518035	36
chr1	5527734	53
chr1	5529401	30
chr1	5529814	36
chr1	5534361	43
chr1	5535225	24
chr1	5537906	36
chr1	5542927	23
chr1	5548967	22
chr1	5550505	46
chr1	5554472	47
chr1	5557721	99
chr1	5560242	22
chr1	5562563	24
chr1	5563906	39
chr1	5564964	38
chr1	5566166	17
chr1	5571010	20
chr1	5573137	20
chr1	5575658	22
chr1	5578824	30
chr1	5581847	43
chr1	5585679	27
chr1	5590866	26
chr1	5591562	19
chr1	5593136	34
chr1	5600902	18
chr1	5601311	31
chr1	5604167	32
chr1	5619612	20
chr1	5620305	34
chr1	5621727	47
chr1	5624127	28
chr1	5624668	28
chr1	5626738	25
chr1	5628940	20
chr1	5632710	18
chr1	5633120	16
chr1	5634854	23
chr1	5640420	24
chr1	5641148	19
chr1	5641479	24
chr1	5647527	32
chr1	5649063	23
chr1	5651937	17
chr1	5654393	21
chr1	5655106	23
chr1	5662522	37
chr1	5667647	32
chr1	5668775	23
chr1	5685162	41
chr1	5696244	16
chr1	5707442	47
chr1	5708065	22
chr1	5716253	26
chr1	5719766	20
chr1	5721251	37
chr1	5727487	27
chr1	5731835	33
chr1	5733052	32
chr1	5733692	23
chr1	5742733	17
chr1	5743360	17
chr1	5754527	12
chr1	5759245	20
chr1	5765537	190
chr1	5773425	35
chr1	5774780	18
chr1	5775275	24
chr1	5775821	36
chr1	5779941	31
chr1	5782068	32
chr1	5782443	73
chr1	5789082	20
chr1	5791764	16
chr1	5798671	16
chr1	5803496	30
chr1	5804157	58
chr1	5805808	22
chr1	5815338	35
chr1	5817513	28
chr1	5824665	14
chr1	5831145	10
chr1	5832897	13
chr1	5837242	18
chr1	5838616	16
chr1	5846040	33
chr1	5854305	21
chr1	5857124	60
chr1	5867666	17
chr1	5872420	28
chr1	5874855	21
chr1	5879597	25
chr1	5883256	24
chr1	5884814	54
chr1	5887514	34
chr1	5889105	31
chr1	5889568	23
chr1	5903642	17
chr1	5907987	17
chr1	5909977	18
chr1	5920153	17
chr1	5921192	43
chr1	5922233	16
chr1	5922600	37
chr1	5928021	19
chr1	5929036	24
chr1	5930367	22
chr1	5937409	21
chr1	5940251	22
chr1	5945406	71
chr1	5946702	24
chr1	5959506	39
chr1	5967513	34
chr1	5972415	30
chr1	5973344	20
chr1	5974634	22
chr1	5979590	27
chr1	5981871	38
chr1	5986104	41
chr1	5987047	37
chr1	5987457	29
chr1	5989524	34
chr1	5993540	32
chr1	6000593	26
chr1	6001067	41
chr1	6001708	16
chr1	6002739	22
chr1	6008587	54
chr1	6012255	23
chr1	6013574	21
chr1	6014645	26
chr1	6019148	32
