peak	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16
chr1.10762600.10762683	9.11038683890385	9.10065546908818	9.06992805276538	9.1186320658549	8.93792464328747	8.88379986021566	8.91847134454003	8.90323468406788	9.0763348206987	9.16913088361772	9.14243568320402	9.11010639344803	8.57864132728407	8.49772261253616	8.59468646433519	8.40553800621677
chr1.11327155.11327398	8.95186610579378	8.93710755000559	8.86892810230678	8.91661577308431	9.88203663305538	9.84410464103284	9.84327065475121	9.8457951181989	9.92603165830092	9.92851250516021	9.8781403203418	9.93724379751099	9.94478942776115	9.84917021151947	9.80956384290165	9.86171893882926
chr1.11663556.11663683	8.26480174492026	8.39451873978851	8.38188510325404	8.47788765412487	8.56571356512444	8.52395179785	8.58802966801607	8.56655573302134	8.39089281282688	8.39562787235112	8.43543083611884	8.46210375812412	9.15822143062334	9.17401103234777	9.24719920506629	9.22575583884163
chr1.11746122.11746184	8.88380722106474	9.00216810935935	8.91655438273959	8.99949748058793	8.7570497136043	8.74420208820019	8.70450518788315	8.71140616185975	8.98196351636843	8.99348345423325	8.88725925546557	8.86673363664283	8.89520936555328	8.83892250506339	8.94360856300164	8.80689245052444
chr1.12640309.12640394	9.0903597760596	9.10698225744157	9.06992805276538	9.19064958158135	8.93792464328747	8.97102285595418	9.03936379076471	8.9214349462933	9.057487038911	9.05797119822069	9.03338607475001	9.05855581234427	8.88884292520607	8.82558140004805	9.03707739524083	9.00604474920027
chr1.13090121.13090213	9.17118294362688	9.09106442834488	9.24962506852874	9.12489247057032	8.93792464328747	8.97102285595418	9.02538802691078	9.07641353690737	9.03813354487854	9.09469475562286	8.97684489499655	8.99576988327331	8.88884292520607	8.94125152507377	9.03707739524083	9.04341805802418
chr1.14769621.14769994	9.36042863527055	9.319060468088	9.23004907231632	9.34505385410101	9.80343564458887	9.78597584726458	9.7170160057518	9.76514995744957	9.41713981533902	9.34473505438268	9.28867364645344	9.24437450412403	9.75425741572222	9.68186699176095	9.65780134008969	9.74175438235657
chr1.15313615.15314024	9.39219546756778	9.26889275956741	9.26560285278688	9.470721923467	10.728570787523	10.7053807012446	10.8584068354098	10.743309233794	9.04787584279432	9.0009532565652	8.89850281232869	8.92650881142778	10.7779669633776	10.7093522106229	10.5064219074571	10.6252801444243
chr1.15712491.15712790	9.75931824947487	9.70949828874879	9.71023657951014	9.64434772393778	9.79964527101636	9.91425414340537	9.7257452138754	9.82979347429472	9.78626244852977	9.82107099794734	9.85197110054889	9.77614751163703	8.62695583528839	8.58192539795241	8.70230493607363	8.50837138819455
chr1.16826269.16826578	9.71463135575332	9.73884391466151	9.76724953586814	9.78740370892827	9.36583704566263	9.30834118563853	9.42059245971464	9.28480316209078	9.59329360343621	9.59402492231656	9.68088261111758	9.68612731698737	9.39466101135982	9.43146900387324	9.40257172481884	9.47509386614999
chr1.17091174.17091880	10.389322544577	10.4103987269154	10.4064431283417	10.4006865073585	10.4250405406773	10.4136315723358	10.3711789720646	10.4812910754878	8.69098217469047	8.57573480349351	8.67283314075689	8.51202310532818	8.55139056550662	8.58192539795241	8.68001146669	8.47966655064202
chr1.17531699.17531796	8.97619500924496	9.04799985983469	8.85214148609852	8.90383186786638	9.16597315034739	9.17712811206147	9.26177815654963	9.23672027937686	8.93219133752836	8.86029150614412	9.02884789833402	8.89737230329594	9.11368379224109	9.21307101536793	9.12662572773575	9.13097968850627
chr1.17702430.17702582	9.17846408338744	9.22112259461519	9.17900455822615	9.33053250437993	8.97205631682284	8.9555660993382	9.09696883173845	9.1043797321151	9.22017780054518	9.20671185229425	9.16553094031182	9.20111112584208	9.06638046490425	9.13295803683152	9.2652035897838	8.99745715101633
chr1.17756834.17757032	9.0903597760596	9.22112259461519	9.0494123846436	8.9691616565158	9.26198363116509	9.2399370423687	9.04852972075779	9.00531959989749	9.25433986755022	9.3917515171453	9.15020931337942	9.16999677968256	9.17958151255215	9.14549971359352	9.06434116784385	8.91954177370757
chr1.20272123.20272856	8.91616290083596	8.89546327060488	8.86892810230678	8.85443479651354	11.0135218563584	10.9647560378908	11.1470645010273	11.1277259697938	10.6535967307514	10.6801478768556	10.6850909830822	10.6838190572138	11.202457124479	11.1319820551793	10.9850508588904	11.12586296365
chr1.20633139.20633301	9.19638590325962	9.24799095139754	9.26243090003539	9.251496689226	8.88018883139959	8.91796980663498	8.84166091504424	8.95205011834018	9.18456027459376	9.14510067574682	9.18797754842294	9.1899339062518	9.0052109482185	8.98407962973351	9.0832056771859	8.96650250116535
chr1.20967453.20967565	8.91616290083596	8.94907376672211	8.85214148609852	8.89950957939745	9.1803924176106	9.2399370423687	9.15046046057577	9.07641353690737	9.0947115915265	9.03712826684224	8.98174172133429	8.95433419237269	9.09980423542674	9.12021047405256	9.13013488438776	9.13813521386036
chr1.21098103.21098373	8.73846047036713	8.70629417601783	8.65206615551736	8.72156684815423	9.97868533628849	10.0790029482165	10.0277754793805	10.1045101264911	10.0209278834558	9.92155606575031	10.0386298462654	10.0000421909258	9.23657983010486	9.2467201576173	9.30582009008486	9.18648710247314
chr1.21253665.21253781	9.22083761479426	9.36657565189844	9.22342175289184	9.22438542528014	8.92271413980457	8.84750133522071	9.03007760172528	8.98126554916057	9.19660480543904	9.20953256944118	9.07297844436776	9.23109249340492	8.96684110751476	8.96834814669442	9.07571794342398	8.90970955321726
chr1.21269778.21270154	8.83160035445114	8.78108521754527	8.86892810230678	8.84497479269208	10.728570787523	10.6550038264048	10.7631277085524	10.7696709430724	8.83222075933411	8.93045898908017	8.9203756947073	8.83434972643894	10.7851732733665	10.796552190639	10.5433840382336	10.7035958180307
chr1.22243517.22243980	10.1354998962935	10.1263651247233	10.127174112448	10.1474714867841	10.1068142063576	9.97871206640825	9.97816728214258	10.0031726490502	10.070016769045	10.1657469554407	9.9908588569622	10.1154685276933	9.55826345094433	9.48954277312308	9.57100028454525	9.47994990790657
chr1.22303998.22304363	9.72699826065603	9.90885120085059	9.91617674804875	9.91853337914095	9.43803470491204	9.35639615601344	9.37576037855976	9.17640775752467	9.86030779032127	9.78552807358833	9.66312233620376	9.88224328174725	9.09980423542674	8.99944751833761	9.02101399263671	9.16267765273024
chr1.22684387.22684634	8.68386886689948	8.80701169189108	8.60545721206259	8.74540866836208	9.51516084609562	9.41388305895645	9.42641360154344	9.42239083530153	8.99774702637722	9.01927701204278	8.97191142848061	9.05521048551798	9.32622823626771	9.26125803518772	9.40257172481884	9.21287193105211
chr1.23135201.23135576	9.78295988020204	9.79531562291018	9.75181117605779	9.7764244029939	9.31845812550546	9.1655263007431	9.37269427272707	9.33560201236386	9.53975524884683	9.63980016375661	9.75742291352645	9.76528514623902	9.54135195450469	9.53097288567721	9.46674436625169	9.51563500121211
chr1.23410620.23410696	9.3028320964367	9.30182315526839	9.17900455822615	9.27258375230364	8.97678869664406	8.89540877217808	9.0439615198495	9.08702425422428	9.23171901138197	9.29005845641729	9.26879069517923	9.22841088543227	8.96684110751476	9.07154697448236	9.13362821507582	9.0102982839827
chr1.23778077.23778192	8.78053030499641	8.80193097084723	8.77266991225274	8.78441496596649	9.0567721983975	9.0569760545935	9.15837309443716	9.0510400953291	9.21629514509701	9.27714925545691	9.19532385227728	9.24437450412403	9.15822143062334	9.13716102608495	9.16102737443902	9.13097968850627
chr1.24797299.24797440	9.16751750239966	9.17045776228228	9.1207443728153	9.13726306360933	8.77077999539599	8.75180151019829	8.75966224029811	8.71806808262884	9.12582855315955	9.05453925254855	9.11459996760496	9.14361184882918	9.2206894840411	9.2054062170973	9.19076558932938	9.28143103996144
chr1.24960315.24960444	9.31526644322773	9.41617808279085	9.32081973064763	9.38729232189237	9.00449715744972	9.04793274581245	9.03936379076471	9.04734142071894	9.27274539888069	9.34232023238488	9.3849143450052	9.39877133984572	9.02619811839674	8.92441927478301	9.17768370395257	8.84700717998989
chr1.25273085.25273156	8.88932368946437	9.0307263891939	8.82297995823006	8.85443479651354	8.96248761446614	8.9450514735102	8.9129054427076	8.93473928822097	9.03813354487854	9.0228839758543	8.97191142848061	8.86673363664283	9.0364587376594	9.12448310574568	9.09429738506818	8.94813371699877
chr1.25808932.25809058	8.51680642710233	8.5014458928124	8.53904881342457	8.44938142461073	9.18750669208025	9.1090074188919	9.2823818701216	9.25968164740322	8.53198444471683	8.50346609042732	8.4555431213266	8.47570303826047	9.2166694510067	9.12873217692086	9.07947130843546	9.35333874350807
chr1.25967356.25967482	9.0399549206082	9.26371459434515	9.21674164535528	9.19921356130161	9.2119306712381	9.3374780365481	9.31240900439894	9.21012175760675	9.20847512157704	9.30781989309297	9.26543232478022	9.20111112584208	8.99986221673695	8.82558140004805	9.06815314990679	8.84145593479524
chr1.26076994.26077082	9.02233319530457	9.02369652839944	9.10547115655665	9.05981724694745	8.7841330582459	8.88963294235865	8.94557306910029	8.88921334507997	9.0947115915265	9.15117690764339	9.04682804392115	9.00663713020536	8.92001845297196	9.00950197338974	8.98343888168208	8.86333567499537
chr1.26572276.26572464	9.20344612981629	9.30430609316458	9.25605182016558	9.16143250390933	9.14009421390545	9.01055657126125	9.04852972075779	9.11798252860601	9.04787584279432	9.28491753435871	9.20982225827355	9.2390866260165	8.92001845297196	8.9356910063027	9.02506458597764	8.82445432636347
chr1.27367182.27367440	8.7235472928748	8.6737703781311	8.64321361882161	8.5927810213691	8.50102056479772	8.52395179785	8.53814188778908	8.56655573302134	8.53198444471683	8.57573480349351	8.58355688025796	8.53350012165624	9.50960007648841	9.5655615465781	9.4227757555452	9.43535636376583
chr1.28009912.28010051	9.4090807378095	9.36193332378638	9.34720063824402	9.43646866241716	9.0567721983975	9.01055657126125	9.13844050626167	8.97717097072582	9.27274539888069	9.34473505438268	9.33651336080689	9.48574703392105	9.15387996476638	9.04832015756492	9.19076558932938	9.18312842504413
chr1.28550992.28551148	9.3275308136643	9.40290641103151	9.26243090003539	9.24075586847441	9.52989618846311	9.37798786577329	9.46062348372943	9.49758916211889	9.22404251816138	9.21514540916268	9.11863855111262	9.19554156011612	8.82811511432505	8.87092668599574	8.94360856300164	8.85794554705185
chr1.28552432.28552808	10.0715605349702	10.10886833409	10.0022261471717	10.0968463518646	10.1242772308104	9.96468701299804	10.0930346649165	10.1235580805132	10.0921544761015	10.2248308753876	9.99421483981518	9.97557764895393	8.75133886392324	8.76851597785685	8.8862372238711	8.76339932820478
chr1.28804063.28804245	9.53944246491991	9.57975200983691	9.53534959619037	9.68618075697725	9.59599253114458	9.72902972476086	9.63750570089596	9.58981436960876	9.55881069148042	9.73249203165676	9.56470020346431	9.53331608919585	8.57864132728407	8.52882751128817	8.78167949886114	8.37972759971114
chr1.28804312.28804462	9.00425280003573	9.10382548443615	8.99310308135663	8.89950957939745	9.13254097392548	9.12147001828471	9.05757959009213	9.01703419487688	9.02326313820145	9.05797119822069	9.04237564558173	8.99576988327331	8.48693817444833	8.51376610942671	8.71653880057886	8.62737041891255
chr1.29278785.29278870	9.06977997358761	9.08134853043069	9.07797506001756	9.07994416132389	9.03112168134315	9.00573978724287	9.0439615198495	9.0510400953291	9.08097190425126	9.0228839758543	9.08571040462776	9.11010639344803	8.75133886392324	8.81878422515185	8.90109765240507	8.85250320461551
chr1.29877288.29877375	8.88932368946437	8.88677742918075	9.02398935768995	9.04260652256037	8.74290967436994	8.72861598441836	8.9129054427076	8.86011823356965	8.89667063977693	8.86493253044176	9.04682804392115	9.05184953811818	8.79878898190023	8.82558140004805	8.81123797561354	8.84700717998989
chr1.30120564.30120663	8.84954964883761	8.77573505000322	8.74545522068806	8.78441496596649	9.10156526435239	9.14979024665645	8.96644836589777	8.97717097072582	8.82534509935014	8.95082416186778	8.92572340210794	8.762965013547	8.96117296697985	9.05302571642523	8.925075901725	8.83018124610734
chr1.30400543.30400712	8.88380722106474	8.96468748515528	8.99310308135663	8.92913755591361	9.22557065957786	9.07910238292344	9.19680529038915	9.20106360401033	9.02326313820145	9.09143062409768	8.95179521113957	9.00663713020536	9.25987120330879	9.26485447086043	9.36081915578949	9.36433333005592
chr1.30566709.30566971	9.6102873101236	9.53594238331445	9.55420788496662	9.633630290651	8.69762333592017	8.6870524487925	8.62082292435583	8.64607928130801	9.79280094664104	9.63260751607457	9.66535836998668	9.76995330183071	8.52121861478567	8.49772261253616	8.56428185950041	8.67787000362034
chr2.700172.700388	8.73106557043305	8.89113634094321	8.82297995823006	8.77358767428121	8.72832233715196	8.65048985416655	8.66950908928363	8.67643044563469	9.35943386310519	9.38253611135709	9.22407161733875	9.37857539076441	9.10445907805259	8.94125152507377	9.06434116784385	9.01872710901725
chr2.721479.721600	9.15268507026135	9.08134853043069	9.18946999080007	9.23261030325089	8.93289564505677	8.84121666998529	8.95609545914879	9.00531959989749	9.13449181952442	9.04762578164991	9.12265596387016	9.16129880904363	8.93205464101406	9.02431268567072	9.06434116784385	9.07506234787089
chr2.1060028.1060353	8.93171492083142	8.96468748515528	8.9654517334596	8.91238435866375	9.67316296188675	9.74407447688489	9.77048131797794	9.71276380806469	9.31192432140706	9.37556463380163	9.3549623038452	9.37174556276222	9.70422311984705	9.68887909241943	9.79563246286596	9.76789393693578
chr2.2031718.2031812	8.83764923051786	8.81204306572979	8.7792399624912	8.82058255642344	9.03112168134315	9.0569760545935	8.94024583718215	9.00136970068193	8.83900994685754	8.95082416186778	8.9203756947073	8.88878118190093	9.02101077554971	8.81189844527578	8.91080286006208	8.90473301236313
chr2.2723335.2723654	9.98948822410804	9.95241166722557	9.94774490639962	9.92962770494644	10.1500190374529	10.1612405268187	10.0786519039393	10.171756795838	9.41713981533902	9.39860439611695	9.33651336080689	9.27543512780204	10.2628046010839	10.2136301409782	10.188398635305	10.2892899975215
chr2.2782017.2782083	8.80027923582355	8.79161575286277	8.79844491157397	8.73364463084853	8.94291370021149	8.99600274712797	8.96129262066677	8.92590154454156	9.01317023427195	9.01565116153833	8.86997790578533	8.84846056767951	8.90150819318272	9.02918015222085	8.96603738696778	8.90970955321726
chr2.3338264.3338388	9.2806437903536	9.3239251823762	9.26560285278688	9.28036113444298	9.28753127478667	9.31162560916989	9.28914321693042	9.27093640428827	9.28360447300337	9.28233575293993	9.30811757197834	9.22302189231257	8.82093549887398	8.85194510787689	8.90109765240507	8.91464549997435
chr2.4184359.4184687	9.36920021575162	9.32634773636614	9.26243090003539	9.27258375230364	9.73720037860601	9.71377780963378	9.75364973073142	9.73576827869513	9.456746130558	9.53631219860661	9.45315131840475	9.47554565982446	9.75890721548039	9.64610929757401	9.62351995556452	9.70916454468473
chr2.4958256.4958331	8.7001877013308	8.80701169189108	8.85779279573858	8.8951557524992	8.68959098873894	8.63080588614575	8.85416898796253	8.86507113071308	8.78954902703272	8.74637260419563	8.78128979153581	8.80997784139071	8.79119002452246	8.74529379049891	8.89123232127442	8.83584785509922
chr2.5151044.5151191	9.18926440226198	9.15580371866873	9.11314600993504	9.20204848880893	8.88567402618678	8.88379986021566	8.84795029520998	8.83985605251473	9.13878748199466	9.18669163845365	9.15790707711952	9.16710795266423	8.85591903811288	8.95764622810498	9.00871791275766	8.78871386452173
chr2.5273374.5273643	9.48418618546592	9.609174169313	9.55420788496662	9.62461610212832	9.52745512028138	9.53258927526306	9.46062348372943	9.4271172817325	9.29076985037563	9.28233575293993	9.25186673547185	9.29554278450698	9.0052109482185	8.91293783042426	9.09429738506818	8.9619591113659
chr2.6826327.6826450	9.12989986897501	9.13177709946194	9.00207127896406	9.04954050987282	9.1945593672443	9.2470258594704	9.17781772905919	9.1888288689848	9.151534804418	9.12345393276593	9.17308278439244	9.10070832428377	9.35076138273567	9.34704257485208	9.27700152456057	9.29037201825593
chr2.6849763.6849829	8.87823811082675	8.93710755000559	9.01530570877141	8.99577996517321	8.77750181521336	8.72861598441836	8.84166091504424	8.93033611240626	8.94921479836064	8.97055970228612	8.90404581227659	9.01022133680691	8.88240677505476	8.79067438463463	8.98771861606615	8.85794554705185
chr2.7797324.7797401	8.84954964883761	8.65999052374857	8.80468815886351	8.75688148456908	9.04832423209619	9.08344863395829	9.13439246365283	9.17640775752467	8.82534509935014	8.7100421128935	8.73033875262864	8.76841481321831	8.99986221673695	9.00449330086197	8.97479568442552	9.16267765273024
chr2.8139388.8139450	8.86120007194046	8.94511011278271	8.86892810230678	8.90812325554036	8.54167727542558	8.43769733241248	8.47665653283608	8.42083497237785	8.94359117051911	9.03712826684224	8.84608976487025	8.97349288486853	8.42195342092329	8.49772261253616	8.57475354277547	8.42728853107971
chr2.8364254.8364512	9.11432941032642	9.04457866221881	9.09771767905073	9.04954050987282	9.28437836196818	9.22557910498435	9.32219738247453	9.28755036534225	9.06697187758427	9.15720672856668	9.05565046843446	9.2390866260165	9.6363386848864	9.67480939801259	9.79738325676726	9.70916454468473
chr2.9540824.9541011	9.22427280459101	9.40735088438995	9.3414039435132	9.32318380013228	9.30621599635815	9.2399370423687	9.25479993407708	9.16379244843698	9.24686608663901	9.30025133586038	9.13458413082342	9.1899339062518	9.0364587376594	8.97363386383082	9.18097399732839	9.14874707323874
chr2.9833423.9833574	8.92657431098717	9.0165949218891	8.84066332505021	8.93325579767367	9.15498566028047	9.14979024665645	9.24422506922037	9.23380609381588	9.03813354487854	8.97828942958713	8.93102524940328	8.87565383364205	9.23657983010486	9.2054062170973	9.23498227127936	9.2096196052981
chr2.10146363.10146582	9.33057105060928	9.28424494354334	9.29364252561082	9.28293829848541	9.7491768480149	9.8002808026776	9.69711854333653	9.71989324580584	9.47742461364079	9.41440443157125	9.37900047083881	9.34860939934584	9.7354620297544	9.70964940640176	9.5601716269679	9.63260013901527
chr2.10184402.10184794	8.69210845758809	8.73651674197753	8.73122966735713	8.69636391131328	10.7331041225901	10.6164682965966	10.8033343454385	10.82680847816	8.5731714770862	8.72857540725068	8.73033875262864	8.59782312119366	10.8552109766214	10.7486923138556	10.6061459574751	10.6473449503507
chr2.10214761.10214835	8.83160035445114	8.85066777580312	8.77266991225274	8.84497479269208	8.88018883139959	8.84750133522071	8.80906678906733	8.96053231281829	8.99774702637722	8.93458513657433	8.94149568146544	8.95433419237269	9.05157568460649	9.03401400894485	9.01284105249412	8.87396483125326
chr2.10458133.10458762	8.80027923582355	8.6737703781311	8.75240684644286	8.70280489342161	9.06095929372078	9.26794719208971	8.98167604283913	8.97305081582409	8.64211906191627	8.75786799463012	8.80818230056219	8.67221893811051	11.4739252693465	11.3661109777124	11.0366798019827	11.3859645777558
chr2.11051387.11051528	8.62074001364934	8.47651006380069	8.53904881342457	8.47788765412487	9.04406255573485	9.47087503675006	9.22991780800793	9.25399877808912	8.58571247533717	8.50346609042732	8.52055954057834	8.56279683566329	8.46761695499789	8.46171678406902	8.51803810014918	8.53400730189734
chr2.11356148.11356385	9.0528888627546	9.18484910029114	9.19637303143218	9.19064958158135	8.89110828132917	8.87195530347413	8.97156360516853	8.93911168919788	9.35612104320448	9.37789423965939	9.43654080987165	9.29554278450698	9.2206894840411	9.2430467929698	9.26816812350806	9.29333228312781
chr2.11395632.11395695	8.83160035445114	8.84598722099447	9.00651127987976	8.9414118189627	8.7841330582459	8.72861598441836	8.80229900176675	8.81881306780178	8.83900994685754	8.86493253044176	8.98174172133429	9.01378689972166	8.8626573666181	8.91870545480724	8.98343888168208	8.98436716249977
chr2.11629696.11629889	8.97140140914655	9.04457866221881	8.88523524318141	8.95345184580833	9.24231523334268	9.21830722899421	9.19304297170829	9.11798252860601	9.00292699711436	9.06478658088747	8.93628232676953	9.00663713020536	9.30101049074361	9.2467201576173	9.28864220392338	9.22575583884163
chr2.13035253.13035352	8.55566888772004	8.60731133094286	8.53904881342457	8.62549484712947	8.76396393476866	8.67822294162606	8.66950908928363	8.69776500411279	9.2580524879959	9.25074200983343	9.14633210790846	9.16420866333943	8.79119002452246	8.70376382044744	8.63983747076925	8.63627551902879
chr2.15781182.15781510	9.17846408338744	9.06486542425041	9.13200293027216	9.18199484323585	9.73317938808491	9.74193765421408	9.73224720345436	9.70558790086145	9.57220912998013	9.61257331169147	9.63821440299459	9.57690737780397	9.42069208358059	9.51460467906635	9.49034538974807	9.51563500121211
chr2.15866889.15867196	8.38371531319997	8.47651006380069	8.4987762286722	8.26480174492026	9.68795377003538	10.0028677600056	9.60640879062604	9.83782213218795	8.56008992852272	8.43365902513916	8.43543083611884	8.56279683566329	8.55139056550662	8.58192539795241	8.63983747076925	8.52151292024829
chr2.16067523.16067775	9.46331055315731	9.50832660962565	9.53058014473336	9.50788687103392	9.44867408507318	9.58831050064801	9.59665353987417	9.44810456291216	8.50050937635059	8.47831820500455	8.52055954057834	8.47570303826047	8.56532943045287	8.48047795026944	8.51803810014918	8.56838694903844
chr2.16068139.16068203	8.9108899951848	8.91246395451828	8.92161979339085	8.88635081951896	9.09760306650931	9.10058407825257	9.03936379076471	9.07284242527464	8.46407424162608	8.44975454665254	8.41259238215973	8.41399781210194	8.46761695499789	8.48047795026944	8.53036429457419	8.37972759971114
chr2.16098420.16098580	9.18208018138371	9.18769694126341	9.13571968812228	9.18488999982808	9.49011274033646	9.56839416079097	9.53871568386726	9.44810456291216	9.22017780054518	9.26668282673437	9.17683226536469	9.14658734764429	9.36107768859402	9.3238405431199	9.33098283167465	9.31666566374107
chr2.16107205.16107294	9.11432941032642	9.04799985983469	9.07396258731732	9.0732965243097	8.85194819341004	8.89540877217808	8.9129054427076	8.88921334507997	8.95478923542029	9.01927701204278	8.93628232676953	9.03134416822979	8.86931638972065	8.79784726692675	8.97913140692095	8.91954177370757
chr2.16111822.16111925	8.54332499295256	8.61533250929637	8.53904881342457	8.53628030223776	9.11332875444914	9.12147001828471	9.10964848389474	9.16696493036225	8.4430647797376	8.57573480349351	8.55999705726576	8.50054421293996	8.53672831959401	8.41737878990422	8.66443885634863	8.56838694903844
chr2.16112647.16112835	8.99502992535728	9.04114094085086	8.93657142081556	8.94946375903313	9.34541023360405	9.25054830776865	9.37881644523081	9.40082804033454	8.97661813086802	9.00834168732665	8.93628232676953	8.93056020680193	8.8626573666181	8.87711577122629	9.02506458597764	8.93874738494212
chr2.18345179.18345527	9.65280570486578	9.73562143396342	9.76340984142266	9.77957226265741	9.78435581543831	9.7005345420282	9.74299989469599	9.74449056780099	9.79280094664104	9.85701798825698	9.7026828611257	9.76528514623902	9.31550736144682	9.12873217692086	9.24111267941864	9.25094749456873
