bin	tar	group	zscore	kmer_family
1425	1	zscore_tar	-0.27230063024906	ARF
1450	1	zscore_tar	-0.27230063024906	ARF
1475	1	zscore_tar	-0.27230063024906	ARF
1500	1	zscore_tar	-0.27230063024906	ARF
100	1	zscore_tar	NA	bZIP
125	1	zscore_tar	NA	bZIP
150	1	zscore_tar	NA	bZIP
175	1	zscore_tar	NA	bZIP
200	1	zscore_tar	NA	bZIP
225	1	zscore_tar	NA	bZIP
250	1	zscore_tar	NA	bZIP
275	1	zscore_tar	NA	bZIP
300	1	zscore_tar	NA	bZIP
325	1	zscore_tar	NA	bZIP
350	1	zscore_tar	NA	bZIP
375	1	zscore_tar	NA	bZIP
400	1	zscore_tar	NA	bZIP
425	1	zscore_tar	NA	bZIP
450	1	zscore_tar	NA	bZIP
475	1	zscore_tar	NA	bZIP
500	1	zscore_tar	NA	bZIP
525	1	zscore_tar	NA	bZIP
550	1	zscore_tar	NA	bZIP
575	1	zscore_tar	NA	bZIP
600	1	zscore_tar	NA	bZIP
625	1	zscore_tar	NA	bZIP
650	1	zscore_tar	NA	bZIP
675	1	zscore_tar	NA	bZIP
700	1	zscore_tar	NA	bZIP
725	1	zscore_tar	NA	bZIP
750	1	zscore_tar	NA	bZIP
775	1	zscore_tar	NA	bZIP
800	1	zscore_tar	NA	bZIP
825	1	zscore_tar	NA	bZIP
850	1	zscore_tar	NA	bZIP
875	1	zscore_tar	NA	bZIP
900	1	zscore_tar	NA	bZIP
925	1	zscore_tar	NA	bZIP
950	1	zscore_tar	NA	bZIP
975	1	zscore_tar	NA	bZIP
1000	1	zscore_tar	NA	bZIP
1025	1	zscore_tar	NA	bZIP
1050	1	zscore_tar	NA	bZIP
1075	1	zscore_tar	NA	bZIP
1100	1	zscore_tar	NA	bZIP
1125	1	zscore_tar	NA	bZIP
1150	1	zscore_tar	NA	bZIP
1175	1	zscore_tar	NA	bZIP
1200	1	zscore_tar	NA	bZIP
1225	1	zscore_tar	NA	bZIP
1250	1	zscore_tar	NA	bZIP
1275	1	zscore_tar	NA	bZIP
1300	1	zscore_tar	NA	bZIP
1325	1	zscore_tar	NA	bZIP
1350	1	zscore_tar	NA	bZIP
1375	1	zscore_tar	NA	bZIP
1400	1	zscore_tar	NA	bZIP
1425	1	zscore_tar	NA	bZIP
1450	1	zscore_tar	NA	bZIP
1475	1	zscore_tar	NA	bZIP
1500	1	zscore_tar	NA	bZIP
100	1	zscore_tar	NA	C2C2gata
125	1	zscore_tar	NA	C2C2gata
150	1	zscore_tar	NA	C2C2gata
175	1	zscore_tar	NA	C2C2gata
200	1	zscore_tar	NA	C2C2gata
225	1	zscore_tar	NA	C2C2gata
250	1	zscore_tar	NA	C2C2gata
275	1	zscore_tar	NA	C2C2gata
300	1	zscore_tar	NA	C2C2gata
325	1	zscore_tar	NA	C2C2gata
350	1	zscore_tar	NA	C2C2gata
375	1	zscore_tar	NA	C2C2gata
400	1	zscore_tar	NA	C2C2gata
425	1	zscore_tar	NA	C2C2gata
450	1	zscore_tar	NA	C2C2gata
475	1	zscore_tar	NA	C2C2gata
500	1	zscore_tar	NA	C2C2gata
525	1	zscore_tar	NA	C2C2gata
550	1	zscore_tar	NA	C2C2gata
575	1	zscore_tar	NA	C2C2gata
600	1	zscore_tar	NA	C2C2gata
625	1	zscore_tar	NA	C2C2gata
650	1	zscore_tar	NA	C2C2gata
675	1	zscore_tar	NA	C2C2gata
700	1	zscore_tar	NA	C2C2gata
725	1	zscore_tar	NA	C2C2gata
750	1	zscore_tar	NA	C2C2gata
775	1	zscore_tar	NA	C2C2gata
800	1	zscore_tar	NA	C2C2gata
825	1	zscore_tar	NA	C2C2gata
850	1	zscore_tar	NA	C2C2gata
875	1	zscore_tar	NA	C2C2gata
900	1	zscore_tar	NA	C2C2gata
925	1	zscore_tar	NA	C2C2gata
950	1	zscore_tar	NA	C2C2gata
975	1	zscore_tar	NA	C2C2gata
1000	1	zscore_tar	NA	C2C2gata
1025	1	zscore_tar	NA	C2C2gata
1050	1	zscore_tar	NA	C2C2gata
1075	1	zscore_tar	NA	C2C2gata
1100	1	zscore_tar	NA	C2C2gata
1125	1	zscore_tar	NA	C2C2gata
1150	1	zscore_tar	NA	C2C2gata
1175	1	zscore_tar	NA	C2C2gata
1200	1	zscore_tar	NA	C2C2gata
1225	1	zscore_tar	NA	C2C2gata
1250	1	zscore_tar	NA	C2C2gata
1275	1	zscore_tar	NA	C2C2gata
1300	1	zscore_tar	NA	C2C2gata
1325	1	zscore_tar	NA	C2C2gata
1350	1	zscore_tar	NA	C2C2gata
1375	1	zscore_tar	NA	C2C2gata
1400	1	zscore_tar	NA	C2C2gata
1425	1	zscore_tar	NA	C2C2gata
1450	1	zscore_tar	NA	C2C2gata
1475	1	zscore_tar	NA	C2C2gata
1500	1	zscore_tar	NA	C2C2gata
100	1	zscore_tar	-0.27230063024906	C2C2YABBY
125	1	zscore_tar	-0.27230063024906	C2C2YABBY
150	1	zscore_tar	-0.27230063024906	C2C2YABBY
175	1	zscore_tar	-0.27230063024906	C2C2YABBY
200	1	zscore_tar	-0.27230063024906	C2C2YABBY
225	1	zscore_tar	-0.27230063024906	C2C2YABBY
250	1	zscore_tar	-0.27230063024906	C2C2YABBY
275	1	zscore_tar	-0.27230063024906	C2C2YABBY
300	1	zscore_tar	-0.27230063024906	C2C2YABBY
325	1	zscore_tar	-0.27230063024906	C2C2YABBY
350	1	zscore_tar	-0.27230063024906	C2C2YABBY
375	1	zscore_tar	-0.27230063024906	C2C2YABBY
400	1	zscore_tar	-0.27230063024906	C2C2YABBY
425	1	zscore_tar	-0.27230063024906	C2C2YABBY
450	1	zscore_tar	-0.27230063024906	C2C2YABBY
475	1	zscore_tar	-0.27230063024906	C2C2YABBY
500	1	zscore_tar	-0.27230063024906	C2C2YABBY
525	1	zscore_tar	-0.27230063024906	C2C2YABBY
550	1	zscore_tar	-0.27230063024906	C2C2YABBY
575	1	zscore_tar	-0.27230063024906	C2C2YABBY
600	1	zscore_tar	-0.27230063024906	C2C2YABBY
625	1	zscore_tar	-0.27230063024906	C2C2YABBY
650	1	zscore_tar	-0.27230063024906	C2C2YABBY
675	1	zscore_tar	-0.27230063024906	C2C2YABBY
700	1	zscore_tar	-0.27230063024906	C2C2YABBY
725	1	zscore_tar	-0.27230063024906	C2C2YABBY
750	1	zscore_tar	-0.27230063024906	C2C2YABBY
775	1	zscore_tar	-0.27230063024906	C2C2YABBY
800	1	zscore_tar	-0.27230063024906	C2C2YABBY
825	1	zscore_tar	-0.27230063024906	C2C2YABBY
850	1	zscore_tar	-0.27230063024906	C2C2YABBY
875	1.03	zscore_tar	3.60798335079987	C2C2YABBY
900	1.03	zscore_tar	3.60798335079987	C2C2YABBY
925	1.03	zscore_tar	3.60798335079987	C2C2YABBY
950	1.03	zscore_tar	3.60798335079987	C2C2YABBY
975	1	zscore_tar	-0.27230063024906	C2C2YABBY
1000	1	zscore_tar	-0.27230063024906	C2C2YABBY
1025	1	zscore_tar	-0.27230063024906	C2C2YABBY
1050	1	zscore_tar	-0.27230063024906	C2C2YABBY
1075	1	zscore_tar	-0.27230063024906	C2C2YABBY
1100	1	zscore_tar	-0.27230063024906	C2C2YABBY
1125	1	zscore_tar	-0.27230063024906	C2C2YABBY
1150	1	zscore_tar	-0.27230063024906	C2C2YABBY
1175	1	zscore_tar	-0.27230063024906	C2C2YABBY
1200	1	zscore_tar	-0.27230063024906	C2C2YABBY
1225	1	zscore_tar	-0.27230063024906	C2C2YABBY
1250	1	zscore_tar	-0.27230063024906	C2C2YABBY
1275	1	zscore_tar	-0.27230063024906	C2C2YABBY
1300	1	zscore_tar	-0.27230063024906	C2C2YABBY
1325	1	zscore_tar	-0.27230063024906	C2C2YABBY
1350	1	zscore_tar	-0.27230063024906	C2C2YABBY
1375	1	zscore_tar	-0.27230063024906	C2C2YABBY
1400	1	zscore_tar	-0.27230063024906	C2C2YABBY
1425	1	zscore_tar	-0.27230063024906	C2C2YABBY
1450	1	zscore_tar	-0.27230063024906	C2C2YABBY
1475	1	zscore_tar	-0.27230063024906	C2C2YABBY
1500	1	zscore_tar	-0.27230063024906	C2C2YABBY
100	1	zscore_tar	-0.272300630249046	C2H2
125	1	zscore_tar	-0.272300630249046	C2H2
150	1	zscore_tar	-0.272300630249046	C2H2
175	1	zscore_tar	-0.272300630249046	C2H2
200	1	zscore_tar	-0.272300630249046	C2H2
225	1	zscore_tar	-0.272300630249046	C2H2
250	1	zscore_tar	-0.272300630249046	C2H2
275	1	zscore_tar	-0.272300630249046	C2H2
300	1	zscore_tar	-0.272300630249046	C2H2
325	1	zscore_tar	-0.272300630249046	C2H2
350	1	zscore_tar	-0.272300630249046	C2H2
375	1	zscore_tar	-0.272300630249046	C2H2
400	1	zscore_tar	-0.272300630249046	C2H2
425	1	zscore_tar	-0.272300630249046	C2H2
450	1	zscore_tar	-0.272300630249046	C2H2
475	1	zscore_tar	-0.272300630249046	C2H2
500	1	zscore_tar	-0.272300630249046	C2H2
525	1	zscore_tar	-0.272300630249046	C2H2
550	1	zscore_tar	-0.272300630249046	C2H2
575	1	zscore_tar	-0.272300630249046	C2H2
600	1	zscore_tar	-0.272300630249046	C2H2
625	1	zscore_tar	-0.272300630249046	C2H2
650	1	zscore_tar	-0.272300630249046	C2H2
675	1	zscore_tar	-0.272300630249046	C2H2
700	1	zscore_tar	-0.272300630249046	C2H2
725	1	zscore_tar	-0.272300630249046	C2H2
750	1	zscore_tar	-0.272300630249046	C2H2
775	1	zscore_tar	-0.272300630249046	C2H2
800	1	zscore_tar	-0.272300630249046	C2H2
825	1	zscore_tar	-0.272300630249046	C2H2
850	1	zscore_tar	-0.272300630249046	C2H2
875	1.06	zscore_tar	3.60798335079987	C2H2
900	1.06	zscore_tar	3.60798335079989	C2H2
925	1.06	zscore_tar	3.60798335079989	C2H2
950	1.06	zscore_tar	3.60798335079987	C2H2
975	1	zscore_tar	-0.272300630249046	C2H2
1000	1	zscore_tar	-0.272300630249046	C2H2
1025	1	zscore_tar	-0.272300630249046	C2H2
1050	1	zscore_tar	-0.272300630249046	C2H2
1075	1	zscore_tar	-0.272300630249046	C2H2
1100	1	zscore_tar	-0.272300630249046	C2H2
1125	1	zscore_tar	-0.272300630249046	C2H2
1150	1	zscore_tar	-0.272300630249046	C2H2
1175	1	zscore_tar	-0.272300630249046	C2H2
1200	1	zscore_tar	-0.272300630249046	C2H2
1225	1	zscore_tar	-0.272300630249046	C2H2
1250	1	zscore_tar	-0.272300630249046	C2H2
1275	1	zscore_tar	-0.272300630249046	C2H2
1300	1	zscore_tar	-0.272300630249046	C2H2
1325	1	zscore_tar	-0.272300630249046	C2H2
1350	1	zscore_tar	-0.272300630249046	C2H2
1375	1	zscore_tar	-0.272300630249046	C2H2
1400	1	zscore_tar	-0.272300630249046	C2H2
1425	1	zscore_tar	-0.272300630249046	C2H2
1450	1	zscore_tar	-0.272300630249046	C2H2
1475	1	zscore_tar	-0.272300630249046	C2H2
1500	1	zscore_tar	-0.272300630249046	C2H2
100	1	zscore_tar	-0.272300630249031	HSF
125	1	zscore_tar	-0.272300630249031	HSF
150	1	zscore_tar	-0.272300630249031	HSF
175	1	zscore_tar	-0.272300630249031	HSF
200	1	zscore_tar	-0.272300630249031	HSF
225	1	zscore_tar	-0.272300630249031	HSF
250	1	zscore_tar	-0.272300630249031	HSF
275	1	zscore_tar	-0.272300630249031	HSF
300	1	zscore_tar	-0.272300630249031	HSF
325	1	zscore_tar	-0.272300630249031	HSF
350	1	zscore_tar	-0.272300630249031	HSF
375	1	zscore_tar	-0.272300630249031	HSF
400	1	zscore_tar	-0.272300630249031	HSF
425	1	zscore_tar	-0.272300630249031	HSF
450	1	zscore_tar	-0.272300630249031	HSF
475	1	zscore_tar	-0.272300630249031	HSF
500	1	zscore_tar	-0.272300630249031	HSF
525	1	zscore_tar	-0.272300630249031	HSF
550	1	zscore_tar	-0.272300630249031	HSF
575	1	zscore_tar	-0.272300630249031	HSF
600	1	zscore_tar	-0.272300630249031	HSF
625	1	zscore_tar	-0.272300630249031	HSF
650	1	zscore_tar	-0.272300630249031	HSF
675	1	zscore_tar	-0.272300630249031	HSF
700	1	zscore_tar	-0.272300630249031	HSF
725	1	zscore_tar	-0.272300630249031	HSF
750	1	zscore_tar	-0.272300630249031	HSF
775	1	zscore_tar	-0.272300630249031	HSF
800	1	zscore_tar	-0.272300630249031	HSF
825	1	zscore_tar	-0.272300630249031	HSF
850	1	zscore_tar	-0.272300630249031	HSF
875	1.02	zscore_tar	3.60798335079989	HSF
900	1.02	zscore_tar	3.60798335079989	HSF
925	1.02	zscore_tar	3.60798335079989	HSF
950	1.02	zscore_tar	3.60798335079989	HSF
975	1	zscore_tar	-0.272300630249031	HSF
1000	1	zscore_tar	-0.272300630249031	HSF
1025	1	zscore_tar	-0.272300630249031	HSF
1050	1	zscore_tar	-0.272300630249031	HSF
1075	1	zscore_tar	-0.272300630249031	HSF
1100	1	zscore_tar	-0.272300630249031	HSF
1125	1	zscore_tar	-0.272300630249031	HSF
1150	1	zscore_tar	-0.272300630249031	HSF
1175	1	zscore_tar	-0.272300630249031	HSF
1200	1	zscore_tar	-0.272300630249031	HSF
1225	1	zscore_tar	-0.272300630249031	HSF
1250	1	zscore_tar	-0.272300630249031	HSF
1275	1	zscore_tar	-0.272300630249031	HSF
1300	1	zscore_tar	-0.272300630249031	HSF
1325	1	zscore_tar	-0.272300630249031	HSF
1350	1	zscore_tar	-0.272300630249031	HSF
1375	1	zscore_tar	-0.272300630249031	HSF
1400	1	zscore_tar	-0.272300630249031	HSF
1425	1	zscore_tar	-0.272300630249031	HSF
1450	1	zscore_tar	-0.272300630249031	HSF
1475	1	zscore_tar	-0.272300630249031	HSF
1500	1	zscore_tar	-0.272300630249031	HSF
100	1	zscore_tar	NA	LOBAS2
125	1	zscore_tar	NA	LOBAS2
150	1	zscore_tar	NA	LOBAS2
175	1	zscore_tar	NA	LOBAS2
200	1	zscore_tar	NA	LOBAS2
225	1	zscore_tar	NA	LOBAS2
250	1	zscore_tar	NA	LOBAS2
275	1	zscore_tar	NA	LOBAS2
300	1	zscore_tar	NA	LOBAS2
325	1	zscore_tar	NA	LOBAS2
350	1	zscore_tar	NA	LOBAS2
375	1	zscore_tar	NA	LOBAS2
400	1	zscore_tar	NA	LOBAS2
425	1	zscore_tar	NA	LOBAS2
450	1	zscore_tar	NA	LOBAS2
475	1	zscore_tar	NA	LOBAS2
500	1	zscore_tar	NA	LOBAS2
525	1	zscore_tar	NA	LOBAS2
550	1	zscore_tar	NA	LOBAS2
575	1	zscore_tar	NA	LOBAS2
600	1	zscore_tar	NA	LOBAS2
625	1	zscore_tar	NA	LOBAS2
650	1	zscore_tar	NA	LOBAS2
675	1	zscore_tar	NA	LOBAS2
700	1	zscore_tar	NA	LOBAS2
725	1	zscore_tar	NA	LOBAS2
750	1	zscore_tar	NA	LOBAS2
775	1	zscore_tar	NA	LOBAS2
800	1	zscore_tar	NA	LOBAS2
825	1	zscore_tar	NA	LOBAS2
850	1	zscore_tar	NA	LOBAS2
875	1	zscore_tar	NA	LOBAS2
900	1	zscore_tar	NA	LOBAS2
925	1	zscore_tar	NA	LOBAS2
950	1	zscore_tar	NA	LOBAS2
975	1	zscore_tar	NA	LOBAS2
1000	1	zscore_tar	NA	LOBAS2
1025	1	zscore_tar	NA	LOBAS2
1050	1	zscore_tar	NA	LOBAS2
1075	1	zscore_tar	NA	LOBAS2
1100	1	zscore_tar	NA	LOBAS2
1125	1	zscore_tar	NA	LOBAS2
1150	1	zscore_tar	NA	LOBAS2
1175	1	zscore_tar	NA	LOBAS2
1200	1	zscore_tar	NA	LOBAS2
1225	1	zscore_tar	NA	LOBAS2
1250	1	zscore_tar	NA	LOBAS2
1275	1	zscore_tar	NA	LOBAS2
1300	1	zscore_tar	NA	LOBAS2
1325	1	zscore_tar	NA	LOBAS2
1350	1	zscore_tar	NA	LOBAS2
1375	1	zscore_tar	NA	LOBAS2
1400	1	zscore_tar	NA	LOBAS2
1425	1	zscore_tar	NA	LOBAS2
1450	1	zscore_tar	NA	LOBAS2
1475	1	zscore_tar	NA	LOBAS2
1500	1	zscore_tar	NA	LOBAS2
100	1	zscore_tar	NA	NLP
125	1	zscore_tar	NA	NLP
150	1	zscore_tar	NA	NLP
175	1	zscore_tar	NA	NLP
200	1	zscore_tar	NA	NLP
225	1	zscore_tar	NA	NLP
250	1	zscore_tar	NA	NLP
275	1	zscore_tar	NA	NLP
300	1	zscore_tar	NA	NLP
325	1	zscore_tar	NA	NLP
350	1	zscore_tar	NA	NLP
375	1	zscore_tar	NA	NLP
400	1	zscore_tar	NA	NLP
425	1	zscore_tar	NA	NLP
450	1	zscore_tar	NA	NLP
475	1	zscore_tar	NA	NLP
500	1	zscore_tar	NA	NLP
525	1	zscore_tar	NA	NLP
550	1	zscore_tar	NA	NLP
575	1	zscore_tar	NA	NLP
600	1	zscore_tar	NA	NLP
625	1	zscore_tar	NA	NLP
650	1	zscore_tar	NA	NLP
675	1	zscore_tar	NA	NLP
700	1	zscore_tar	NA	NLP
725	1	zscore_tar	NA	NLP
750	1	zscore_tar	NA	NLP
775	1	zscore_tar	NA	NLP
800	1	zscore_tar	NA	NLP
825	1	zscore_tar	NA	NLP
850	1	zscore_tar	NA	NLP
875	1	zscore_tar	NA	NLP
900	1	zscore_tar	NA	NLP
925	1	zscore_tar	NA	NLP
950	1	zscore_tar	NA	NLP
975	1	zscore_tar	NA	NLP
1000	1	zscore_tar	NA	NLP
1025	1	zscore_tar	NA	NLP
1050	1	zscore_tar	NA	NLP
1075	1	zscore_tar	NA	NLP
1100	1	zscore_tar	NA	NLP
1125	1	zscore_tar	NA	NLP
1150	1	zscore_tar	NA	NLP
1175	1	zscore_tar	NA	NLP
1200	1	zscore_tar	NA	NLP
1225	1	zscore_tar	NA	NLP
1250	1	zscore_tar	NA	NLP
1275	1	zscore_tar	NA	NLP
1300	1	zscore_tar	NA	NLP
1325	1	zscore_tar	NA	NLP
1350	1	zscore_tar	NA	NLP
1375	1	zscore_tar	NA	NLP
1400	1	zscore_tar	NA	NLP
1425	1	zscore_tar	NA	NLP
1450	1	zscore_tar	NA	NLP
1475	1	zscore_tar	NA	NLP
1500	1	zscore_tar	NA	NLP
100	1	zscore_tar	-0.272300630249031	Trihelix
125	1	zscore_tar	-0.272300630249031	Trihelix
150	1	zscore_tar	-0.272300630249031	Trihelix
175	1	zscore_tar	-0.272300630249031	Trihelix
200	1	zscore_tar	-0.272300630249031	Trihelix
225	1	zscore_tar	-0.272300630249031	Trihelix
250	1	zscore_tar	-0.272300630249031	Trihelix
275	1	zscore_tar	-0.272300630249031	Trihelix
300	1	zscore_tar	-0.272300630249031	Trihelix
325	1	zscore_tar	-0.272300630249031	Trihelix
350	1	zscore_tar	-0.272300630249031	Trihelix
375	1	zscore_tar	-0.272300630249031	Trihelix
400	1	zscore_tar	-0.272300630249031	Trihelix
425	1	zscore_tar	-0.272300630249031	Trihelix
450	1	zscore_tar	-0.272300630249031	Trihelix
475	1	zscore_tar	-0.272300630249031	Trihelix
500	1	zscore_tar	-0.272300630249031	Trihelix
525	1	zscore_tar	-0.272300630249031	Trihelix
550	1	zscore_tar	-0.272300630249031	Trihelix
575	1	zscore_tar	-0.272300630249031	Trihelix
600	1	zscore_tar	-0.272300630249031	Trihelix
625	1	zscore_tar	-0.272300630249031	Trihelix
650	1	zscore_tar	-0.272300630249031	Trihelix
675	1	zscore_tar	-0.272300630249031	Trihelix
700	1	zscore_tar	-0.272300630249031	Trihelix
725	1	zscore_tar	-0.272300630249031	Trihelix
750	1	zscore_tar	-0.272300630249031	Trihelix
775	1	zscore_tar	-0.272300630249031	Trihelix
800	1	zscore_tar	-0.272300630249031	Trihelix
825	1	zscore_tar	-0.272300630249031	Trihelix
850	1	zscore_tar	-0.272300630249031	Trihelix
875	1	zscore_tar	-0.272300630249031	Trihelix
900	1	zscore_tar	-0.272300630249031	Trihelix
925	1	zscore_tar	-0.272300630249031	Trihelix
950	1	zscore_tar	-0.272300630249031	Trihelix
975	1	zscore_tar	-0.272300630249031	Trihelix
1000	1	zscore_tar	-0.272300630249031	Trihelix
1025	1	zscore_tar	-0.272300630249031	Trihelix
1050	1	zscore_tar	-0.272300630249031	Trihelix
1075	1	zscore_tar	-0.272300630249031	Trihelix
1100	1	zscore_tar	-0.272300630249031	Trihelix
1125	1	zscore_tar	-0.272300630249031	Trihelix
1150	1	zscore_tar	-0.272300630249031	Trihelix
1175	1	zscore_tar	-0.272300630249031	Trihelix
1200	1	zscore_tar	-0.272300630249031	Trihelix
1225	1.01	zscore_tar	3.6079833507999	Trihelix
1250	1.01	zscore_tar	3.6079833507999	Trihelix
1275	1.01	zscore_tar	3.6079833507999	Trihelix
1300	1.01	zscore_tar	3.6079833507999	Trihelix
1325	1	zscore_tar	-0.272300630249031	Trihelix
1350	1	zscore_tar	-0.272300630249031	Trihelix
1375	1	zscore_tar	-0.272300630249031	Trihelix
1400	1	zscore_tar	-0.272300630249031	Trihelix
1425	1	zscore_tar	-0.272300630249031	Trihelix
1450	1	zscore_tar	-0.272300630249031	Trihelix
1475	1	zscore_tar	-0.272300630249031	Trihelix
1500	1	zscore_tar	-0.272300630249031	Trihelix
