bin	tar	group	zscore	kmer_family
1050	1	zscore_tar	NA	bZIP
1075	1	zscore_tar	NA	bZIP
1100	1	zscore_tar	NA	bZIP
1125	1	zscore_tar	NA	bZIP
1150	1	zscore_tar	NA	bZIP
1175	1	zscore_tar	NA	bZIP
1200	1	zscore_tar	NA	bZIP
1225	1	zscore_tar	NA	bZIP
1250	1	zscore_tar	NA	bZIP
1275	1	zscore_tar	NA	bZIP
1300	1	zscore_tar	NA	bZIP
1325	1	zscore_tar	NA	bZIP
1350	1	zscore_tar	NA	bZIP
1375	1	zscore_tar	NA	bZIP
1400	1	zscore_tar	NA	bZIP
1425	1	zscore_tar	NA	bZIP
1450	1	zscore_tar	NA	bZIP
1475	1	zscore_tar	NA	bZIP
1500	1	zscore_tar	NA	bZIP
100	1	zscore_tar	NA	C2C2gata
125	1	zscore_tar	NA	C2C2gata
150	1	zscore_tar	NA	C2C2gata
175	1	zscore_tar	NA	C2C2gata
200	1	zscore_tar	NA	C2C2gata
225	1	zscore_tar	NA	C2C2gata
250	1	zscore_tar	NA	C2C2gata
275	1	zscore_tar	NA	C2C2gata
300	1	zscore_tar	NA	C2C2gata
325	1	zscore_tar	NA	C2C2gata
350	1	zscore_tar	NA	C2C2gata
375	1	zscore_tar	NA	C2C2gata
400	1	zscore_tar	NA	C2C2gata
425	1	zscore_tar	NA	C2C2gata
450	1	zscore_tar	NA	C2C2gata
475	1	zscore_tar	NA	C2C2gata
500	1	zscore_tar	NA	C2C2gata
525	1	zscore_tar	NA	C2C2gata
550	1	zscore_tar	NA	C2C2gata
575	1	zscore_tar	NA	C2C2gata
600	1	zscore_tar	NA	C2C2gata
625	1	zscore_tar	NA	C2C2gata
650	1	zscore_tar	NA	C2C2gata
675	1	zscore_tar	NA	C2C2gata
700	1	zscore_tar	NA	C2C2gata
725	1	zscore_tar	NA	C2C2gata
750	1	zscore_tar	NA	C2C2gata
775	1	zscore_tar	NA	C2C2gata
800	1	zscore_tar	NA	C2C2gata
825	1	zscore_tar	NA	C2C2gata
850	1	zscore_tar	NA	C2C2gata
875	1	zscore_tar	NA	C2C2gata
900	1	zscore_tar	NA	C2C2gata
925	1	zscore_tar	NA	C2C2gata
950	1	zscore_tar	NA	C2C2gata
975	1	zscore_tar	NA	C2C2gata
1000	1	zscore_tar	NA	C2C2gata
1025	1	zscore_tar	NA	C2C2gata
1050	1	zscore_tar	NA	C2C2gata
1075	1	zscore_tar	NA	C2C2gata
1100	1	zscore_tar	NA	C2C2gata
1125	1	zscore_tar	NA	C2C2gata
1150	1	zscore_tar	NA	C2C2gata
1175	1	zscore_tar	NA	C2C2gata
1200	1	zscore_tar	NA	C2C2gata
1225	1	zscore_tar	NA	C2C2gata
1250	1	zscore_tar	NA	C2C2gata
1275	1	zscore_tar	NA	C2C2gata
1300	1	zscore_tar	NA	C2C2gata
1325	1	zscore_tar	NA	C2C2gata
1350	1	zscore_tar	NA	C2C2gata
1375	1	zscore_tar	NA	C2C2gata
1400	1	zscore_tar	NA	C2C2gata
1425	1	zscore_tar	NA	C2C2gata
1450	1	zscore_tar	NA	C2C2gata
1475	1	zscore_tar	NA	C2C2gata
1500	1	zscore_tar	NA	C2C2gata
100	1	zscore_tar	-0.272300630249031	C2C2YABBY
125	1	zscore_tar	-0.272300630249031	C2C2YABBY
150	1	zscore_tar	-0.272300630249031	C2C2YABBY
175	1	zscore_tar	-0.272300630249031	C2C2YABBY
200	1	zscore_tar	-0.272300630249031	C2C2YABBY
225	1	zscore_tar	-0.272300630249031	C2C2YABBY
250	1	zscore_tar	-0.272300630249031	C2C2YABBY
275	1	zscore_tar	-0.272300630249031	C2C2YABBY
300	1	zscore_tar	-0.272300630249031	C2C2YABBY
325	1	zscore_tar	-0.272300630249031	C2C2YABBY
350	1	zscore_tar	-0.272300630249031	C2C2YABBY
375	1	zscore_tar	-0.272300630249031	C2C2YABBY
400	1	zscore_tar	-0.272300630249031	C2C2YABBY
425	1	zscore_tar	-0.272300630249031	C2C2YABBY
450	1	zscore_tar	-0.272300630249031	C2C2YABBY
475	1	zscore_tar	-0.272300630249031	C2C2YABBY
500	1	zscore_tar	-0.272300630249031	C2C2YABBY
525	1	zscore_tar	-0.272300630249031	C2C2YABBY
550	1	zscore_tar	-0.272300630249031	C2C2YABBY
575	1	zscore_tar	-0.272300630249031	C2C2YABBY
600	1	zscore_tar	-0.272300630249031	C2C2YABBY
625	1	zscore_tar	-0.272300630249031	C2C2YABBY
650	1	zscore_tar	-0.272300630249031	C2C2YABBY
675	1	zscore_tar	-0.272300630249031	C2C2YABBY
700	1	zscore_tar	-0.272300630249031	C2C2YABBY
725	1	zscore_tar	-0.272300630249031	C2C2YABBY
750	1	zscore_tar	-0.272300630249031	C2C2YABBY
775	1	zscore_tar	-0.272300630249031	C2C2YABBY
800	1	zscore_tar	-0.272300630249031	C2C2YABBY
825	1	zscore_tar	-0.272300630249031	C2C2YABBY
850	1	zscore_tar	-0.272300630249031	C2C2YABBY
875	1.01	zscore_tar	3.60798335079989	C2C2YABBY
900	1.01	zscore_tar	3.60798335079989	C2C2YABBY
925	1.01	zscore_tar	3.60798335079989	C2C2YABBY
950	1.01	zscore_tar	3.60798335079989	C2C2YABBY
975	1	zscore_tar	-0.272300630249031	C2C2YABBY
1000	1	zscore_tar	-0.272300630249031	C2C2YABBY
1025	1	zscore_tar	-0.272300630249031	C2C2YABBY
1050	1	zscore_tar	-0.272300630249031	C2C2YABBY
1075	1	zscore_tar	-0.272300630249031	C2C2YABBY
1100	1	zscore_tar	-0.272300630249031	C2C2YABBY
1125	1	zscore_tar	-0.272300630249031	C2C2YABBY
1150	1	zscore_tar	-0.272300630249031	C2C2YABBY
1175	1	zscore_tar	-0.272300630249031	C2C2YABBY
1200	1	zscore_tar	-0.272300630249031	C2C2YABBY
1225	1	zscore_tar	-0.272300630249031	C2C2YABBY
1250	1	zscore_tar	-0.272300630249031	C2C2YABBY
1275	1	zscore_tar	-0.272300630249031	C2C2YABBY
1300	1	zscore_tar	-0.272300630249031	C2C2YABBY
1325	1	zscore_tar	-0.272300630249031	C2C2YABBY
1350	1	zscore_tar	-0.272300630249031	C2C2YABBY
1375	1	zscore_tar	-0.272300630249031	C2C2YABBY
1400	1	zscore_tar	-0.272300630249031	C2C2YABBY
1425	1	zscore_tar	-0.272300630249031	C2C2YABBY
1450	1	zscore_tar	-0.272300630249031	C2C2YABBY
1475	1	zscore_tar	-0.272300630249031	C2C2YABBY
1500	1	zscore_tar	-0.272300630249031	C2C2YABBY
100	1	zscore_tar	NA	G2like
125	1	zscore_tar	NA	G2like
150	1	zscore_tar	NA	G2like
175	1	zscore_tar	NA	G2like
200	1	zscore_tar	NA	G2like
225	1	zscore_tar	NA	G2like
250	1	zscore_tar	NA	G2like
275	1	zscore_tar	NA	G2like
300	1	zscore_tar	NA	G2like
325	1	zscore_tar	NA	G2like
350	1	zscore_tar	NA	G2like
375	1	zscore_tar	NA	G2like
400	1	zscore_tar	NA	G2like
425	1	zscore_tar	NA	G2like
450	1	zscore_tar	NA	G2like
475	1	zscore_tar	NA	G2like
500	1	zscore_tar	NA	G2like
525	1	zscore_tar	NA	G2like
550	1	zscore_tar	NA	G2like
575	1	zscore_tar	NA	G2like
600	1	zscore_tar	NA	G2like
625	1	zscore_tar	NA	G2like
650	1	zscore_tar	NA	G2like
675	1	zscore_tar	NA	G2like
700	1	zscore_tar	NA	G2like
725	1	zscore_tar	NA	G2like
750	1	zscore_tar	NA	G2like
775	1	zscore_tar	NA	G2like
800	1	zscore_tar	NA	G2like
825	1	zscore_tar	NA	G2like
850	1	zscore_tar	NA	G2like
875	1	zscore_tar	NA	G2like
900	1	zscore_tar	NA	G2like
925	1	zscore_tar	NA	G2like
950	1	zscore_tar	NA	G2like
975	1	zscore_tar	NA	G2like
1000	1	zscore_tar	NA	G2like
1025	1	zscore_tar	NA	G2like
1050	1	zscore_tar	NA	G2like
1075	1	zscore_tar	NA	G2like
1100	1	zscore_tar	NA	G2like
1125	1	zscore_tar	NA	G2like
1150	1	zscore_tar	NA	G2like
1175	1	zscore_tar	NA	G2like
1200	1	zscore_tar	NA	G2like
1225	1	zscore_tar	NA	G2like
1250	1	zscore_tar	NA	G2like
1275	1	zscore_tar	NA	G2like
1300	1	zscore_tar	NA	G2like
1325	1	zscore_tar	NA	G2like
1350	1	zscore_tar	NA	G2like
1375	1	zscore_tar	NA	G2like
1400	1	zscore_tar	NA	G2like
1425	1	zscore_tar	NA	G2like
1450	1	zscore_tar	NA	G2like
1475	1	zscore_tar	NA	G2like
1500	1	zscore_tar	NA	G2like
100	1	zscore_tar	-0.272300630249031	HSF
125	1	zscore_tar	-0.272300630249031	HSF
150	1	zscore_tar	-0.272300630249031	HSF
175	1	zscore_tar	-0.272300630249031	HSF
200	1	zscore_tar	-0.272300630249031	HSF
225	1	zscore_tar	-0.272300630249031	HSF
250	1	zscore_tar	-0.272300630249031	HSF
275	1	zscore_tar	-0.272300630249031	HSF
300	1	zscore_tar	-0.272300630249031	HSF
325	1	zscore_tar	-0.272300630249031	HSF
350	1	zscore_tar	-0.272300630249031	HSF
375	1	zscore_tar	-0.272300630249031	HSF
400	1	zscore_tar	-0.272300630249031	HSF
425	1	zscore_tar	-0.272300630249031	HSF
450	1	zscore_tar	-0.272300630249031	HSF
475	1	zscore_tar	-0.272300630249031	HSF
500	1	zscore_tar	-0.272300630249031	HSF
525	1	zscore_tar	-0.272300630249031	HSF
550	1	zscore_tar	-0.272300630249031	HSF
575	1	zscore_tar	-0.272300630249031	HSF
600	1	zscore_tar	-0.272300630249031	HSF
625	1	zscore_tar	-0.272300630249031	HSF
650	1	zscore_tar	-0.272300630249031	HSF
675	1	zscore_tar	-0.272300630249031	HSF
700	1	zscore_tar	-0.272300630249031	HSF
725	1	zscore_tar	-0.272300630249031	HSF
750	1	zscore_tar	-0.272300630249031	HSF
775	1	zscore_tar	-0.272300630249031	HSF
800	1	zscore_tar	-0.272300630249031	HSF
825	1	zscore_tar	-0.272300630249031	HSF
850	1	zscore_tar	-0.272300630249031	HSF
875	1.02	zscore_tar	3.60798335079989	HSF
900	1.02	zscore_tar	3.60798335079989	HSF
925	1.02	zscore_tar	3.60798335079989	HSF
950	1.02	zscore_tar	3.60798335079989	HSF
975	1	zscore_tar	-0.272300630249031	HSF
1000	1	zscore_tar	-0.272300630249031	HSF
1025	1	zscore_tar	-0.272300630249031	HSF
1050	1	zscore_tar	-0.272300630249031	HSF
1075	1	zscore_tar	-0.272300630249031	HSF
1100	1	zscore_tar	-0.272300630249031	HSF
1125	1	zscore_tar	-0.272300630249031	HSF
1150	1	zscore_tar	-0.272300630249031	HSF
1175	1	zscore_tar	-0.272300630249031	HSF
1200	1	zscore_tar	-0.272300630249031	HSF
1225	1	zscore_tar	-0.272300630249031	HSF
1250	1	zscore_tar	-0.272300630249031	HSF
1275	1	zscore_tar	-0.272300630249031	HSF
1300	1	zscore_tar	-0.272300630249031	HSF
1325	1	zscore_tar	-0.272300630249031	HSF
1350	1	zscore_tar	-0.272300630249031	HSF
1375	1	zscore_tar	-0.272300630249031	HSF
1400	1	zscore_tar	-0.272300630249031	HSF
1425	1	zscore_tar	-0.272300630249031	HSF
1450	1	zscore_tar	-0.272300630249031	HSF
1475	1	zscore_tar	-0.272300630249031	HSF
1500	1	zscore_tar	-0.272300630249031	HSF
100	1	zscore_tar	NA	LOBAS2
125	1	zscore_tar	NA	LOBAS2
150	1	zscore_tar	NA	LOBAS2
175	1	zscore_tar	NA	LOBAS2
200	1	zscore_tar	NA	LOBAS2
225	1	zscore_tar	NA	LOBAS2
250	1	zscore_tar	NA	LOBAS2
275	1	zscore_tar	NA	LOBAS2
300	1	zscore_tar	NA	LOBAS2
325	1	zscore_tar	NA	LOBAS2
350	1	zscore_tar	NA	LOBAS2
375	1	zscore_tar	NA	LOBAS2
400	1	zscore_tar	NA	LOBAS2
425	1	zscore_tar	NA	LOBAS2
450	1	zscore_tar	NA	LOBAS2
475	1	zscore_tar	NA	LOBAS2
500	1	zscore_tar	NA	LOBAS2
525	1	zscore_tar	NA	LOBAS2
550	1	zscore_tar	NA	LOBAS2
575	1	zscore_tar	NA	LOBAS2
600	1	zscore_tar	NA	LOBAS2
625	1	zscore_tar	NA	LOBAS2
650	1	zscore_tar	NA	LOBAS2
675	1	zscore_tar	NA	LOBAS2
700	1	zscore_tar	NA	LOBAS2
725	1	zscore_tar	NA	LOBAS2
750	1	zscore_tar	NA	LOBAS2
775	1	zscore_tar	NA	LOBAS2
800	1	zscore_tar	NA	LOBAS2
825	1	zscore_tar	NA	LOBAS2
850	1	zscore_tar	NA	LOBAS2
875	1	zscore_tar	NA	LOBAS2
900	1	zscore_tar	NA	LOBAS2
925	1	zscore_tar	NA	LOBAS2
950	1	zscore_tar	NA	LOBAS2
975	1	zscore_tar	NA	LOBAS2
1000	1	zscore_tar	NA	LOBAS2
1025	1	zscore_tar	NA	LOBAS2
1050	1	zscore_tar	NA	LOBAS2
1075	1	zscore_tar	NA	LOBAS2
1100	1	zscore_tar	NA	LOBAS2
1125	1	zscore_tar	NA	LOBAS2
1150	1	zscore_tar	NA	LOBAS2
1175	1	zscore_tar	NA	LOBAS2
1200	1	zscore_tar	NA	LOBAS2
1225	1	zscore_tar	NA	LOBAS2
1250	1	zscore_tar	NA	LOBAS2
1275	1	zscore_tar	NA	LOBAS2
1300	1	zscore_tar	NA	LOBAS2
1325	1	zscore_tar	NA	LOBAS2
1350	1	zscore_tar	NA	LOBAS2
1375	1	zscore_tar	NA	LOBAS2
1400	1	zscore_tar	NA	LOBAS2
1425	1	zscore_tar	NA	LOBAS2
1450	1	zscore_tar	NA	LOBAS2
1475	1	zscore_tar	NA	LOBAS2
1500	1	zscore_tar	NA	LOBAS2
100	1	zscore_tar	NA	MADS
125	1	zscore_tar	NA	MADS
150	1	zscore_tar	NA	MADS
175	1	zscore_tar	NA	MADS
200	1	zscore_tar	NA	MADS
225	1	zscore_tar	NA	MADS
250	1	zscore_tar	NA	MADS
275	1	zscore_tar	NA	MADS
300	1	zscore_tar	NA	MADS
325	1	zscore_tar	NA	MADS
350	1	zscore_tar	NA	MADS
375	1	zscore_tar	NA	MADS
400	1	zscore_tar	NA	MADS
425	1	zscore_tar	NA	MADS
450	1	zscore_tar	NA	MADS
475	1	zscore_tar	NA	MADS
500	1	zscore_tar	NA	MADS
525	1	zscore_tar	NA	MADS
550	1	zscore_tar	NA	MADS
575	1	zscore_tar	NA	MADS
600	1	zscore_tar	NA	MADS
625	1	zscore_tar	NA	MADS
650	1	zscore_tar	NA	MADS
675	1	zscore_tar	NA	MADS
700	1	zscore_tar	NA	MADS
725	1	zscore_tar	NA	MADS
750	1	zscore_tar	NA	MADS
775	1	zscore_tar	NA	MADS
800	1	zscore_tar	NA	MADS
825	1	zscore_tar	NA	MADS
850	1	zscore_tar	NA	MADS
875	1	zscore_tar	NA	MADS
900	1	zscore_tar	NA	MADS
925	1	zscore_tar	NA	MADS
950	1	zscore_tar	NA	MADS
975	1	zscore_tar	NA	MADS
1000	1	zscore_tar	NA	MADS
1025	1	zscore_tar	NA	MADS
1050	1	zscore_tar	NA	MADS
1075	1	zscore_tar	NA	MADS
1100	1	zscore_tar	NA	MADS
1125	1	zscore_tar	NA	MADS
1150	1	zscore_tar	NA	MADS
1175	1	zscore_tar	NA	MADS
1200	1	zscore_tar	NA	MADS
1225	1	zscore_tar	NA	MADS
1250	1	zscore_tar	NA	MADS
1275	1	zscore_tar	NA	MADS
1300	1	zscore_tar	NA	MADS
1325	1	zscore_tar	NA	MADS
1350	1	zscore_tar	NA	MADS
1375	1	zscore_tar	NA	MADS
1400	1	zscore_tar	NA	MADS
1425	1	zscore_tar	NA	MADS
1450	1	zscore_tar	NA	MADS
1475	1	zscore_tar	NA	MADS
1500	1	zscore_tar	NA	MADS
100	1	zscore_tar	NA	TCP
125	1	zscore_tar	NA	TCP
150	1	zscore_tar	NA	TCP
175	1	zscore_tar	NA	TCP
200	1	zscore_tar	NA	TCP
225	1	zscore_tar	NA	TCP
250	1	zscore_tar	NA	TCP
275	1	zscore_tar	NA	TCP
300	1	zscore_tar	NA	TCP
325	1	zscore_tar	NA	TCP
350	1	zscore_tar	NA	TCP
375	1	zscore_tar	NA	TCP
400	1	zscore_tar	NA	TCP
425	1	zscore_tar	NA	TCP
450	1	zscore_tar	NA	TCP
475	1	zscore_tar	NA	TCP
500	1	zscore_tar	NA	TCP
525	1	zscore_tar	NA	TCP
550	1	zscore_tar	NA	TCP
575	1	zscore_tar	NA	TCP
600	1	zscore_tar	NA	TCP
625	1	zscore_tar	NA	TCP
650	1	zscore_tar	NA	TCP
675	1	zscore_tar	NA	TCP
700	1	zscore_tar	NA	TCP
725	1	zscore_tar	NA	TCP
750	1	zscore_tar	NA	TCP
775	1	zscore_tar	NA	TCP
800	1	zscore_tar	NA	TCP
825	1	zscore_tar	NA	TCP
850	1	zscore_tar	NA	TCP
875	1	zscore_tar	NA	TCP
900	1	zscore_tar	NA	TCP
925	1	zscore_tar	NA	TCP
950	1	zscore_tar	NA	TCP
975	1	zscore_tar	NA	TCP
1000	1	zscore_tar	NA	TCP
1025	1	zscore_tar	NA	TCP
1050	1	zscore_tar	NA	TCP
1075	1	zscore_tar	NA	TCP
1100	1	zscore_tar	NA	TCP
1125	1	zscore_tar	NA	TCP
1150	1	zscore_tar	NA	TCP
1175	1	zscore_tar	NA	TCP
1200	1	zscore_tar	NA	TCP
1225	1	zscore_tar	NA	TCP
1250	1	zscore_tar	NA	TCP
1275	1	zscore_tar	NA	TCP
1300	1	zscore_tar	NA	TCP
1325	1	zscore_tar	NA	TCP
1350	1	zscore_tar	NA	TCP
1375	1	zscore_tar	NA	TCP
1400	1	zscore_tar	NA	TCP
1425	1	zscore_tar	NA	TCP
1450	1	zscore_tar	NA	TCP
1475	1	zscore_tar	NA	TCP
1500	1	zscore_tar	NA	TCP
100	1	zscore_tar	-0.272300630249031	Trihelix
125	1	zscore_tar	-0.272300630249031	Trihelix
150	1	zscore_tar	-0.272300630249031	Trihelix
175	1	zscore_tar	-0.272300630249031	Trihelix
200	1	zscore_tar	-0.272300630249031	Trihelix
225	1	zscore_tar	-0.272300630249031	Trihelix
250	1	zscore_tar	-0.272300630249031	Trihelix
275	1	zscore_tar	-0.272300630249031	Trihelix
300	1	zscore_tar	-0.272300630249031	Trihelix
325	1	zscore_tar	-0.272300630249031	Trihelix
350	1	zscore_tar	-0.272300630249031	Trihelix
375	1	zscore_tar	-0.272300630249031	Trihelix
400	1	zscore_tar	-0.272300630249031	Trihelix
425	1	zscore_tar	-0.272300630249031	Trihelix
450	1	zscore_tar	-0.272300630249031	Trihelix
475	1	zscore_tar	-0.272300630249031	Trihelix
500	1	zscore_tar	-0.272300630249031	Trihelix
525	1	zscore_tar	-0.272300630249031	Trihelix
550	1	zscore_tar	-0.272300630249031	Trihelix
575	1	zscore_tar	-0.272300630249031	Trihelix
600	1	zscore_tar	-0.272300630249031	Trihelix
625	1	zscore_tar	-0.272300630249031	Trihelix
650	1	zscore_tar	-0.272300630249031	Trihelix
675	1	zscore_tar	-0.272300630249031	Trihelix
700	1	zscore_tar	-0.272300630249031	Trihelix
725	1	zscore_tar	-0.272300630249031	Trihelix
750	1	zscore_tar	-0.272300630249031	Trihelix
775	1	zscore_tar	-0.272300630249031	Trihelix
800	1	zscore_tar	-0.272300630249031	Trihelix
825	1	zscore_tar	-0.272300630249031	Trihelix
850	1	zscore_tar	-0.272300630249031	Trihelix
875	1	zscore_tar	-0.272300630249031	Trihelix
900	1	zscore_tar	-0.272300630249031	Trihelix
925	1	zscore_tar	-0.272300630249031	Trihelix
950	1	zscore_tar	-0.272300630249031	Trihelix
975	1	zscore_tar	-0.272300630249031	Trihelix
1000	1	zscore_tar	-0.272300630249031	Trihelix
1025	1	zscore_tar	-0.272300630249031	Trihelix
1050	1	zscore_tar	-0.272300630249031	Trihelix
1075	1	zscore_tar	-0.272300630249031	Trihelix
1100	1	zscore_tar	-0.272300630249031	Trihelix
1125	1	zscore_tar	-0.272300630249031	Trihelix
1150	1	zscore_tar	-0.272300630249031	Trihelix
1175	1	zscore_tar	-0.272300630249031	Trihelix
1200	1	zscore_tar	-0.272300630249031	Trihelix
1225	1.01	zscore_tar	3.6079833507999	Trihelix
1250	1.01	zscore_tar	3.6079833507999	Trihelix
1275	1.01	zscore_tar	3.6079833507999	Trihelix
1300	1.01	zscore_tar	3.6079833507999	Trihelix
1325	1	zscore_tar	-0.272300630249031	Trihelix
1350	1	zscore_tar	-0.272300630249031	Trihelix
1375	1	zscore_tar	-0.272300630249031	Trihelix
1400	1	zscore_tar	-0.272300630249031	Trihelix
1425	1	zscore_tar	-0.272300630249031	Trihelix
1450	1	zscore_tar	-0.272300630249031	Trihelix
1475	1	zscore_tar	-0.272300630249031	Trihelix
1500	1	zscore_tar	-0.272300630249031	Trihelix
